wastage_id,item_id,location_id,wastage_date,wastage_time,quantity_wasted,unit_cost,total_loss_amount,wastage_reason,complexity_profile,reported_by
WAS-026104,ITEM-058,LOC-014,2025-11-07,23:31:00,1,14.0,14.0,OVERPRODUCTION_UNSOLD,STANDARD,Sous Chef
WAS-026105,ITEM-071,LOC-004,2025-10-25,14:21:00,8,9.5,76.0,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Inventory Clerk
WAS-026106,ITEM-021,LOC-011,2025-05-19,22:39:00,10,8.9,89.0,OVERCOOKED_OR_BURNT,HIGH_WASTAGE,Sous Chef
WAS-026107,ITEM-003,LOC-004,2025-11-28,14:41:00,2,7.1,14.2,OVERCOOKED_OR_BURNT,POPULAR_LOW_MARGIN,Line Supervisor
WAS-026108,ITEM-043,LOC-002,2025-02-01,23:33:00,9,8.5,76.5,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Line Supervisor
WAS-026109,ITEM-074,LOC-015,2025-03-19,15:50:00,8,12.0,96.0,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Sous Chef
WAS-026110,ITEM-086,LOC-018,2025-06-02,23:41:00,6,10.2,61.2,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Sous Chef
WAS-026111,ITEM-110,LOC-009,2025-08-13,14:04:00,12,5.8,69.6,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Line Supervisor
WAS-026112,ITEM-144,LOC-012,2025-08-23,22:54:00,6,2.6,15.6,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Kitchen Manager
WAS-026113,ITEM-064,LOC-005,2025-08-19,22:50:00,4,23.5,94.0,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Sous Chef
WAS-026114,ITEM-088,LOC-007,2025-11-11,15:07:00,3,3.2,9.6,OVERPRODUCTION_UNSOLD,PRICE_SENSITIVE,Sous Chef
WAS-026115,ITEM-010,LOC-012,2025-12-22,22:14:00,3,7.0,21.0,OVERPRODUCTION_UNSOLD,STANDARD,Kitchen Manager
WAS-026116,ITEM-006,LOC-005,2025-07-17,14:15:00,5,10.2,51.0,PREPARATION_ERROR,HIGH_WASTAGE,Line Supervisor
WAS-026117,ITEM-021,LOC-019,2025-10-24,22:28:00,4,8.9,35.6,CUSTOMER_SEND_BACK,HIGH_WASTAGE,Sous Chef
WAS-026118,ITEM-066,LOC-003,2025-05-12,15:36:00,12,16.8,201.6,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Kitchen Manager
WAS-026119,ITEM-034,LOC-015,2025-05-15,23:28:00,2,9.8,19.6,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Sous Chef
WAS-026120,ITEM-044,LOC-019,2025-10-02,22:10:00,2,7.9,15.8,OVERPRODUCTION_UNSOLD,STANDARD,Line Supervisor
WAS-026121,ITEM-078,LOC-017,2025-10-14,15:56:00,6,7.8,46.8,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Sous Chef
WAS-026122,ITEM-060,LOC-003,2025-05-29,14:41:00,5,25.0,125.0,EXPIRED_SHELF_LIFE,PROFITABLE_LOW_SELLING,Kitchen Manager
WAS-026123,ITEM-072,LOC-020,2025-09-10,15:28:00,5,17.5,87.5,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Inventory Clerk
WAS-026124,ITEM-064,LOC-015,2025-10-08,22:08:00,5,23.5,117.5,PREPARATION_ERROR,HIGH_WASTAGE,Kitchen Manager
WAS-026125,ITEM-027,LOC-006,2025-05-20,23:46:00,9,8.7,78.3,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Inventory Clerk
WAS-026126,ITEM-010,LOC-011,2025-12-20,14:55:00,4,7.0,28.0,OVERPRODUCTION_UNSOLD,STANDARD,Line Supervisor
WAS-026127,ITEM-039,LOC-014,2025-04-17,15:52:00,7,11.2,78.4,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Sous Chef
WAS-026128,ITEM-006,LOC-004,2025-01-01,22:36:00,2,10.2,20.4,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Inventory Clerk
WAS-026129,ITEM-075,LOC-003,2025-07-12,22:42:00,11,16.5,181.5,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Line Supervisor
WAS-026130,ITEM-100,LOC-008,2025-01-25,22:10:00,7,5.0,35.0,EQUIPMENT_COOLER_FAILURE,STANDARD,Inventory Clerk
WAS-026131,ITEM-054,LOC-003,2025-07-18,14:22:00,2,23.0,46.0,OVERPRODUCTION_UNSOLD,STANDARD,Kitchen Manager
WAS-026132,ITEM-062,LOC-004,2025-06-11,15:46:00,8,16.0,128.0,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Kitchen Manager
WAS-026133,ITEM-108,LOC-004,2025-10-27,14:40:00,10,6.9,69.0,EQUIPMENT_COOLER_FAILURE,POPULAR_LOW_MARGIN,Sous Chef
WAS-026134,ITEM-035,LOC-014,2025-08-18,14:22:00,4,11.5,46.0,EXPIRED_SHELF_LIFE,PROFITABLE_LOW_SELLING,Line Supervisor
WAS-026135,ITEM-019,LOC-012,2025-12-22,15:27:00,9,7.2,64.8,EQUIPMENT_COOLER_FAILURE,STANDARD,Inventory Clerk
WAS-026136,ITEM-069,LOC-003,2025-09-14,23:49:00,8,14.8,118.4,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Inventory Clerk
WAS-026137,ITEM-078,LOC-020,2025-07-26,14:21:00,8,7.8,62.4,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Kitchen Manager
WAS-026138,ITEM-074,LOC-008,2025-11-29,23:36:00,4,12.0,48.0,PREPARATION_ERROR,HIGH_WASTAGE,Inventory Clerk
WAS-026139,ITEM-086,LOC-019,2025-10-04,15:16:00,4,10.2,40.8,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Inventory Clerk
WAS-026140,ITEM-006,LOC-014,2025-03-18,22:35:00,5,10.2,51.0,PREPARATION_ERROR,HIGH_WASTAGE,Line Supervisor
WAS-026141,ITEM-065,LOC-001,2025-06-17,15:09:00,11,15.0,165.0,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Kitchen Manager
WAS-026142,ITEM-039,LOC-020,2025-05-25,22:22:00,2,11.2,22.4,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Inventory Clerk
WAS-026143,ITEM-095,LOC-014,2025-11-28,23:24:00,7,4.9,34.3,EXPIRED_SHELF_LIFE,STANDARD,Kitchen Manager
WAS-026144,ITEM-118,LOC-019,2025-06-11,23:34:00,1,4.0,4.0,OVERCOOKED_OR_BURNT,PROFITABLE_LOW_SELLING,Sous Chef
WAS-026145,ITEM-043,LOC-007,2025-10-22,15:27:00,11,8.5,93.5,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Line Supervisor
WAS-026146,ITEM-011,LOC-013,2025-04-14,22:22:00,3,9.8,29.4,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Kitchen Manager
WAS-026147,ITEM-039,LOC-009,2025-03-16,23:21:00,11,11.2,123.2,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Inventory Clerk
WAS-026148,ITEM-013,LOC-016,2025-01-14,23:41:00,1,5.5,5.5,OVERPRODUCTION_UNSOLD,STANDARD,Kitchen Manager
WAS-026149,ITEM-049,LOC-016,2025-03-20,15:55:00,4,19.5,78.0,CUSTOMER_SEND_BACK,STANDARD,Sous Chef
WAS-026150,ITEM-071,LOC-008,2025-03-28,22:44:00,3,9.5,28.5,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Kitchen Manager
WAS-026151,ITEM-148,LOC-008,2025-05-12,14:21:00,6,4.1,24.6,PREPARATION_ERROR,HIGH_WASTAGE,Sous Chef
WAS-026152,ITEM-064,LOC-018,2025-06-02,22:56:00,7,23.5,164.5,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Kitchen Manager
WAS-026153,ITEM-034,LOC-002,2025-12-31,23:02:00,5,9.8,49.0,PREPARATION_ERROR,HIGH_WASTAGE,Sous Chef
WAS-026154,ITEM-027,LOC-002,2025-02-10,15:03:00,8,8.7,69.6,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Kitchen Manager
WAS-026155,ITEM-027,LOC-010,2025-08-02,15:03:00,7,8.7,60.9,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Sous Chef
WAS-026156,ITEM-030,LOC-017,2025-09-13,23:18:00,7,5.5,38.5,EXPIRED_SHELF_LIFE,STANDARD,Line Supervisor
WAS-026157,ITEM-096,LOC-008,2025-09-14,14:18:00,1,4.5,4.5,OVERPRODUCTION_UNSOLD,STANDARD,Inventory Clerk
WAS-026158,ITEM-007,LOC-008,2025-11-15,14:56:00,3,7.5,22.5,CUSTOMER_SEND_BACK,STANDARD,Inventory Clerk
WAS-026159,ITEM-148,LOC-005,2025-08-04,22:04:00,3,4.1,12.3,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Line Supervisor
WAS-026160,ITEM-069,LOC-003,2025-02-22,14:52:00,10,14.8,148.0,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Line Supervisor
WAS-026161,ITEM-071,LOC-001,2025-10-26,22:29:00,8,9.5,76.0,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Sous Chef
WAS-026162,ITEM-059,LOC-020,2025-06-14,14:35:00,3,13.5,40.5,EXPIRED_SHELF_LIFE,STANDARD,Inventory Clerk
WAS-026163,ITEM-082,LOC-007,2025-07-17,22:13:00,4,7.5,30.0,PREPARATION_ERROR,HIGH_WASTAGE,Line Supervisor
WAS-026164,ITEM-066,LOC-007,2025-01-15,23:39:00,11,16.8,184.8,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Kitchen Manager
WAS-026165,ITEM-051,LOC-013,2025-04-27,22:24:00,2,32.0,64.0,CUSTOMER_SEND_BACK,PROFITABLE_LOW_SELLING,Line Supervisor
WAS-026166,ITEM-043,LOC-006,2025-06-11,14:26:00,3,8.5,25.5,EQUIPMENT_COOLER_FAILURE,HIGH_WASTAGE,Inventory Clerk
WAS-026167,ITEM-144,LOC-013,2025-08-31,23:51:00,2,2.6,5.2,PREPARATION_ERROR,HIGH_WASTAGE,Inventory Clerk
WAS-026168,ITEM-045,LOC-002,2025-07-19,22:48:00,12,12.0,144.0,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Kitchen Manager
WAS-026169,ITEM-065,LOC-002,2025-10-18,14:43:00,5,15.0,75.0,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Kitchen Manager
WAS-026170,ITEM-057,LOC-002,2025-07-23,22:57:00,7,22.0,154.0,EXPIRED_SHELF_LIFE,PROFITABLE_LOW_SELLING,Sous Chef
WAS-026171,ITEM-011,LOC-015,2025-02-15,22:44:00,4,9.8,39.2,PREPARATION_ERROR,HIGH_WASTAGE,Kitchen Manager
WAS-026172,ITEM-029,LOC-015,2025-10-07,14:16:00,3,14.5,43.5,PREPARATION_ERROR,PROFITABLE_LOW_SELLING,Sous Chef
WAS-026173,ITEM-029,LOC-018,2025-11-29,23:09:00,4,14.5,58.0,CUSTOMER_SEND_BACK,PROFITABLE_LOW_SELLING,Inventory Clerk
WAS-026174,ITEM-082,LOC-005,2025-08-17,23:24:00,11,7.5,82.5,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Sous Chef
WAS-026175,ITEM-064,LOC-014,2025-07-26,22:51:00,6,23.5,141.0,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Inventory Clerk
WAS-026176,ITEM-098,LOC-005,2025-10-20,23:39:00,6,6.8,40.8,CUSTOMER_SEND_BACK,HIGH_WASTAGE,Sous Chef
WAS-026177,ITEM-085,LOC-008,2025-09-26,23:26:00,7,9.8,68.6,EXPIRED_SHELF_LIFE,STANDARD,Sous Chef
WAS-026178,ITEM-029,LOC-011,2025-05-06,23:41:00,6,14.5,87.0,EXPIRED_SHELF_LIFE,PROFITABLE_LOW_SELLING,Line Supervisor
WAS-026179,ITEM-072,LOC-008,2025-05-24,22:03:00,10,17.5,175.0,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Sous Chef
WAS-026180,ITEM-089,LOC-006,2025-10-19,15:26:00,3,5.8,17.4,OVERPRODUCTION_UNSOLD,STANDARD,Sous Chef
WAS-026181,ITEM-075,LOC-004,2025-07-17,15:03:00,3,16.5,49.5,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Line Supervisor
WAS-026182,ITEM-074,LOC-020,2025-04-27,23:35:00,2,12.0,24.0,OVERCOOKED_OR_BURNT,HIGH_WASTAGE,Line Supervisor
WAS-026183,ITEM-088,LOC-003,2025-08-30,15:30:00,3,3.2,9.6,OVERPRODUCTION_UNSOLD,PRICE_SENSITIVE,Kitchen Manager
WAS-026184,ITEM-006,LOC-012,2025-08-14,14:54:00,2,10.2,20.4,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Sous Chef
WAS-026185,ITEM-086,LOC-011,2025-03-17,22:14:00,3,10.2,30.6,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Kitchen Manager
WAS-026186,ITEM-043,LOC-005,2025-11-06,14:53:00,4,8.5,34.0,CUSTOMER_SEND_BACK,HIGH_WASTAGE,Line Supervisor
WAS-026187,ITEM-072,LOC-008,2025-04-25,14:25:00,2,17.5,35.0,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Sous Chef
WAS-026188,ITEM-039,LOC-011,2025-10-27,23:14:00,9,11.2,100.8,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Kitchen Manager
WAS-026189,ITEM-110,LOC-011,2025-06-15,23:50:00,7,5.8,40.6,EQUIPMENT_COOLER_FAILURE,HIGH_WASTAGE,Kitchen Manager
WAS-026190,ITEM-067,LOC-020,2025-06-13,22:05:00,6,16.0,96.0,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Sous Chef
WAS-026191,ITEM-078,LOC-003,2025-11-16,15:07:00,4,7.8,31.2,PREPARATION_ERROR,HIGH_WASTAGE,Kitchen Manager
WAS-026192,ITEM-099,LOC-011,2025-12-29,23:06:00,2,5.2,10.4,PREPARATION_ERROR,STANDARD,Sous Chef
WAS-026193,ITEM-119,LOC-006,2025-01-24,15:02:00,6,3.2,19.2,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Inventory Clerk
WAS-026194,ITEM-086,LOC-006,2025-03-09,23:03:00,5,10.2,51.0,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Kitchen Manager
WAS-026195,ITEM-023,LOC-018,2025-12-11,23:31:00,2,8.2,16.4,OVERPRODUCTION_UNSOLD,STANDARD,Inventory Clerk
WAS-026196,ITEM-113,LOC-005,2025-08-21,23:38:00,1,5.5,5.5,OVERPRODUCTION_UNSOLD,PROFITABLE_LOW_SELLING,Line Supervisor
WAS-026197,ITEM-075,LOC-005,2025-09-24,22:49:00,3,16.5,49.5,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Sous Chef
WAS-026198,ITEM-074,LOC-019,2025-10-29,15:16:00,10,12.0,120.0,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Sous Chef
WAS-026199,ITEM-140,LOC-005,2025-01-03,22:17:00,1,1.25,1.25,PREPARATION_ERROR,STANDARD,Inventory Clerk
WAS-026200,ITEM-039,LOC-001,2025-11-06,15:43:00,10,11.2,112.0,PREPARATION_ERROR,HIGH_WASTAGE,Kitchen Manager
WAS-026201,ITEM-039,LOC-001,2025-04-30,14:05:00,6,11.2,67.2,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Kitchen Manager
WAS-026202,ITEM-069,LOC-007,2025-01-11,23:39:00,12,14.8,177.6,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Line Supervisor
WAS-026203,ITEM-092,LOC-009,2025-03-06,14:40:00,1,7.2,7.2,OVERPRODUCTION_UNSOLD,STANDARD,Inventory Clerk
WAS-026204,ITEM-065,LOC-016,2025-10-24,22:14:00,7,15.0,105.0,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Line Supervisor
WAS-026205,ITEM-075,LOC-009,2025-04-15,22:44:00,9,16.5,148.5,PREPARATION_ERROR,HIGH_WASTAGE,Inventory Clerk
WAS-026206,ITEM-066,LOC-012,2025-07-06,22:04:00,8,16.8,134.4,CUSTOMER_SEND_BACK,HIGH_WASTAGE,Sous Chef
WAS-026207,ITEM-075,LOC-011,2025-08-29,23:03:00,11,16.5,181.5,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Kitchen Manager
WAS-026208,ITEM-110,LOC-012,2025-10-09,14:14:00,5,5.8,29.0,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Sous Chef
WAS-026209,ITEM-027,LOC-010,2025-02-23,14:31:00,3,8.7,26.1,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Kitchen Manager
WAS-026210,ITEM-082,LOC-009,2025-05-22,15:18:00,5,7.5,37.5,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Inventory Clerk
WAS-026211,ITEM-098,LOC-013,2025-06-24,23:44:00,4,6.8,27.2,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Kitchen Manager
WAS-026212,ITEM-065,LOC-012,2025-04-16,15:59:00,4,15.0,60.0,OVERCOOKED_OR_BURNT,HIGH_WASTAGE,Line Supervisor
WAS-026213,ITEM-049,LOC-009,2025-05-20,15:52:00,4,19.5,78.0,PREPARATION_ERROR,STANDARD,Line Supervisor
WAS-026214,ITEM-005,LOC-019,2025-09-01,22:05:00,10,11.5,115.0,OVERCOOKED_OR_BURNT,HIGH_WASTAGE,Line Supervisor
WAS-026215,ITEM-100,LOC-004,2025-08-09,23:59:00,11,5.0,55.0,EXPIRED_SHELF_LIFE,STANDARD,Sous Chef
WAS-026216,ITEM-050,LOC-001,2025-02-28,14:09:00,3,14.5,43.5,OVERCOOKED_OR_BURNT,STANDARD,Line Supervisor
WAS-026217,ITEM-059,LOC-013,2025-06-09,14:16:00,1,13.5,13.5,CUSTOMER_SEND_BACK,STANDARD,Inventory Clerk
WAS-026218,ITEM-053,LOC-002,2025-09-23,23:55:00,4,13.8,55.2,CUSTOMER_SEND_BACK,STANDARD,Sous Chef
WAS-026219,ITEM-068,LOC-008,2025-12-24,15:43:00,7,14.5,101.5,EXPIRED_SHELF_LIFE,POPULAR_LOW_MARGIN,Inventory Clerk
WAS-026220,ITEM-083,LOC-012,2025-03-24,23:27:00,4,4.8,19.2,OVERPRODUCTION_UNSOLD,PRICE_SENSITIVE,Inventory Clerk
WAS-026221,ITEM-098,LOC-013,2025-11-07,23:40:00,3,6.8,20.4,PREPARATION_ERROR,HIGH_WASTAGE,Kitchen Manager
WAS-026222,ITEM-062,LOC-013,2025-11-25,23:54:00,4,16.0,64.0,PREPARATION_ERROR,HIGH_WASTAGE,Inventory Clerk
WAS-026223,ITEM-078,LOC-001,2025-03-30,14:05:00,7,7.8,54.6,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Kitchen Manager
WAS-026224,ITEM-086,LOC-008,2025-01-19,15:49:00,9,10.2,91.8,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Line Supervisor
WAS-026225,ITEM-045,LOC-005,2025-02-08,15:20:00,10,12.0,120.0,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Kitchen Manager
WAS-026226,ITEM-011,LOC-019,2025-05-17,23:48:00,8,9.8,78.4,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Kitchen Manager
WAS-026227,ITEM-119,LOC-020,2025-12-13,14:15:00,3,3.2,9.6,PREPARATION_ERROR,HIGH_WASTAGE,Inventory Clerk
WAS-026228,ITEM-082,LOC-017,2025-08-30,22:59:00,9,7.5,67.5,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Inventory Clerk
WAS-026229,ITEM-078,LOC-019,2025-12-09,23:42:00,7,7.8,54.6,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Line Supervisor
WAS-026230,ITEM-007,LOC-002,2025-11-29,23:30:00,3,7.5,22.5,OVERPRODUCTION_UNSOLD,STANDARD,Sous Chef
WAS-026231,ITEM-109,LOC-012,2025-05-16,22:11:00,10,2.8,28.0,EQUIPMENT_COOLER_FAILURE,STANDARD,Sous Chef
WAS-026232,ITEM-072,LOC-001,2025-05-21,23:27:00,3,17.5,52.5,PREPARATION_ERROR,HIGH_WASTAGE,Inventory Clerk
WAS-026233,ITEM-111,LOC-012,2025-07-24,22:52:00,6,3.2,19.2,EXPIRED_SHELF_LIFE,STANDARD,Kitchen Manager
WAS-026234,ITEM-148,LOC-019,2025-11-07,14:38:00,9,4.1,36.9,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Kitchen Manager
WAS-026235,ITEM-146,LOC-012,2025-07-28,22:21:00,8,3.4,27.2,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Inventory Clerk
WAS-026236,ITEM-113,LOC-001,2025-11-21,14:58:00,2,5.5,11.0,EXPIRED_SHELF_LIFE,PROFITABLE_LOW_SELLING,Sous Chef
WAS-026237,ITEM-005,LOC-003,2025-09-29,23:09:00,6,11.5,69.0,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Line Supervisor
WAS-026238,ITEM-119,LOC-001,2025-09-13,23:24:00,12,3.2,38.4,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Kitchen Manager
WAS-026239,ITEM-011,LOC-001,2025-02-12,14:04:00,7,9.8,68.6,PREPARATION_ERROR,HIGH_WASTAGE,Line Supervisor
WAS-026240,ITEM-112,LOC-009,2025-12-04,15:20:00,9,3.1,27.9,EXPIRED_SHELF_LIFE,STANDARD,Line Supervisor
WAS-026241,ITEM-043,LOC-001,2025-02-28,23:51:00,10,8.5,85.0,PREPARATION_ERROR,HIGH_WASTAGE,Inventory Clerk
WAS-026242,ITEM-075,LOC-012,2025-03-14,14:58:00,8,16.5,132.0,OVERCOOKED_OR_BURNT,HIGH_WASTAGE,Sous Chef
WAS-026243,ITEM-006,LOC-005,2025-06-12,22:14:00,8,10.2,81.6,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Kitchen Manager
WAS-026244,ITEM-098,LOC-015,2025-12-21,14:56:00,6,6.8,40.8,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Kitchen Manager
WAS-026245,ITEM-016,LOC-015,2025-04-27,15:14:00,1,10.8,10.8,OVERCOOKED_OR_BURNT,POPULAR_LOW_MARGIN,Inventory Clerk
WAS-026246,ITEM-064,LOC-015,2025-05-27,23:13:00,8,23.5,188.0,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Inventory Clerk
WAS-026247,ITEM-109,LOC-017,2025-09-26,22:05:00,1,2.8,2.8,OVERPRODUCTION_UNSOLD,STANDARD,Inventory Clerk
WAS-026248,ITEM-082,LOC-009,2025-08-05,15:54:00,3,7.5,22.5,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Inventory Clerk
WAS-026249,ITEM-003,LOC-014,2025-03-10,22:21:00,6,7.1,42.6,EXPIRED_SHELF_LIFE,POPULAR_LOW_MARGIN,Sous Chef
WAS-026250,ITEM-064,LOC-018,2025-03-22,23:16:00,5,23.5,117.5,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Inventory Clerk
WAS-026251,ITEM-006,LOC-016,2025-06-11,22:05:00,11,10.2,112.2,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Sous Chef
WAS-026252,ITEM-081,LOC-009,2025-08-03,23:04:00,6,6.2,37.2,EXPIRED_SHELF_LIFE,STANDARD,Sous Chef
WAS-026253,ITEM-146,LOC-015,2025-11-19,22:38:00,7,3.4,23.8,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Line Supervisor
WAS-026254,ITEM-078,LOC-020,2025-09-23,15:58:00,8,7.8,62.4,PREPARATION_ERROR,HIGH_WASTAGE,Sous Chef
WAS-026255,ITEM-035,LOC-015,2025-06-09,15:53:00,3,11.5,34.5,EXPIRED_SHELF_LIFE,PROFITABLE_LOW_SELLING,Kitchen Manager
WAS-026256,ITEM-058,LOC-009,2025-09-11,15:54:00,3,14.0,42.0,OVERPRODUCTION_UNSOLD,STANDARD,Line Supervisor
WAS-026257,ITEM-148,LOC-002,2025-08-13,14:12:00,8,4.1,32.8,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Line Supervisor
WAS-026258,ITEM-035,LOC-011,2025-11-23,15:30:00,3,11.5,34.5,EXPIRED_SHELF_LIFE,PROFITABLE_LOW_SELLING,Sous Chef
WAS-026259,ITEM-072,LOC-003,2025-05-21,14:32:00,5,17.5,87.5,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Line Supervisor
WAS-026260,ITEM-064,LOC-010,2025-09-24,23:01:00,12,23.5,282.0,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Inventory Clerk
WAS-026261,ITEM-098,LOC-009,2025-01-15,22:41:00,3,6.8,20.4,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Kitchen Manager
WAS-026262,ITEM-117,LOC-016,2025-12-05,22:19:00,6,4.2,25.2,EXPIRED_SHELF_LIFE,STANDARD,Inventory Clerk
WAS-026263,ITEM-054,LOC-010,2025-09-21,15:37:00,3,23.0,69.0,OVERPRODUCTION_UNSOLD,STANDARD,Kitchen Manager
WAS-026264,ITEM-078,LOC-008,2025-09-09,15:47:00,2,7.8,15.6,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Kitchen Manager
WAS-026265,ITEM-071,LOC-004,2025-02-18,14:16:00,10,9.5,95.0,EQUIPMENT_COOLER_FAILURE,HIGH_WASTAGE,Kitchen Manager
WAS-026266,ITEM-043,LOC-008,2025-03-07,23:17:00,11,8.5,93.5,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Inventory Clerk
WAS-026267,ITEM-043,LOC-015,2025-04-12,22:11:00,8,8.5,68.0,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Line Supervisor
WAS-026268,ITEM-071,LOC-010,2025-12-19,22:04:00,11,9.5,104.5,CUSTOMER_SEND_BACK,HIGH_WASTAGE,Sous Chef
WAS-026269,ITEM-024,LOC-012,2025-12-05,22:49:00,4,5.8,23.2,OVERPRODUCTION_UNSOLD,STANDARD,Line Supervisor
WAS-026270,ITEM-105,LOC-015,2025-10-07,14:29:00,2,8.5,17.0,OVERPRODUCTION_UNSOLD,PROFITABLE_LOW_SELLING,Kitchen Manager
WAS-026271,ITEM-009,LOC-001,2025-12-08,14:28:00,6,7.8,46.8,EXPIRED_SHELF_LIFE,STANDARD,Line Supervisor
WAS-026272,ITEM-011,LOC-008,2025-04-03,14:48:00,9,9.8,88.2,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Line Supervisor
WAS-026273,ITEM-055,LOC-020,2025-02-03,22:37:00,4,13.2,52.8,OVERPRODUCTION_UNSOLD,PRICE_SENSITIVE,Inventory Clerk
WAS-026274,ITEM-018,LOC-015,2025-03-02,23:10:00,6,11.5,69.0,EXPIRED_SHELF_LIFE,PROFITABLE_LOW_SELLING,Sous Chef
WAS-026275,ITEM-067,LOC-015,2025-04-27,23:05:00,8,16.0,128.0,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Kitchen Manager
WAS-026276,ITEM-064,LOC-011,2025-09-17,23:04:00,9,23.5,211.5,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Line Supervisor
WAS-026277,ITEM-086,LOC-016,2025-06-05,14:57:00,9,10.2,91.8,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Sous Chef
WAS-026278,ITEM-146,LOC-010,2025-09-13,22:41:00,9,3.4,30.6,OVERCOOKED_OR_BURNT,HIGH_WASTAGE,Kitchen Manager
