order_date,item_name,actual_demand,predicted_demand,forecast_error,granularity
2025-12-16,Creamy Fettuccine Alfredo,52.0,42.61,9.39,Menu Items
2025-12-16,Crispy Buttermilk Chicken Sandwich,56.0,44.75,11.25,Menu Items
2025-12-16,Crispy Calamari Fritti,28.0,28.91,-0.91,Menu Items
2025-12-16,Crispy Cauliflower Buffalo Bites,31.0,29.34,1.66,Menu Items
2025-12-16,Crispy Falafel Mezze Platter,19.0,25.07,-6.07,Menu Items
2025-12-16,Crispy Parmesan Truffle Fries,56.0,47.18,8.82,Menu Items
2025-12-16,Crispy Skin Mediterranean Branzino,17.0,12.39,4.61,Menu Items
2025-12-16,Cubano Roast Pork Sandwich,18.0,18.62,-0.62,Menu Items
2025-12-16,Dark Chocolate Souffle Grand Marnier,10.0,4.98,5.02,Menu Items
2025-12-16,DineIQ House Draft Lager (Pint),41.0,48.18,-7.18,Menu Items
2025-12-16,DineIQ House Drip Roast Coffee,60.0,53.08,6.92,Menu Items
2025-12-16,DineIQ Signature Caesar Salad,42.0,42.45,-0.45,Menu Items
2025-12-16,DineIQ Smash Double Cheeseburger,48.0,48.14,-0.14,Menu Items
2025-12-16,Double Espresso Single Origin,44.0,45.13,-1.13,Menu Items
2025-12-16,Double Pepperoni Hot Honey Pizza,41.0,47.81,-6.81,Menu Items
2025-12-16,Dry-Aged Bone-in NY Strip (16oz),10.0,11.88,-1.88,Menu Items
2025-12-16,Dry-Aged Tomahawk Ribeye (36oz),1.0,3.09,-2.09,Menu Items
2025-12-16,Elderflower French 75 Champagne,18.0,29.27,-11.27,Menu Items
2025-12-16,Espresso Martini Vanilla Foam,38.0,34.73,3.27,Menu Items
2025-12-16,Fresh Squeezed Orange Juice,31.0,32.31,-1.31,Menu Items
2025-12-16,Fresh Wild Berry Pavlova,9.0,14.22,-5.22,Menu Items
2025-12-16,Fried Softshell Crab Basket,13.0,10.54,2.46,Menu Items
2025-12-16,Garlic Butter Tiger Prawns Skewer,18.0,21.86,-3.86,Menu Items
2025-12-16,Garlic Herb Breadsticks,32.0,43.55,-11.55,Menu Items
2025-12-16,Golden Mozzarella Sticks,47.0,41.83,5.17,Menu Items
2025-12-16,Golden Turmeric Lentil Soup Bowl,21.0,29.3,-8.3,Menu Items
2025-12-16,Green Goddess Farro Bowl,14.0,18.05,-4.05,Menu Items
2025-12-16,Grilled Halloumi Flatbread,20.0,15.06,4.94,Menu Items
2025-12-16,Grilled Yellowfin Ahi Tuna Steak,13.0,12.68,0.32,Menu Items
2025-12-16,Handcrafted Lobster Ravioli,20.0,15.76,4.24,Menu Items
2025-12-16,Heirloom Tomato Bruschetta,25.0,30.41,-5.41,Menu Items
2025-12-16,Hibiscus Berry Botanical Fizz (Mocktail),20.0,27.61,-7.61,Menu Items
2025-12-16,Jackfruit Smoky Carnitas Tacos,30.0,23.48,6.52,Menu Items
2025-12-16,Jumbo Lump Crab Cakes (2pcs),5.0,13.78,-8.78,Menu Items
2025-12-16,Kale Tahini Caesar Roasted Chickpeas,23.0,23.04,-0.04,Menu Items
2025-12-16,Key Lime Tart Graham Crust,31.0,21.92,9.08,Menu Items
2025-12-16,Korean Gochujang Crispy Tofu,17.0,19.92,-2.92,Menu Items
2025-12-16,Lasagna Bolognese Al Forno,28.0,27.2,0.8,Menu Items
2025-12-16,Lentil Shepherd's Pie Sweet Potato,9.0,14.72,-5.72,Menu Items
2025-12-16,Linguine alle Vongole (Clams),18.0,12.99,5.01,Menu Items
2025-12-16,Loaded Queso Nachos,36.0,33.87,2.13,Menu Items
2025-12-16,Margherita Sourdough Pizza,59.0,47.85,11.15,Menu Items
2025-12-16,Matcha Green Tea Crepe Cake,9.0,15.15,-6.15,Menu Items
2025-12-16,Mediterranean Quinoa Crunch Bowl,24.0,30.21,-6.21,Menu Items
2025-12-16,Molten Chocolate Lava Cake,39.0,40.68,-1.68,Menu Items
2025-12-16,Mushroom & Walnut Bolognese,12.0,20.18,-8.18,Menu Items
2025-12-16,New York Style Cheesecake,35.0,43.12,-8.12,Menu Items
2025-12-16,Nitro Cold Brew Sweet Cream,45.0,43.6,1.4,Menu Items
2025-12-16,Organic Earl Grey Loose Leaf Tea,19.0,28.62,-9.62,Menu Items
2025-12-16,Pacific Black Cod Miso Glaze,6.0,8.81,-2.81,Menu Items
2025-12-16,Pan-Roasted Duck Breast Plum Glaze,17.0,9.83,7.17,Menu Items
2025-12-16,Pan-Seared Chilean Sea Bass,6.0,9.97,-3.97,Menu Items
2025-12-16,Pecan Pie Bourbon Whipped Cream,15.0,17.69,-2.69,Menu Items
2025-12-16,Pepper-Crusted Bison Tenderloin,4.0,2.98,1.02,Menu Items
2025-12-16,Philly Ribeye Cheesesteak,29.0,26.54,2.46,Menu Items
2025-12-16,Portobello Mushroom Swiss Burger,17.0,16.89,0.11,Menu Items
2025-12-16,Prime Wagyu Truffle Burger,14.0,11.21,2.79,Menu Items
2025-12-16,Prosciutto e Rucola Pizza,14.0,22.03,-8.03,Menu Items
2025-12-16,Quattro Formaggi Bianca,48.0,30.35,17.65,Menu Items
2025-12-16,Rare Blue Mountain Jamaican Pour-Over,3.0,3.31,-0.31,Menu Items
2025-12-16,Rare Japanese Whisky Flight (3-pour),0.0,3.12,-3.12,Menu Items
2025-12-16,Red Sangria Pitcher (House Wine),21.0,23.78,-2.78,Menu Items
2025-12-16,Reserve Osetra Caviar Blinis,1.0,2.92,-1.92,Menu Items
2025-12-16,Roasted Beet & Goat Cheese Bowl,26.0,22.11,3.89,Menu Items
2025-12-16,Roasted Eggplant Harissa Shakshuka,13.0,17.47,-4.47,Menu Items
2025-12-16,Roasted Veal Chop Chanterelles,1.0,3.35,-2.35,Menu Items
2025-12-16,Salted Caramel Creme Brulee,24.0,31.09,-7.09,Menu Items
2025-12-16,Seafood Bouillabaisse Saffron Rouille,6.0,8.4,-2.4,Menu Items
2025-12-16,Seafood Paella Valenciana,12.0,17.03,-5.03,Menu Items
2025-12-16,Seared Diver Scallops Sweet Corn,13.0,10.62,2.38,Menu Items
2025-12-16,Sesame Ahi Tuna Poke Bowl,26.0,28.93,-2.93,Menu Items
2025-12-16,Signature Smoked Old Fashioned,27.0,33.55,-6.55,Menu Items
2025-12-16,Simple Garden House Salad,26.0,33.92,-7.92,Menu Items
2025-12-16,Slow-Braised Beef Short Ribs,20.0,25.36,-5.36,Menu Items
2025-12-16,Slow-Braised Wild Boar Pappardelle,23.0,18.22,4.78,Menu Items
2025-12-16,Smoked Bone-in Kurobuta Pork Chop,13.0,14.84,-1.84,Menu Items
2025-12-16,Smoked Brisket Panini,18.0,19.92,-1.92,Menu Items
2025-12-16,Smoked Duck Croquettes,17.0,19.69,-2.69,Menu Items
2025-12-16,Smoked Rosemary Paloma Tequila,16.0,28.98,-12.98,Menu Items
2025-12-16,Soft-Shell Crab Sliders,15.0,8.23,6.77,Menu Items
2025-12-16,Southwest Chipotle Chicken Bowl,36.0,33.17,2.83,Menu Items
2025-12-16,Spaghetti All'Amatriciana,29.0,33.77,-4.77,Menu Items
2025-12-16,Spanakopita Herb Triangles,27.0,17.07,9.93,Menu Items
2025-12-16,Sparkling San Pellegrino (750ml),27.0,28.73,-1.73,Menu Items
2025-12-16,Spiced Masala Chai Latte,27.0,27.99,-0.99,Menu Items
2025-12-16,Spicy Diavola Pizza,24.0,31.66,-7.66,Menu Items
2025-12-16,Spicy Nashville Hot Chicken Bun,26.0,34.89,-8.89,Menu Items
2025-12-16,Spicy Passionfruit Mezcalita,29.0,30.22,-1.22,Menu Items
2025-12-16,Spicy Tofu Peanut Noodle Bowl,43.0,24.97,18.03,Menu Items
2025-12-16,Spicy Tuna Crispy Rice,27.0,21.63,5.37,Menu Items
2025-12-16,Steak Frites Garlic Herb Butter,36.0,35.9,0.1,Menu Items
2025-12-16,Steakhouse Flat Iron Chimichurri,24.0,26.86,-2.86,Menu Items
2025-12-16,Steamed Blue Mussels White Wine,12.0,18.71,-6.71,Menu Items
2025-12-16,Strawberry Basil Smash Lemonade (Mocktail),30.0,27.98,2.02,Menu Items
2025-12-16,Strawberry Gorgonzola Pecan Salad,21.0,20.8,0.2,Menu Items
2025-12-16,Thai Coconut Green Curry Tofu,13.0,22.34,-9.34,Menu Items
2025-12-16,Thai Crunch Peanut Chicken Salad,18.0,25.41,-7.41,Menu Items
2025-12-16,Traditional Italian Tiramisu,34.0,34.14,-0.14,Menu Items
2025-12-16,Truffle Lobster Roll,8.0,5.71,2.29,Menu Items
2025-12-16,Truffle Whipped Burrata,29.0,26.82,2.18,Menu Items
2025-12-16,Truffle Wild Mushroom Risotto,29.0,21.08,7.92,Menu Items
2025-12-16,Truffled Wild Mushroom Gnocchi,28.0,21.51,6.49,Menu Items
2025-12-16,USDA Prime Center-Cut Filet Mignon (8oz),25.0,19.93,5.07,Menu Items
2025-12-16,Vanilla Bean Oat Milk Latte,41.0,47.09,-6.09,Menu Items
2025-12-16,Vintage Champagne Berry Float,3.0,3.77,-0.77,Menu Items
2025-12-16,Warm Apple Cinnamon Crisp,31.0,25.62,5.38,Menu Items
2025-12-16,Warm Churros with Spiced Dulce,24.0,31.58,-7.58,Menu Items
2025-12-16,Warm Roasted Butternut Squash Bowl,10.0,12.2,-2.2,Menu Items
2025-12-16,Whole Grilled Red Snapper Mojo,6.0,5.44,0.56,Menu Items
2025-12-16,Wild Alaskan Salmon Tartare,6.0,10.27,-4.27,Menu Items
2025-12-16,Wild King Salmon Lemon Herb,23.0,25.66,-2.66,Menu Items
2025-12-16,Wild Rice & Avocado Harvest Bowl,15.0,22.51,-7.51,Menu Items
2025-12-16,Yuzu Lavender Gin Tonic,25.0,29.51,-4.51,Menu Items
2025-12-16,Zero-Proof Cucumber Mint Cooler,31.0,29.43,1.57,Menu Items
2025-12-17,A5 Miyazaki Japanese Wagyu (4oz),1.0,2.54,-1.54,Menu Items
2025-12-17,Acai Berry Superfood Smoothie,13.0,20.28,-7.28,Menu Items
2025-12-17,Affogato al Caffe Espresso Scoop,39.0,30.96,8.04,Menu Items
2025-12-17,Aperol Spritz Prosecco Orange,37.0,34.42,2.58,Menu Items
2025-12-17,Artisanal Kombucha Peach Ginger,16.0,20.68,-4.68,Menu Items
2025-12-17,Artisanal Macaron Assortment (6pcs),10.0,20.24,-10.24,Menu Items
2025-12-17,Artisanal Vegan Charcuterie Board,7.0,6.58,0.42,Menu Items
2025-12-17,Avocado Supergreen Toast Sourdough,40.0,30.44,9.56,Menu Items
2025-12-17,BBQ Glazed St. Louis Ribs (Full),18.0,21.98,-3.98,Menu Items
2025-12-17,BBQ Pulled Pork Brioche,24.0,29.37,-5.37,Menu Items
2025-12-17,Bacon Wrapped Stuffed Dates,13.0,20.07,-7.07,Menu Items
2025-12-17,Belgian Hot Chocolate Marshmallows,17.0,23.18,-6.18,Menu Items
2025-12-17,Beyond Meat Gourmet Burger,29.0,30.42,-1.42,Menu Items
2025-12-17,Bistro Hanger Steak Shallot Jus,17.0,19.4,-2.4,Menu Items
2025-12-17,Black Angus Bacon Cheddar,29.0,35.34,-6.34,Menu Items
2025-12-17,Black Truffle Infused Manhattan,2.0,4.4,-2.4,Menu Items
2025-12-17,Black Truffle Tagliolini Caviar,11.0,4.67,6.33,Menu Items
2025-12-17,Blackened Salmon Cobb Salad,22.0,25.45,-3.45,Menu Items
2025-12-17,Burrata Caprese Heirloom Salad,15.0,20.18,-5.18,Menu Items
2025-12-17,Burrata Caprese Pizza,22.0,21.19,0.81,Menu Items
2025-12-17,Butter Poached Maine Lobster Tail,8.0,6.19,1.81,Menu Items
2025-12-17,Calabrian Sausage Rigatoni,32.0,29.68,2.32,Menu Items
2025-12-17,California Turkey Avocado Club,35.0,20.56,14.44,Menu Items
2025-12-17,Caramel Macchiato Sea Salt,36.0,42.94,-6.94,Menu Items
2025-12-17,Ceremonial Iced Matcha Latte,33.0,31.69,1.31,Menu Items
2025-12-17,Chipotle Fish Tacos (3pcs),23.0,19.11,3.89,Menu Items
2025-12-17,Classic BLT Sourdough,20.0,29.39,-9.39,Menu Items
2025-12-17,Classic Buffalo Chicken Wings,51.0,46.86,4.14,Menu Items
2025-12-17,Classic Fish & Chips Tartar,46.0,41.59,4.41,Menu Items
2025-12-17,Classic Greek Village Salad,30.0,29.73,0.27,Menu Items
2025-12-17,Classic Madagascar Vanilla Bean Gelato,40.0,42.12,-2.12,Menu Items
2025-12-17,Classic Moscow Mule Copper Mug,21.0,33.4,-12.4,Menu Items
2025-12-17,Coffee-Crusted Prime Ribeye (14oz),10.0,14.66,-4.66,Menu Items
2025-12-17,Cold Pressed Green Detox Juice,26.0,15.76,10.24,Menu Items
2025-12-17,Colorado Rosemary Lamb Chops,6.0,11.91,-5.91,Menu Items
2025-12-17,Creamy Cashew Alfredo Tagliatelle,17.0,19.44,-2.44,Menu Items
2025-12-17,Creamy Fettuccine Alfredo,26.0,42.73,-16.73,Menu Items
2025-12-17,Crispy Buttermilk Chicken Sandwich,41.0,45.4,-4.4,Menu Items
2025-12-17,Crispy Calamari Fritti,37.0,29.05,7.95,Menu Items
2025-12-17,Crispy Cauliflower Buffalo Bites,28.0,29.72,-1.72,Menu Items
2025-12-17,Crispy Falafel Mezze Platter,19.0,25.15,-6.15,Menu Items
2025-12-17,Crispy Parmesan Truffle Fries,40.0,49.55,-9.55,Menu Items
2025-12-17,Crispy Skin Mediterranean Branzino,5.0,12.39,-7.39,Menu Items
2025-12-17,Cubano Roast Pork Sandwich,10.0,18.11,-8.11,Menu Items
2025-12-17,Dark Chocolate Souffle Grand Marnier,5.0,4.98,0.02,Menu Items
2025-12-17,DineIQ House Draft Lager (Pint),48.0,47.91,0.09,Menu Items
2025-12-17,DineIQ House Drip Roast Coffee,85.0,53.49,31.51,Menu Items
2025-12-17,DineIQ Signature Caesar Salad,30.0,42.33,-12.33,Menu Items
2025-12-17,DineIQ Smash Double Cheeseburger,60.0,49.29,10.71,Menu Items
2025-12-17,Double Espresso Single Origin,42.0,45.76,-3.76,Menu Items
2025-12-17,Double Pepperoni Hot Honey Pizza,50.0,48.49,1.51,Menu Items
2025-12-17,Dry-Aged Bone-in NY Strip (16oz),19.0,11.88,7.12,Menu Items
2025-12-17,Dry-Aged Tomahawk Ribeye (36oz),1.0,3.09,-2.09,Menu Items
2025-12-17,Elderflower French 75 Champagne,23.0,29.51,-6.51,Menu Items
2025-12-17,Espresso Martini Vanilla Foam,41.0,35.41,5.59,Menu Items
2025-12-17,Fresh Squeezed Orange Juice,37.0,32.51,4.49,Menu Items
2025-12-17,Fresh Wild Berry Pavlova,24.0,14.22,9.78,Menu Items
2025-12-17,Fried Softshell Crab Basket,6.0,10.54,-4.54,Menu Items
2025-12-17,Garlic Butter Tiger Prawns Skewer,17.0,21.86,-4.86,Menu Items
2025-12-17,Garlic Herb Breadsticks,54.0,43.15,10.85,Menu Items
2025-12-17,Golden Mozzarella Sticks,31.0,42.4,-11.4,Menu Items
2025-12-17,Golden Turmeric Lentil Soup Bowl,26.0,28.99,-2.99,Menu Items
2025-12-17,Green Goddess Farro Bowl,16.0,18.05,-2.05,Menu Items
2025-12-17,Grilled Halloumi Flatbread,10.0,15.06,-5.06,Menu Items
2025-12-17,Grilled Yellowfin Ahi Tuna Steak,13.0,12.68,0.32,Menu Items
2025-12-17,Handcrafted Lobster Ravioli,11.0,15.76,-4.76,Menu Items
2025-12-17,Heirloom Tomato Bruschetta,19.0,30.51,-11.51,Menu Items
2025-12-17,Hibiscus Berry Botanical Fizz (Mocktail),18.0,27.68,-9.68,Menu Items
2025-12-17,Jackfruit Smoky Carnitas Tacos,24.0,23.46,0.54,Menu Items
2025-12-17,Jumbo Lump Crab Cakes (2pcs),17.0,13.78,3.22,Menu Items
2025-12-17,Kale Tahini Caesar Roasted Chickpeas,14.0,23.04,-9.04,Menu Items
2025-12-17,Key Lime Tart Graham Crust,16.0,21.57,-5.57,Menu Items
2025-12-17,Korean Gochujang Crispy Tofu,10.0,19.56,-9.56,Menu Items
2025-12-17,Lasagna Bolognese Al Forno,27.0,27.44,-0.44,Menu Items
2025-12-17,Lentil Shepherd's Pie Sweet Potato,16.0,14.72,1.28,Menu Items
2025-12-17,Linguine alle Vongole (Clams),22.0,12.99,9.01,Menu Items
2025-12-17,Loaded Queso Nachos,29.0,33.84,-4.84,Menu Items
2025-12-17,Margherita Sourdough Pizza,41.0,47.91,-6.91,Menu Items
2025-12-17,Matcha Green Tea Crepe Cake,17.0,15.15,1.85,Menu Items
2025-12-17,Mediterranean Quinoa Crunch Bowl,17.0,30.18,-13.18,Menu Items
2025-12-17,Molten Chocolate Lava Cake,64.0,41.6,22.4,Menu Items
2025-12-17,Mushroom & Walnut Bolognese,30.0,20.18,9.82,Menu Items
2025-12-17,New York Style Cheesecake,39.0,43.75,-4.75,Menu Items
2025-12-17,Nitro Cold Brew Sweet Cream,38.0,44.49,-6.49,Menu Items
2025-12-17,Organic Earl Grey Loose Leaf Tea,32.0,28.43,3.57,Menu Items
2025-12-17,Pacific Black Cod Miso Glaze,7.0,8.81,-1.81,Menu Items
2025-12-17,Pan-Roasted Duck Breast Plum Glaze,9.0,9.71,-0.71,Menu Items
2025-12-17,Pan-Seared Chilean Sea Bass,3.0,9.85,-6.85,Menu Items
2025-12-17,Pecan Pie Bourbon Whipped Cream,7.0,17.69,-10.69,Menu Items
2025-12-17,Pepper-Crusted Bison Tenderloin,2.0,2.98,-0.98,Menu Items
2025-12-17,Philly Ribeye Cheesesteak,16.0,26.27,-10.27,Menu Items
2025-12-17,Portobello Mushroom Swiss Burger,11.0,16.89,-5.89,Menu Items
2025-12-17,Prime Wagyu Truffle Burger,14.0,11.21,2.79,Menu Items
2025-12-17,Prosciutto e Rucola Pizza,9.0,22.03,-13.03,Menu Items
2025-12-17,Quattro Formaggi Bianca,33.0,30.74,2.26,Menu Items
2025-12-17,Rare Blue Mountain Jamaican Pour-Over,3.0,3.31,-0.31,Menu Items
2025-12-17,Rare Japanese Whisky Flight (3-pour),1.0,3.12,-2.12,Menu Items
2025-12-17,Red Sangria Pitcher (House Wine),26.0,23.78,2.22,Menu Items
2025-12-17,Reserve Osetra Caviar Blinis,5.0,2.92,2.08,Menu Items
2025-12-17,Roasted Beet & Goat Cheese Bowl,11.0,21.78,-10.78,Menu Items
2025-12-17,Roasted Eggplant Harissa Shakshuka,15.0,17.47,-2.47,Menu Items
2025-12-17,Roasted Veal Chop Chanterelles,5.0,3.35,1.65,Menu Items
2025-12-17,Salted Caramel Creme Brulee,35.0,31.2,3.8,Menu Items
2025-12-17,Seafood Bouillabaisse Saffron Rouille,4.0,8.4,-4.4,Menu Items
2025-12-17,Seafood Paella Valenciana,15.0,17.03,-2.03,Menu Items
2025-12-17,Seared Diver Scallops Sweet Corn,11.0,10.62,0.38,Menu Items
2025-12-17,Sesame Ahi Tuna Poke Bowl,27.0,28.37,-1.37,Menu Items
2025-12-17,Signature Smoked Old Fashioned,44.0,34.02,9.98,Menu Items
2025-12-17,Simple Garden House Salad,23.0,34.28,-11.28,Menu Items
2025-12-17,Slow-Braised Beef Short Ribs,15.0,25.16,-10.16,Menu Items
2025-12-17,Slow-Braised Wild Boar Pappardelle,16.0,18.22,-2.22,Menu Items
2025-12-17,Smoked Bone-in Kurobuta Pork Chop,9.0,14.84,-5.84,Menu Items
2025-12-17,Smoked Brisket Panini,18.0,19.92,-1.92,Menu Items
2025-12-17,Smoked Duck Croquettes,21.0,19.69,1.31,Menu Items
2025-12-17,Smoked Rosemary Paloma Tequila,21.0,28.57,-7.57,Menu Items
2025-12-17,Soft-Shell Crab Sliders,4.0,8.23,-4.23,Menu Items
2025-12-17,Southwest Chipotle Chicken Bowl,31.0,32.97,-1.97,Menu Items
2025-12-17,Spaghetti All'Amatriciana,32.0,33.62,-1.62,Menu Items
2025-12-17,Spanakopita Herb Triangles,22.0,17.07,4.93,Menu Items
2025-12-17,Sparkling San Pellegrino (750ml),20.0,28.29,-8.29,Menu Items
2025-12-17,Spiced Masala Chai Latte,20.0,28.39,-8.39,Menu Items
2025-12-17,Spicy Diavola Pizza,34.0,32.36,1.64,Menu Items
2025-12-17,Spicy Nashville Hot Chicken Bun,34.0,35.27,-1.27,Menu Items
2025-12-17,Spicy Passionfruit Mezcalita,32.0,30.27,1.73,Menu Items
2025-12-17,Spicy Tofu Peanut Noodle Bowl,25.0,25.06,-0.06,Menu Items
2025-12-17,Spicy Tuna Crispy Rice,21.0,21.63,-0.63,Menu Items
2025-12-17,Steak Frites Garlic Herb Butter,37.0,35.21,1.79,Menu Items
2025-12-17,Steakhouse Flat Iron Chimichurri,23.0,27.14,-4.14,Menu Items
2025-12-17,Steamed Blue Mussels White Wine,20.0,18.71,1.29,Menu Items
2025-12-17,Strawberry Basil Smash Lemonade (Mocktail),41.0,28.07,12.93,Menu Items
2025-12-17,Strawberry Gorgonzola Pecan Salad,17.0,20.8,-3.8,Menu Items
2025-12-17,Thai Coconut Green Curry Tofu,24.0,22.34,1.66,Menu Items
2025-12-17,Thai Crunch Peanut Chicken Salad,18.0,25.46,-7.46,Menu Items
2025-12-17,Traditional Italian Tiramisu,33.0,34.22,-1.22,Menu Items
2025-12-17,Truffle Lobster Roll,6.0,5.39,0.61,Menu Items
2025-12-17,Truffle Whipped Burrata,24.0,26.81,-2.81,Menu Items
2025-12-17,Truffle Wild Mushroom Risotto,27.0,21.08,5.92,Menu Items
2025-12-17,Truffled Wild Mushroom Gnocchi,26.0,21.51,4.49,Menu Items
2025-12-17,USDA Prime Center-Cut Filet Mignon (8oz),27.0,19.93,7.07,Menu Items
2025-12-17,Vanilla Bean Oat Milk Latte,39.0,46.93,-7.93,Menu Items
2025-12-17,Vintage Champagne Berry Float,4.0,3.77,0.23,Menu Items
2025-12-17,Warm Apple Cinnamon Crisp,17.0,25.81,-8.81,Menu Items
2025-12-17,Warm Churros with Spiced Dulce,42.0,31.55,10.45,Menu Items
2025-12-17,Warm Roasted Butternut Squash Bowl,9.0,12.2,-3.2,Menu Items
2025-12-17,Whole Grilled Red Snapper Mojo,4.0,5.76,-1.76,Menu Items
2025-12-17,Wild Alaskan Salmon Tartare,10.0,10.15,-0.15,Menu Items
2025-12-17,Wild King Salmon Lemon Herb,18.0,25.81,-7.81,Menu Items
2025-12-17,Wild Rice & Avocado Harvest Bowl,30.0,22.51,7.49,Menu Items
2025-12-17,Yuzu Lavender Gin Tonic,40.0,29.41,10.59,Menu Items
2025-12-17,Zero-Proof Cucumber Mint Cooler,23.0,29.28,-6.28,Menu Items
2025-12-18,A5 Miyazaki Japanese Wagyu (4oz),0.0,3.03,-3.03,Menu Items
2025-12-18,Acai Berry Superfood Smoothie,19.0,24.96,-5.96,Menu Items
2025-12-18,Affogato al Caffe Espresso Scoop,38.0,38.71,-0.71,Menu Items
2025-12-18,Aperol Spritz Prosecco Orange,40.0,43.39,-3.39,Menu Items
2025-12-18,Artisanal Kombucha Peach Ginger,34.0,25.0,9.0,Menu Items
2025-12-18,Artisanal Macaron Assortment (6pcs),26.0,24.63,1.37,Menu Items
2025-12-18,Artisanal Vegan Charcuterie Board,8.0,7.64,0.36,Menu Items
2025-12-18,Avocado Supergreen Toast Sourdough,35.0,35.86,-0.86,Menu Items
2025-12-18,BBQ Glazed St. Louis Ribs (Full),25.0,27.16,-2.16,Menu Items
2025-12-18,BBQ Pulled Pork Brioche,37.0,33.71,3.29,Menu Items
2025-12-18,Bacon Wrapped Stuffed Dates,22.0,24.22,-2.22,Menu Items
2025-12-18,Belgian Hot Chocolate Marshmallows,26.0,27.82,-1.82,Menu Items
2025-12-18,Beyond Meat Gourmet Burger,34.0,36.08,-2.08,Menu Items
2025-12-18,Bistro Hanger Steak Shallot Jus,14.0,22.15,-8.15,Menu Items
2025-12-18,Black Angus Bacon Cheddar,33.0,45.7,-12.7,Menu Items
2025-12-18,Black Truffle Infused Manhattan,5.0,4.89,0.11,Menu Items
2025-12-18,Black Truffle Tagliolini Caviar,8.0,5.25,2.75,Menu Items
2025-12-18,Blackened Salmon Cobb Salad,37.0,30.64,6.36,Menu Items
2025-12-18,Burrata Caprese Heirloom Salad,17.0,22.75,-5.75,Menu Items
2025-12-18,Burrata Caprese Pizza,30.0,24.54,5.46,Menu Items
2025-12-18,Butter Poached Maine Lobster Tail,5.0,7.15,-2.15,Menu Items
2025-12-18,Calabrian Sausage Rigatoni,32.0,34.96,-2.96,Menu Items
2025-12-18,California Turkey Avocado Club,30.0,25.61,4.39,Menu Items
2025-12-18,Caramel Macchiato Sea Salt,42.0,50.71,-8.71,Menu Items
2025-12-18,Ceremonial Iced Matcha Latte,35.0,37.13,-2.13,Menu Items
2025-12-18,Chipotle Fish Tacos (3pcs),20.0,21.95,-1.95,Menu Items
2025-12-18,Classic BLT Sourdough,19.0,34.5,-15.5,Menu Items
2025-12-18,Classic Buffalo Chicken Wings,58.0,52.6,5.4,Menu Items
2025-12-18,Classic Fish & Chips Tartar,50.0,50.63,-0.63,Menu Items
2025-12-18,Classic Greek Village Salad,33.0,35.73,-2.73,Menu Items
2025-12-18,Classic Madagascar Vanilla Bean Gelato,54.0,49.58,4.42,Menu Items
2025-12-18,Classic Moscow Mule Copper Mug,33.0,40.83,-7.83,Menu Items
2025-12-18,Coffee-Crusted Prime Ribeye (14oz),8.0,17.08,-9.08,Menu Items
2025-12-18,Cold Pressed Green Detox Juice,17.0,18.54,-1.54,Menu Items
2025-12-18,Colorado Rosemary Lamb Chops,15.0,12.64,2.36,Menu Items
2025-12-18,Creamy Cashew Alfredo Tagliatelle,16.0,22.44,-6.44,Menu Items
2025-12-18,Creamy Fettuccine Alfredo,37.0,49.73,-12.73,Menu Items
2025-12-18,Crispy Buttermilk Chicken Sandwich,58.0,52.73,5.27,Menu Items
2025-12-18,Crispy Calamari Fritti,47.0,32.92,14.08,Menu Items
2025-12-18,Crispy Cauliflower Buffalo Bites,39.0,34.36,4.64,Menu Items
2025-12-18,Crispy Falafel Mezze Platter,21.0,28.91,-7.91,Menu Items
2025-12-18,Crispy Parmesan Truffle Fries,57.0,55.86,1.14,Menu Items
2025-12-18,Crispy Skin Mediterranean Branzino,16.0,13.41,2.59,Menu Items
2025-12-18,Cubano Roast Pork Sandwich,39.0,20.27,18.73,Menu Items
2025-12-18,Dark Chocolate Souffle Grand Marnier,1.0,5.56,-4.56,Menu Items
2025-12-18,DineIQ House Draft Lager (Pint),59.0,58.46,0.54,Menu Items
2025-12-18,DineIQ House Drip Roast Coffee,50.0,61.62,-11.62,Menu Items
2025-12-18,DineIQ Signature Caesar Salad,65.0,50.01,14.99,Menu Items
2025-12-18,DineIQ Smash Double Cheeseburger,75.0,56.09,18.91,Menu Items
2025-12-18,Double Espresso Single Origin,57.0,53.64,3.36,Menu Items
2025-12-18,Double Pepperoni Hot Honey Pizza,55.0,56.34,-1.34,Menu Items
2025-12-18,Dry-Aged Bone-in NY Strip (16oz),10.0,13.01,-3.01,Menu Items
2025-12-18,Dry-Aged Tomahawk Ribeye (36oz),4.0,3.54,0.46,Menu Items
2025-12-18,Elderflower French 75 Champagne,27.0,33.81,-6.81,Menu Items
2025-12-18,Espresso Martini Vanilla Foam,58.0,44.81,13.19,Menu Items
2025-12-18,Fresh Squeezed Orange Juice,28.0,40.4,-12.4,Menu Items
2025-12-18,Fresh Wild Berry Pavlova,15.0,16.07,-1.07,Menu Items
2025-12-18,Fried Softshell Crab Basket,11.0,11.23,-0.23,Menu Items
2025-12-18,Garlic Butter Tiger Prawns Skewer,26.0,26.79,-0.79,Menu Items
2025-12-18,Garlic Herb Breadsticks,35.0,53.73,-18.73,Menu Items
2025-12-18,Golden Mozzarella Sticks,30.0,51.23,-21.23,Menu Items
2025-12-18,Golden Turmeric Lentil Soup Bowl,33.0,33.52,-0.52,Menu Items
