anomaly_category,anomaly_type,entity_id,date,description,financial_impact_or_score
sudden_sales_drops,Sudden Sales Drop,LOC-003,2025-12-30,"Location LOC-003 daily revenue dropped to $1,299.65 on 2025-12-30 (56.9% below 7d mean, Z-Score: -1.18)",1299.65
sudden_sales_drops,Sudden Sales Drop,LOC-019,2025-07-01,"Location LOC-019 daily revenue dropped to $1,388.94 on 2025-07-01 (50.7% below 7d mean, Z-Score: -1.18)",1388.94
sudden_sales_drops,Sudden Sales Drop,LOC-009,2025-07-07,"Location LOC-009 daily revenue dropped to $1,393.93 on 2025-07-07 (50.5% below 7d mean, Z-Score: -1.18)",1393.93
sudden_sales_drops,Sudden Sales Drop,LOC-008,2025-05-07,"Location LOC-008 daily revenue dropped to $1,536.09 on 2025-05-07 (58.6% below 7d mean, Z-Score: -1.18)",1536.09
sudden_sales_drops,Sudden Sales Drop,LOC-007,2025-08-14,"Location LOC-007 daily revenue dropped to $512.22 on 2025-08-14 (60.1% below 7d mean, Z-Score: -1.17)",512.22
sudden_sales_drops,Sudden Sales Drop,LOC-017,2025-08-12,"Location LOC-017 daily revenue dropped to $2,159.64 on 2025-08-12 (51.4% below 7d mean, Z-Score: -1.17)",2159.64
sudden_sales_drops,Sudden Sales Drop,LOC-017,2025-04-21,"Location LOC-017 daily revenue dropped to $2,160.94 on 2025-04-21 (52.9% below 7d mean, Z-Score: -1.17)",2160.94
sudden_sales_drops,Sudden Sales Drop,LOC-008,2025-04-01,"Location LOC-008 daily revenue dropped to $1,544.44 on 2025-04-01 (53.2% below 7d mean, Z-Score: -1.17)",1544.44
sudden_sales_drops,Sudden Sales Drop,LOC-010,2025-07-21,"Location LOC-010 daily revenue dropped to $2,270.08 on 2025-07-21 (58.3% below 7d mean, Z-Score: -1.17)",2270.08
sudden_sales_drops,Sudden Sales Drop,LOC-008,2025-04-16,"Location LOC-008 daily revenue dropped to $1,558.86 on 2025-04-16 (50.5% below 7d mean, Z-Score: -1.16)",1558.8600000000001
sudden_sales_drops,Sudden Sales Drop,LOC-006,2025-12-03,"Location LOC-006 daily revenue dropped to $1,724.95 on 2025-12-03 (58.4% below 7d mean, Z-Score: -1.16)",1724.95
sudden_sales_drops,Sudden Sales Drop,LOC-005,2025-12-30,"Location LOC-005 daily revenue dropped to $1,609.20 on 2025-12-30 (58.5% below 7d mean, Z-Score: -1.16)",1609.2
sudden_sales_drops,Sudden Sales Drop,LOC-002,2025-11-12,"Location LOC-002 daily revenue dropped to $2,001.46 on 2025-11-12 (60.3% below 7d mean, Z-Score: -1.16)",2001.46
sudden_sales_drops,Sudden Sales Drop,LOC-009,2025-12-23,"Location LOC-009 daily revenue dropped to $1,421.68 on 2025-12-23 (53.7% below 7d mean, Z-Score: -1.16)",1421.68
sudden_sales_drops,Sudden Sales Drop,LOC-004,2025-11-25,"Location LOC-004 daily revenue dropped to $2,200.00 on 2025-11-25 (54.3% below 7d mean, Z-Score: -1.15)",2200.0
sudden_sales_drops,Sudden Sales Drop,LOC-017,2025-07-21,"Location LOC-017 daily revenue dropped to $2,191.68 on 2025-07-21 (50.7% below 7d mean, Z-Score: -1.15)",2191.68
sudden_sales_drops,Sudden Sales Drop,LOC-007,2025-03-19,"Location LOC-007 daily revenue dropped to $528.54 on 2025-03-19 (59.7% below 7d mean, Z-Score: -1.15)",528.54
sudden_sales_drops,Sudden Sales Drop,LOC-007,2025-08-26,"Location LOC-007 daily revenue dropped to $530.16 on 2025-08-26 (55.8% below 7d mean, Z-Score: -1.15)",530.16
sudden_sales_drops,Sudden Sales Drop,LOC-016,2025-12-31,"Location LOC-016 daily revenue dropped to $2,182.49 on 2025-12-31 (57.2% below 7d mean, Z-Score: -1.15)",2182.49
sudden_sales_drops,Sudden Sales Drop,LOC-011,2025-09-03,"Location LOC-011 daily revenue dropped to $1,623.93 on 2025-09-03 (53.7% below 7d mean, Z-Score: -1.14)",1623.9299999999998
sudden_sales_drops,Sudden Sales Drop,LOC-009,2025-02-03,"Location LOC-009 daily revenue dropped to $1,440.69 on 2025-02-03 (54.8% below 7d mean, Z-Score: -1.14)",1440.69
sudden_sales_drops,Sudden Sales Drop,LOC-007,2025-01-13,"Location LOC-007 daily revenue dropped to $537.18 on 2025-01-13 (52.7% below 7d mean, Z-Score: -1.14)",537.1800000000001
sudden_sales_drops,Sudden Sales Drop,LOC-015,2025-08-18,"Location LOC-015 daily revenue dropped to $1,363.82 on 2025-08-18 (54.7% below 7d mean, Z-Score: -1.13)",1363.8200000000002
sudden_sales_drops,Sudden Sales Drop,LOC-008,2025-06-04,"Location LOC-008 daily revenue dropped to $1,595.86 on 2025-06-04 (50.4% below 7d mean, Z-Score: -1.13)",1595.8600000000001
sudden_sales_drops,Sudden Sales Drop,LOC-020,2025-06-17,"Location LOC-020 daily revenue dropped to $1,404.70 on 2025-06-17 (57.8% below 7d mean, Z-Score: -1.13)",1404.7
sudden_sales_drops,Sudden Sales Drop,LOC-010,2025-12-24,"Location LOC-010 daily revenue dropped to $2,355.60 on 2025-12-24 (50.7% below 7d mean, Z-Score: -1.12)",2355.6
sudden_sales_drops,Sudden Sales Drop,LOC-004,2025-12-04,"Location LOC-004 daily revenue dropped to $2,255.16 on 2025-12-04 (51.2% below 7d mean, Z-Score: -1.12)",2255.16
sudden_sales_drops,Sudden Sales Drop,LOC-002,2025-08-07,"Location LOC-002 daily revenue dropped to $2,054.48 on 2025-08-07 (50.2% below 7d mean, Z-Score: -1.12)",2054.48
sudden_sales_drops,Sudden Sales Drop,LOC-007,2025-06-30,"Location LOC-007 daily revenue dropped to $557.38 on 2025-06-30 (62.3% below 7d mean, Z-Score: -1.11)",557.38
sudden_sales_drops,Sudden Sales Drop,LOC-006,2025-08-11,"Location LOC-006 daily revenue dropped to $1,786.83 on 2025-08-11 (56.3% below 7d mean, Z-Score: -1.11)",1786.83
sudden_sales_drops,Sudden Sales Drop,LOC-018,2025-08-20,"Location LOC-018 daily revenue dropped to $1,366.80 on 2025-08-20 (50.8% below 7d mean, Z-Score: -1.11)",1366.8
sudden_sales_drops,Sudden Sales Drop,LOC-010,2025-11-27,"Location LOC-010 daily revenue dropped to $2,381.38 on 2025-11-27 (56.5% below 7d mean, Z-Score: -1.11)",2381.38
sudden_sales_drops,Sudden Sales Drop,LOC-004,2025-08-20,"Location LOC-004 daily revenue dropped to $2,278.09 on 2025-08-20 (52.9% below 7d mean, Z-Score: -1.11)",2278.09
sudden_sales_drops,Sudden Sales Drop,LOC-007,2025-06-03,"Location LOC-007 daily revenue dropped to $562.27 on 2025-06-03 (51.9% below 7d mean, Z-Score: -1.10)",562.27
sudden_sales_drops,Sudden Sales Drop,LOC-015,2025-09-03,"Location LOC-015 daily revenue dropped to $1,400.71 on 2025-09-03 (50.5% below 7d mean, Z-Score: -1.10)",1400.71
sudden_sales_drops,Sudden Sales Drop,LOC-014,2025-12-17,"Location LOC-014 daily revenue dropped to $1,593.18 on 2025-12-17 (62.5% below 7d mean, Z-Score: -1.10)",1593.18
sudden_sales_drops,Sudden Sales Drop,LOC-020,2025-08-19,"Location LOC-020 daily revenue dropped to $1,435.43 on 2025-08-19 (52.8% below 7d mean, Z-Score: -1.10)",1435.43
sudden_sales_drops,Sudden Sales Drop,LOC-015,2025-11-08,"Location LOC-015 daily revenue dropped to $1,406.58 on 2025-11-08 (51.1% below 7d mean, Z-Score: -1.10)",1406.58
sudden_sales_drops,Sudden Sales Drop,LOC-018,2025-10-15,"Location LOC-018 daily revenue dropped to $1,377.95 on 2025-10-15 (50.4% below 7d mean, Z-Score: -1.10)",1377.95
sudden_sales_drops,Sudden Sales Drop,LOC-015,2025-08-20,"Location LOC-015 daily revenue dropped to $1,424.11 on 2025-08-20 (50.1% below 7d mean, Z-Score: -1.08)",1424.11
sudden_sales_drops,Sudden Sales Drop,LOC-007,2025-09-10,"Location LOC-007 daily revenue dropped to $578.93 on 2025-09-10 (57.7% below 7d mean, Z-Score: -1.08)",578.9300000000001
sudden_sales_drops,Sudden Sales Drop,LOC-010,2025-08-26,"Location LOC-010 daily revenue dropped to $2,429.87 on 2025-08-26 (55.8% below 7d mean, Z-Score: -1.08)",2429.87
sudden_sales_drops,Sudden Sales Drop,LOC-020,2025-12-17,"Location LOC-020 daily revenue dropped to $1,460.25 on 2025-12-17 (58.4% below 7d mean, Z-Score: -1.08)",1460.25
sudden_sales_drops,Sudden Sales Drop,LOC-002,2025-10-23,"Location LOC-002 daily revenue dropped to $2,114.42 on 2025-10-23 (50.7% below 7d mean, Z-Score: -1.08)",2114.42
sudden_sales_drops,Sudden Sales Drop,LOC-014,2025-06-27,"Location LOC-014 daily revenue dropped to $1,626.00 on 2025-06-27 (51.8% below 7d mean, Z-Score: -1.08)",1626.0
sudden_sales_drops,Sudden Sales Drop,LOC-020,2025-08-07,"Location LOC-020 daily revenue dropped to $1,465.91 on 2025-08-07 (53.6% below 7d mean, Z-Score: -1.07)",1465.9099999999999
sudden_sales_drops,Sudden Sales Drop,LOC-009,2025-08-05,"Location LOC-009 daily revenue dropped to $1,529.54 on 2025-08-05 (61.2% below 7d mean, Z-Score: -1.07)",1529.54
sudden_sales_drops,Sudden Sales Drop,LOC-007,2025-02-15,"Location LOC-007 daily revenue dropped to $586.68 on 2025-02-15 (51.5% below 7d mean, Z-Score: -1.07)",586.6800000000001
sudden_sales_drops,Sudden Sales Drop,LOC-010,2025-06-11,"Location LOC-010 daily revenue dropped to $2,465.06 on 2025-06-11 (55.0% below 7d mean, Z-Score: -1.06)",2465.06
sudden_sales_drops,Sudden Sales Drop,LOC-006,2025-12-06,"Location LOC-006 daily revenue dropped to $1,852.41 on 2025-12-06 (50.5% below 7d mean, Z-Score: -1.06)",1852.4099999999999
sudden_sales_drops,Sudden Sales Drop,LOC-016,2025-06-10,"Location LOC-016 daily revenue dropped to $2,329.87 on 2025-06-10 (50.5% below 7d mean, Z-Score: -1.05)",2329.87
sudden_sales_drops,Sudden Sales Drop,LOC-003,2025-10-30,"Location LOC-003 daily revenue dropped to $1,454.54 on 2025-10-30 (52.8% below 7d mean, Z-Score: -1.04)",1454.54
sudden_sales_drops,Sudden Sales Drop,LOC-003,2025-07-10,"Location LOC-003 daily revenue dropped to $1,455.03 on 2025-07-10 (53.3% below 7d mean, Z-Score: -1.04)",1455.03
sudden_sales_drops,Sudden Sales Drop,LOC-011,2025-09-02,"Location LOC-011 daily revenue dropped to $1,765.01 on 2025-09-02 (51.0% below 7d mean, Z-Score: -1.04)",1765.01
sudden_sales_drops,Sudden Sales Drop,LOC-019,2025-08-05,"Location LOC-019 daily revenue dropped to $1,550.36 on 2025-08-05 (56.8% below 7d mean, Z-Score: -1.03)",1550.36
sudden_sales_drops,Sudden Sales Drop,LOC-005,2025-09-02,"Location LOC-005 daily revenue dropped to $1,776.64 on 2025-09-02 (50.3% below 7d mean, Z-Score: -1.02)",1776.6399999999999
sudden_sales_drops,Sudden Sales Drop,LOC-019,2025-07-14,"Location LOC-019 daily revenue dropped to $1,558.37 on 2025-07-14 (50.1% below 7d mean, Z-Score: -1.02)",1558.37
sudden_sales_drops,Sudden Sales Drop,LOC-010,2025-07-31,"Location LOC-010 daily revenue dropped to $2,554.10 on 2025-07-31 (51.1% below 7d mean, Z-Score: -1.01)",2554.1
sudden_sales_drops,Sudden Sales Drop,LOC-014,2025-08-27,"Location LOC-014 daily revenue dropped to $1,714.68 on 2025-08-27 (55.1% below 7d mean, Z-Score: -1.01)",1714.68
sudden_sales_drops,Sudden Sales Drop,LOC-013,2025-12-31,"Location LOC-013 daily revenue dropped to $2,279.99 on 2025-12-31 (54.2% below 7d mean, Z-Score: -1.00)",2279.99
sudden_sales_drops,Sudden Sales Drop,LOC-007,2025-11-17,"Location LOC-007 daily revenue dropped to $636.14 on 2025-11-17 (59.0% below 7d mean, Z-Score: -1.00)",636.14
sudden_sales_drops,Sudden Sales Drop,LOC-004,2025-06-24,"Location LOC-004 daily revenue dropped to $2,449.15 on 2025-06-24 (53.8% below 7d mean, Z-Score: -1.00)",2449.15
sudden_sales_drops,Sudden Sales Drop,LOC-007,2025-06-25,"Location LOC-007 daily revenue dropped to $658.42 on 2025-06-25 (59.3% below 7d mean, Z-Score: -0.97)",658.4200000000001
sudden_sales_drops,Sudden Sales Drop,LOC-006,2025-11-11,"Location LOC-006 daily revenue dropped to $1,967.26 on 2025-11-11 (53.2% below 7d mean, Z-Score: -0.96)",1967.26
sudden_sales_drops,Sudden Sales Drop,LOC-020,2025-05-27,"Location LOC-020 daily revenue dropped to $1,607.31 on 2025-05-27 (52.5% below 7d mean, Z-Score: -0.96)",1607.31
sudden_sales_drops,Sudden Sales Drop,LOC-019,2025-11-25,"Location LOC-019 daily revenue dropped to $1,631.72 on 2025-11-25 (61.1% below 7d mean, Z-Score: -0.96)",1631.72
sudden_sales_drops,Sudden Sales Drop,LOC-007,2025-11-13,"Location LOC-007 daily revenue dropped to $677.42 on 2025-11-13 (59.0% below 7d mean, Z-Score: -0.94)",677.4200000000001
sudden_sales_drops,Sudden Sales Drop,LOC-008,2025-11-05,"Location LOC-008 daily revenue dropped to $1,872.37 on 2025-11-05 (59.6% below 7d mean, Z-Score: -0.94)",1872.37
sudden_sales_drops,Sudden Sales Drop,LOC-007,2025-06-10,"Location LOC-007 daily revenue dropped to $703.22 on 2025-06-10 (54.2% below 7d mean, Z-Score: -0.91)",703.22
sudden_sales_drops,Sudden Sales Drop,LOC-007,2025-12-02,"Location LOC-007 daily revenue dropped to $706.67 on 2025-12-02 (57.5% below 7d mean, Z-Score: -0.90)",706.6700000000001
sudden_sales_drops,Sudden Sales Drop,LOC-014,2025-08-26,"Location LOC-014 daily revenue dropped to $1,867.76 on 2025-08-26 (55.0% below 7d mean, Z-Score: -0.89)",1867.7599999999998
sudden_sales_drops,Sudden Sales Drop,LOC-010,2025-12-10,"Location LOC-010 daily revenue dropped to $2,773.73 on 2025-12-10 (55.4% below 7d mean, Z-Score: -0.89)",2773.73
sudden_sales_drops,Sudden Sales Drop,LOC-009,2025-11-18,"Location LOC-009 daily revenue dropped to $1,788.10 on 2025-11-18 (53.2% below 7d mean, Z-Score: -0.88)",1788.1
sudden_sales_drops,Sudden Sales Drop,LOC-007,2025-09-15,"Location LOC-007 daily revenue dropped to $733.77 on 2025-09-15 (50.8% below 7d mean, Z-Score: -0.86)",733.77
sudden_sales_drops,Sudden Sales Drop,LOC-007,2025-11-18,"Location LOC-007 daily revenue dropped to $738.13 on 2025-11-18 (52.3% below 7d mean, Z-Score: -0.86)",738.13
sudden_sales_drops,Sudden Sales Drop,LOC-007,2025-09-26,"Location LOC-007 daily revenue dropped to $749.21 on 2025-09-26 (57.5% below 7d mean, Z-Score: -0.84)",749.21
sudden_sales_drops,Sudden Sales Drop,LOC-018,2025-12-03,"Location LOC-018 daily revenue dropped to $1,672.52 on 2025-12-03 (59.5% below 7d mean, Z-Score: -0.83)",1672.52
sudden_sales_drops,Sudden Sales Drop,LOC-007,2025-12-29,"Location LOC-007 daily revenue dropped to $757.40 on 2025-12-29 (59.3% below 7d mean, Z-Score: -0.83)",757.4
sudden_sales_drops,Sudden Sales Drop,LOC-007,2025-11-11,"Location LOC-007 daily revenue dropped to $764.54 on 2025-11-11 (54.4% below 7d mean, Z-Score: -0.82)",764.54
sudden_sales_drops,Sudden Sales Drop,LOC-007,2025-12-01,"Location LOC-007 daily revenue dropped to $766.26 on 2025-12-01 (59.1% below 7d mean, Z-Score: -0.82)",766.26
sudden_sales_drops,Sudden Sales Drop,LOC-009,2025-11-26,"Location LOC-009 daily revenue dropped to $1,885.19 on 2025-11-26 (55.8% below 7d mean, Z-Score: -0.80)",1885.19
sudden_sales_drops,Sudden Sales Drop,LOC-014,2025-11-20,"Location LOC-014 daily revenue dropped to $2,023.97 on 2025-11-20 (50.7% below 7d mean, Z-Score: -0.77)",2023.97
sudden_sales_drops,Sudden Sales Drop,LOC-014,2025-11-26,"Location LOC-014 daily revenue dropped to $2,067.48 on 2025-11-26 (52.1% below 7d mean, Z-Score: -0.74)",2067.48
sudden_sales_drops,Sudden Sales Drop,LOC-009,2025-12-09,"Location LOC-009 daily revenue dropped to $1,978.90 on 2025-12-09 (54.8% below 7d mean, Z-Score: -0.73)",1978.9
sudden_sales_drops,Sudden Sales Drop,LOC-015,2025-11-26,"Location LOC-015 daily revenue dropped to $1,963.59 on 2025-11-26 (51.7% below 7d mean, Z-Score: -0.63)",1963.59
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-008913,2025-11-24,"Order ORD-008913 total $1183.04 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-46279, Loc: LOC-012)",1183.04
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-087028,2025-03-01,"Order ORD-087028 total $1163.41 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-32259, Loc: LOC-014)",1163.41
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-010865,2025-02-12,"Order ORD-010865 total $1137.36 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-GUEST, Loc: LOC-002)",1137.36
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-067459,2025-11-08,"Order ORD-067459 total $1127.05 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-21718, Loc: LOC-002)",1127.05
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-029458,2025-11-28,"Order ORD-029458 total $1096.94 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-37392, Loc: LOC-013)",1096.94
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-045196,2025-07-13,"Order ORD-045196 total $1058.56 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-47851, Loc: LOC-004)",1058.56
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-080715,2025-11-28,"Order ORD-080715 total $1037.12 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-10367, Loc: LOC-012)",1037.12
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-034639,2025-01-31,"Order ORD-034639 total $1035.34 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-48566, Loc: LOC-017)",1035.34
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-051649,2025-08-30,"Order ORD-051649 total $1024.15 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-03036, Loc: LOC-019)",1024.15
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-040877,2025-03-15,"Order ORD-040877 total $1013.16 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-39796, Loc: LOC-012)",1013.16
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-075161,2025-08-06,"Order ORD-075161 total $1011.89 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-08643, Loc: LOC-015)",1011.89
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-045566,2025-03-13,"Order ORD-045566 total $1007.34 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-33666, Loc: LOC-008)",1007.34
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-005998,2025-10-22,"Order ORD-005998 total $993.85 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-22584, Loc: LOC-001)",993.85
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-048292,2025-05-08,"Order ORD-048292 total $992.23 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-15745, Loc: LOC-014)",992.23
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-049809,2025-03-03,"Order ORD-049809 total $983.50 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-41682, Loc: LOC-001)",983.5
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-022295,2025-02-27,"Order ORD-022295 total $973.25 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-29956, Loc: LOC-003)",973.25
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-034265,2025-01-30,"Order ORD-034265 total $958.25 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-33459, Loc: LOC-009)",958.25
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-096141,2025-12-09,"Order ORD-096141 total $953.35 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-03637, Loc: LOC-011)",953.35
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-099614,2025-02-16,"Order ORD-099614 total $949.80 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-32046, Loc: LOC-008)",949.8
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-088037,2025-10-02,"Order ORD-088037 total $934.24 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-GUEST, Loc: LOC-018)",934.24
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-016104,2025-01-09,"Order ORD-016104 total $924.95 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-33801, Loc: LOC-003)",924.95
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-053834,2025-08-08,"Order ORD-053834 total $915.89 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-39658, Loc: LOC-002)",915.89
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-040869,2025-04-07,"Order ORD-040869 total $912.77 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-18438, Loc: LOC-016)",912.77
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-000850,2025-08-18,"Order ORD-000850 total $911.96 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-22145, Loc: LOC-012)",911.96
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-009317,2025-11-05,"Order ORD-009317 total $910.36 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-22240, Loc: LOC-005)",910.36
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-090412,2025-05-28,"Order ORD-090412 total $907.63 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-17633, Loc: LOC-008)",907.63
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-085138,2025-04-24,"Order ORD-085138 total $904.08 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-19757, Loc: LOC-013)",904.08
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-072504,2025-01-18,"Order ORD-072504 total $897.57 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-15566, Loc: LOC-009)",897.57
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-009833,2025-03-17,"Order ORD-009833 total $896.87 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-47924, Loc: LOC-005)",896.87
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-065472,2025-04-21,"Order ORD-065472 total $896.82 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-44542, Loc: LOC-002)",896.82
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-058514,2025-10-07,"Order ORD-058514 total $896.38 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-06399, Loc: LOC-010)",896.38
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-016776,2025-06-12,"Order ORD-016776 total $895.67 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-34414, Loc: LOC-001)",895.67
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-008823,2025-03-03,"Order ORD-008823 total $893.52 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-45694, Loc: LOC-008)",893.52
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-041403,2025-03-31,"Order ORD-041403 total $890.56 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-24319, Loc: LOC-006)",890.56
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-002850,2025-06-03,"Order ORD-002850 total $889.19 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-10073, Loc: LOC-006)",889.19
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-011882,2025-04-08,"Order ORD-011882 total $888.29 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-27078, Loc: LOC-016)",888.29
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-016795,2025-05-25,"Order ORD-016795 total $888.07 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-18168, Loc: LOC-005)",888.07
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-059815,2025-04-01,"Order ORD-059815 total $887.49 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-06475, Loc: LOC-013)",887.49
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-085350,2025-05-01,"Order ORD-085350 total $887.22 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-39879, Loc: LOC-008)",887.22
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-024599,2025-07-17,"Order ORD-024599 total $882.38 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-47229, Loc: LOC-013)",882.38
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-029541,2025-05-21,"Order ORD-029541 total $881.79 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-12668, Loc: LOC-020)",881.79
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-017226,2025-03-07,"Order ORD-017226 total $881.02 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-GUEST, Loc: LOC-009)",881.02
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-063630,2025-12-15,"Order ORD-063630 total $875.81 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-31132, Loc: LOC-001)",875.81
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-052936,2025-02-23,"Order ORD-052936 total $871.63 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-07064, Loc: LOC-010)",871.63
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-076779,2025-06-02,"Order ORD-076779 total $871.36 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-35311, Loc: LOC-013)",871.36
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-063332,2025-05-10,"Order ORD-063332 total $865.94 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-45410, Loc: LOC-007)",865.94
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-089130,2025-06-20,"Order ORD-089130 total $863.36 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-18208, Loc: LOC-002)",863.36
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-047953,2025-12-11,"Order ORD-047953 total $862.72 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-24160, Loc: LOC-019)",862.72
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-060246,2025-06-17,"Order ORD-060246 total $862.20 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-30516, Loc: LOC-001)",862.2
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-033624,2025-08-10,"Order ORD-033624 total $860.11 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-09871, Loc: LOC-020)",860.11
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-005972,2025-04-02,"Order ORD-005972 total $858.39 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-42963, Loc: LOC-013)",858.39
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-082977,2025-02-01,"Order ORD-082977 total $856.74 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-35234, Loc: LOC-015)",856.74
abnormally_high_order_values,Abnormally High Order Value (Whale Order),ORD-004197,2025-01-13,"Order ORD-004197 total $854.02 exceeds extreme 3-IQR fence of $784.03 (Cust: CUST-24355, Loc: LOC-013)",854.02
