order_id,customer_id,customer_segment,loyalty_tier,loyalty_points,churn_risk_score,order_date,total_amount,order_status
ORD-003060,CUST-17755,OCCASIONAL,GOLD,2268.0,0.61,2025-12-17,399.67,COMPLETED
ORD-003061,CUST-16626,NEW,BRONZE,225.0,0.176,2025-05-10,91.17,COMPLETED
ORD-003063,CUST-36198,REGULAR,BRONZE,1641.0,0.618,2025-08-20,285.22,COMPLETED
ORD-003064,CUST-29809,OCCASIONAL,BRONZE,1598.0,0.313,2025-08-28,270.5,COMPLETED
ORD-003065,CUST-18493,OCCASIONAL,SILVER,1387.0,0.635,2025-09-05,189.98,COMPLETED
ORD-003066,CUST-18131,OCCASIONAL,SILVER,2215.0,0.535,2025-04-28,184.57,COMPLETED
ORD-003067,CUST-00593,OCCASIONAL,BRONZE,2278.0,0.564,2025-01-08,314.33,COMPLETED
ORD-003068,CUST-41942,REGULAR,SILVER,704.0,0.499,2025-12-21,163.46,COMPLETED
ORD-003069,CUST-12290,REGULAR,GOLD,1445.0,0.224,2025-04-21,251.13,COMPLETED
ORD-003070,CUST-24095,OCCASIONAL,BRONZE,1898.0,0.411,2025-09-16,420.96,COMPLETED
ORD-003071,CUST-43898,REGULAR,BRONZE,1733.0,0.454,2025-09-28,157.49,PENDING
ORD-003072,CUST-12397,REGULAR,BRONZE,419.0,0.593,2025-08-23,372.88,COMPLETED
ORD-003073,CUST-17378,REGULAR,SILVER,1159.0,0.36,2025-05-17,198.42,COMPLETED
ORD-003074,CUST-05810,OCCASIONAL,GOLD,2062.0,0.483,2025-04-30,298.52,COMPLETED
ORD-003075,CUST-38594,REGULAR,SILVER,1009.0,0.627,2025-08-19,265.17,COMPLETED
ORD-003076,CUST-43486,OCCASIONAL,BRONZE,2017.0,0.269,2025-11-22,268.89,COMPLETED
ORD-003077,CUST-04123,REGULAR,BRONZE,1772.0,0.355,2025-12-16,145.59,COMPLETED
ORD-003078,CUST-35802,OCCASIONAL,BRONZE,117.0,0.447,2025-02-22,460.86,COMPLETED
ORD-003079,CUST-42914,NEW,BRONZE,234.0,0.2,2025-03-15,516.26,COMPLETED
ORD-003080,CUST-23621,REGULAR,BRONZE,1519.0,0.537,2025-12-15,207.11,COMPLETED
ORD-003081,CUST-03734,REGULAR,BRONZE,2291.0,0.512,2025-10-11,337.97,COMPLETED
ORD-003082,CUST-36876,REGULAR,SILVER,1579.0,0.583,2025-11-28,377.21,COMPLETED
ORD-003083,CUST-GUEST,,,,,2025-04-03,426.99,COMPLETED
ORD-003084,CUST-34661,OCCASIONAL,BRONZE,2065.0,0.324,2025-08-16,362.44,COMPLETED
ORD-003085,CUST-26033,OCCASIONAL,BRONZE,1337.0,0.356,2025-09-26,131.45,COMPLETED
ORD-003086,CUST-44412,CHURNED,BRONZE,71.0,0.927,2025-09-18,335.41,COMPLETED
ORD-003088,CUST-28914,CHURNED,BRONZE,481.0,0.889,2025-01-08,245.68,COMPLETED
ORD-003089,CUST-40780,REGULAR,SILVER,648.0,0.572,2025-08-15,278.78,COMPLETED
ORD-003090,CUST-12376,CHURNED,SILVER,317.0,0.915,2025-04-23,255.97,COMPLETED
ORD-003091,CUST-45713,OCCASIONAL,BRONZE,1813.0,0.347,2025-07-03,214.81,COMPLETED
ORD-003093,CUST-30697,NEW,BRONZE,234.0,0.133,2025-06-16,152.21,COMPLETED
ORD-003094,CUST-47946,NEW,BRONZE,187.0,0.192,2025-11-15,174.5,COMPLETED
ORD-003095,CUST-00954,REGULAR,BRONZE,2255.0,0.381,2025-03-28,332.63,COMPLETED
ORD-003096,CUST-16840,CHURNED,BRONZE,122.0,0.898,2025-09-14,462.92,COMPLETED
ORD-003097,CUST-16291,OCCASIONAL,BRONZE,1483.0,0.602,2025-12-25,341.59,COMPLETED
ORD-003098,CUST-06139,REGULAR,BRONZE,653.0,0.552,2025-02-20,91.42,COMPLETED
ORD-003099,CUST-10568,OCCASIONAL,GOLD,661.0,0.619,2025-01-04,247.3,COMPLETED
ORD-003100,CUST-25866,REGULAR,SILVER,120.0,0.59,2025-06-27,192.32,COMPLETED
ORD-003101,CUST-32720,OCCASIONAL,SILVER,2102.0,0.449,2025-02-15,278.57,COMPLETED
ORD-003102,CUST-23789,REGULAR,BRONZE,1951.0,0.239,2025-10-15,196.62,COMPLETED
ORD-003103,CUST-02477,NEW,BRONZE,48.0,0.258,2025-12-06,649.36,COMPLETED
ORD-003104,CUST-46593,HIGH_VALUE,PLATINUM,6295.0,0.14,2025-06-28,316.74,COMPLETED
ORD-003105,CUST-00285,OCCASIONAL,BRONZE,2320.0,0.646,2025-04-25,351.79,COMPLETED
ORD-003106,CUST-24005,OCCASIONAL,BRONZE,735.0,0.591,2025-06-28,154.04,COMPLETED
ORD-003107,CUST-21554,REGULAR,BRONZE,2219.0,0.265,2025-10-05,231.08,COMPLETED
ORD-003108,CUST-13605,REGULAR,SILVER,761.0,0.374,2025-01-05,111.24,COMPLETED
ORD-003109,CUST-34124,OCCASIONAL,BRONZE,438.0,0.295,2025-08-16,506.52,COMPLETED
ORD-003110,CUST-30091,REGULAR,BRONZE,716.0,0.526,2025-08-24,249.17,COMPLETED
ORD-003111,CUST-14001,REGULAR,SILVER,849.0,0.473,2025-09-01,367.87,COMPLETED
ORD-003112,CUST-35532,REGULAR,BRONZE,1993.0,0.473,2025-04-18,303.08,COMPLETED
ORD-003113,CUST-14579,OCCASIONAL,BRONZE,790.0,0.413,2025-10-02,251.69,COMPLETED
ORD-003114,CUST-00605,REGULAR,BRONZE,2387.0,0.555,2025-02-15,336.73,COMPLETED
ORD-003115,CUST-06294,NEW,BRONZE,20.0,0.157,2025-04-01,556.37,COMPLETED
ORD-003116,CUST-05195,REGULAR,SILVER,1052.0,0.515,2025-11-26,297.02,COMPLETED
ORD-003117,CUST-45384,CHURNED,BRONZE,576.0,0.87,2025-10-11,416.21,COMPLETED
ORD-003118,CUST-34023,REGULAR,BRONZE,1879.0,0.357,2025-01-07,357.04,COMPLETED
ORD-003119,CUST-22107,OCCASIONAL,GOLD,122.0,0.56,2025-04-20,309.21,COMPLETED
ORD-003120,CUST-08735,REGULAR,SILVER,422.0,0.34,2025-04-07,307.11,COMPLETED
ORD-003121,CUST-37506,CHURNED,BRONZE,213.0,0.842,2025-04-30,202.38,COMPLETED
ORD-003122,CUST-21810,CHURNED,BRONZE,481.0,0.81,2025-04-20,383.76,COMPLETED
ORD-003123,CUST-01169,REGULAR,SILVER,311.0,0.337,2025-01-31,344.95,COMPLETED
ORD-003124,CUST-46708,CHURNED,BRONZE,191.0,0.986,2025-07-05,358.77,PENDING
ORD-003125,CUST-33444,HIGH_VALUE,PLATINUM,10093.0,0.15,2025-10-09,202.73,COMPLETED
ORD-003126,CUST-46849,NEW,BRONZE,0.0,0.27,2025-08-22,318.06,COMPLETED
ORD-003127,CUST-19979,CHURNED,BRONZE,478.0,0.93,2025-09-15,409.13,COMPLETED
ORD-003128,CUST-24093,REGULAR,BRONZE,1437.0,0.49,2025-02-09,319.36,COMPLETED
ORD-003129,CUST-09470,NEW,BRONZE,197.0,0.267,2025-12-17,294.17,COMPLETED
ORD-003130,CUST-00719,OCCASIONAL,SILVER,1202.0,0.385,2025-11-15,437.82,COMPLETED
ORD-003131,CUST-09045,REGULAR,GOLD,1977.0,0.567,2025-11-05,145.04,COMPLETED
ORD-003132,CUST-38604,REGULAR,BRONZE,1696.0,0.243,2025-11-10,158.86,COMPLETED
ORD-003133,CUST-24416,HIGH_VALUE,PLATINUM,9227.0,0.079,2025-12-12,339.53,COMPLETED
ORD-003134,CUST-26640,REGULAR,SILVER,1919.0,0.507,2025-08-02,278.49,COMPLETED
ORD-003135,CUST-22791,REGULAR,BRONZE,2220.0,0.271,2025-04-02,315.15,COMPLETED
ORD-003136,CUST-32854,REGULAR,BRONZE,1630.0,0.337,2025-08-25,179.67,COMPLETED
ORD-003137,CUST-45738,REGULAR,SILVER,317.0,0.212,2025-10-13,354.69,COMPLETED
ORD-003138,CUST-37924,CHURNED,BRONZE,500.0,0.902,2025-10-11,222.07,COMPLETED
ORD-003139,CUST-07425,OCCASIONAL,BRONZE,685.0,0.558,2025-07-26,276.3,COMPLETED
ORD-003140,CUST-46980,REGULAR,SILVER,265.0,0.412,2025-02-03,176.91,COMPLETED
ORD-003141,CUST-19661,CHURNED,BRONZE,318.0,0.855,2025-06-07,191.21,COMPLETED
ORD-003142,CUST-40206,REGULAR,SILVER,2025.0,0.381,2025-12-08,350.9,COMPLETED
ORD-003143,CUST-02887,OCCASIONAL,SILVER,186.0,0.497,2025-08-15,420.6,COMPLETED
ORD-003144,CUST-31565,CHURNED,BRONZE,326.0,0.809,2025-07-31,300.35,COMPLETED
ORD-003145,CUST-37592,OCCASIONAL,GOLD,517.0,0.472,2025-04-29,492.28,COMPLETED
ORD-003146,CUST-44958,OCCASIONAL,SILVER,358.0,0.344,2025-06-06,102.34,COMPLETED
ORD-003147,CUST-18696,REGULAR,BRONZE,1039.0,0.386,2025-12-01,302.26,COMPLETED
ORD-003148,CUST-26428,CHURNED,SILVER,227.0,0.908,2025-09-13,619.71,COMPLETED
ORD-003149,CUST-48808,CHURNED,BRONZE,238.0,0.983,2025-10-31,297.61,COMPLETED
ORD-003150,CUST-07149,OCCASIONAL,SILVER,1730.0,0.45,2025-07-04,296.35,COMPLETED
ORD-003151,CUST-09432,REGULAR,SILVER,2056.0,0.36,2025-08-30,105.41,COMPLETED
ORD-003152,CUST-11508,HIGH_VALUE,PLATINUM,10324.0,0.082,2025-04-20,270.86,COMPLETED
ORD-003153,CUST-04857,NEW,BRONZE,242.0,0.295,2025-09-28,195.9,COMPLETED
ORD-003154,CUST-42952,REGULAR,BRONZE,905.0,0.584,2025-06-26,286.53,COMPLETED
ORD-003155,CUST-GUEST,,,,,2025-06-30,348.42,COMPLETED
ORD-003156,CUST-16001,OCCASIONAL,SILVER,424.0,0.407,2025-09-06,293.26,COMPLETED
ORD-003157,CUST-18542,REGULAR,SILVER,1275.0,0.297,2025-12-13,122.57,COMPLETED
ORD-003158,CUST-32013,CHURNED,BRONZE,261.0,0.854,2025-02-01,205.08,PENDING
ORD-003159,CUST-40651,REGULAR,BRONZE,1826.0,0.578,2025-11-10,291.11,COMPLETED
ORD-003160,CUST-43503,REGULAR,BRONZE,378.0,0.299,2025-05-09,234.11,COMPLETED
ORD-003161,CUST-36268,CHURNED,BRONZE,445.0,0.849,2025-06-30,171.65,COMPLETED
ORD-003162,CUST-07808,CHURNED,SILVER,397.0,0.804,2025-01-11,227.29,COMPLETED
ORD-003163,CUST-44828,CHURNED,BRONZE,159.0,0.986,2025-05-11,401.16,COMPLETED
ORD-003165,CUST-26940,CHURNED,BRONZE,399.0,0.915,2025-01-28,223.05,COMPLETED
ORD-003166,CUST-40938,REGULAR,BRONZE,1099.0,0.363,2025-07-16,271.37,COMPLETED
ORD-003167,CUST-05418,NEW,BRONZE,54.0,0.234,2025-12-10,147.08,COMPLETED
ORD-003168,CUST-00532,REGULAR,GOLD,127.0,0.426,2025-02-22,150.33,COMPLETED
ORD-003169,CUST-16971,HIGH_VALUE,GOLD,6729.0,0.05,2025-10-22,155.27,COMPLETED
ORD-003170,CUST-23292,REGULAR,SILVER,1594.0,0.598,2025-06-20,328.73,COMPLETED
ORD-003171,CUST-24689,OCCASIONAL,BRONZE,1802.0,0.304,2025-09-08,267.0,COMPLETED
ORD-003172,CUST-25240,REGULAR,SILVER,1946.0,0.432,2025-04-26,141.68,COMPLETED
ORD-003173,CUST-23107,CHURNED,SILVER,63.0,0.982,2025-03-16,353.23,COMPLETED
ORD-003174,CUST-43952,NEW,BRONZE,78.0,0.229,2025-03-16,321.43,COMPLETED
ORD-003175,CUST-19283,REGULAR,GOLD,1793.0,0.468,2025-02-04,292.23,COMPLETED
ORD-003176,CUST-10552,HIGH_VALUE,PLATINUM,10549.0,0.04,2025-03-27,283.44,COMPLETED
ORD-003177,CUST-20588,REGULAR,BRONZE,1826.0,0.649,2025-09-12,152.81,COMPLETED
ORD-003178,CUST-46975,NEW,BRONZE,100.0,0.194,2025-11-27,221.9,COMPLETED
ORD-003179,CUST-36900,OCCASIONAL,SILVER,1755.0,0.538,2025-11-08,292.79,COMPLETED
ORD-003180,CUST-10664,REGULAR,SILVER,1555.0,0.503,2025-09-20,294.95,COMPLETED
ORD-003181,CUST-33685,REGULAR,BRONZE,888.0,0.297,2025-02-24,237.98,COMPLETED
ORD-003182,CUST-33118,REGULAR,BRONZE,1392.0,0.414,2025-05-07,222.42,COMPLETED
ORD-003183,CUST-34931,CHURNED,SILVER,239.0,0.827,2025-05-16,448.63,COMPLETED
ORD-003184,CUST-25388,REGULAR,SILVER,580.0,0.498,2025-04-21,309.28,COMPLETED
ORD-003185,CUST-16502,HIGH_VALUE,GOLD,14735.0,0.149,2025-07-24,141.47,COMPLETED
ORD-003186,CUST-GUEST,,,,,2025-07-30,188.73,COMPLETED
ORD-003187,CUST-24624,REGULAR,BRONZE,2340.0,0.582,2025-06-02,111.48,COMPLETED
ORD-003188,CUST-49936,NEW,BRONZE,130.0,0.185,2025-06-01,144.51,COMPLETED
ORD-003189,CUST-19268,OCCASIONAL,BRONZE,1719.0,0.358,2025-11-12,324.14,COMPLETED
ORD-003190,CUST-20244,REGULAR,SILVER,1746.0,0.298,2025-11-01,231.07,COMPLETED
ORD-003191,CUST-02581,REGULAR,GOLD,1326.0,0.295,2025-05-15,494.13,COMPLETED
ORD-003192,CUST-06171,REGULAR,BRONZE,2392.0,0.297,2025-12-06,256.5,COMPLETED
ORD-003193,CUST-17732,OCCASIONAL,BRONZE,2140.0,0.362,2025-12-18,324.45,COMPLETED
ORD-003194,CUST-07689,REGULAR,BRONZE,655.0,0.487,2025-05-22,535.25,COMPLETED
ORD-003195,CUST-48846,REGULAR,SILVER,635.0,0.262,2025-06-01,311.72,COMPLETED
ORD-003196,CUST-39823,REGULAR,BRONZE,1142.0,0.609,2025-07-20,216.97,COMPLETED
ORD-003197,CUST-32708,HIGH_VALUE,GOLD,3614.0,0.146,2025-12-14,231.94,COMPLETED
ORD-003198,CUST-49221,NEW,BRONZE,177.0,0.26,2025-11-26,226.19,COMPLETED
ORD-003199,CUST-23452,NEW,BRONZE,193.0,0.286,2025-02-20,219.93,COMPLETED
ORD-003200,CUST-37475,NEW,BRONZE,16.0,0.272,2025-06-14,268.63,COMPLETED
ORD-003201,CUST-04247,CHURNED,BRONZE,86.0,0.899,2025-08-05,253.81,COMPLETED
ORD-003203,CUST-33450,OCCASIONAL,BRONZE,1507.0,0.268,2025-03-30,470.76,COMPLETED
ORD-003204,CUST-GUEST,,,,,2025-11-21,219.88,COMPLETED
ORD-003205,CUST-37817,REGULAR,GOLD,2261.0,0.258,2025-09-17,200.23,PENDING
ORD-003206,CUST-05975,OCCASIONAL,BRONZE,2222.0,0.247,2025-11-15,289.67,COMPLETED
ORD-003207,CUST-39326,REGULAR,SILVER,1570.0,0.363,2025-11-21,163.39,COMPLETED
ORD-003208,CUST-49050,OCCASIONAL,BRONZE,893.0,0.58,2025-10-15,216.46,COMPLETED
ORD-003209,CUST-42476,NEW,BRONZE,179.0,0.159,2025-06-29,270.72,COMPLETED
ORD-003210,CUST-06633,REGULAR,BRONZE,884.0,0.401,2025-08-23,320.34,COMPLETED
ORD-003211,CUST-19211,NEW,BRONZE,165.0,0.251,2025-03-16,118.3,COMPLETED
ORD-003212,CUST-14705,CHURNED,BRONZE,527.0,0.86,2025-09-15,272.65,COMPLETED
ORD-003213,CUST-06839,NEW,BRONZE,29.0,0.294,2025-03-24,265.72,COMPLETED
ORD-003214,CUST-15431,REGULAR,GOLD,420.0,0.252,2025-09-23,287.45,COMPLETED
ORD-003215,CUST-18094,OCCASIONAL,SILVER,2065.0,0.258,2025-04-13,186.94,COMPLETED
ORD-003216,CUST-10586,REGULAR,BRONZE,1423.0,0.546,2025-02-28,271.46,COMPLETED
ORD-003217,CUST-33614,REGULAR,SILVER,1729.0,0.263,2025-03-19,338.86,COMPLETED
ORD-003218,CUST-08119,HIGH_VALUE,GOLD,10867.0,0.042,2025-01-02,209.44,COMPLETED
ORD-003220,CUST-19948,HIGH_VALUE,PLATINUM,9167.0,0.075,2025-10-09,397.99,COMPLETED
ORD-003221,CUST-28943,REGULAR,SILVER,1235.0,0.271,2025-07-24,356.76,COMPLETED
ORD-003222,CUST-38942,HIGH_VALUE,GOLD,12691.0,0.115,2025-03-17,413.27,COMPLETED
ORD-003223,CUST-27880,OCCASIONAL,SILVER,1187.0,0.514,2025-02-10,525.64,COMPLETED
ORD-003224,CUST-26271,NEW,BRONZE,52.0,0.101,2025-01-10,241.42,COMPLETED
ORD-003225,CUST-14140,REGULAR,BRONZE,2084.0,0.441,2025-03-19,376.55,COMPLETED
ORD-003226,CUST-41336,CHURNED,SILVER,143.0,0.922,2025-11-30,188.6,COMPLETED
ORD-003227,CUST-46943,REGULAR,BRONZE,1496.0,0.432,2025-04-18,440.28,COMPLETED
ORD-003228,CUST-07366,OCCASIONAL,BRONZE,1375.0,0.644,2025-06-01,185.31,COMPLETED
ORD-003229,CUST-42925,REGULAR,BRONZE,1881.0,0.277,2025-02-22,365.4,COMPLETED
ORD-003230,CUST-06680,REGULAR,SILVER,958.0,0.462,2025-04-11,273.82,COMPLETED
ORD-003231,CUST-33028,REGULAR,BRONZE,1678.0,0.287,2025-07-25,246.73,COMPLETED
ORD-003232,CUST-24261,REGULAR,BRONZE,923.0,0.47,2025-08-22,262.52,COMPLETED
ORD-003233,CUST-22247,OCCASIONAL,GOLD,1010.0,0.473,2025-04-19,501.54,COMPLETED
ORD-003234,CUST-07233,REGULAR,SILVER,1940.0,0.456,2025-01-29,218.79,COMPLETED
ORD-003235,CUST-00154,OCCASIONAL,SILVER,1195.0,0.213,2025-06-14,237.58,COMPLETED
ORD-003236,CUST-37110,REGULAR,BRONZE,999.0,0.564,2025-04-15,279.8,COMPLETED
ORD-003237,CUST-30881,REGULAR,BRONZE,2096.0,0.585,2025-04-09,374.53,COMPLETED
ORD-003238,CUST-07031,CHURNED,SILVER,381.0,0.953,2025-12-20,455.97,COMPLETED
ORD-003239,CUST-00616,HIGH_VALUE,PLATINUM,4091.0,0.033,2025-08-25,633.92,COMPLETED
ORD-003241,CUST-03146,REGULAR,BRONZE,672.0,0.472,2025-06-21,461.15,COMPLETED
ORD-003242,CUST-25954,OCCASIONAL,GOLD,311.0,0.224,2025-06-26,273.26,COMPLETED
ORD-003243,CUST-15631,REGULAR,BRONZE,1839.0,0.592,2025-08-01,317.15,COMPLETED
ORD-003244,CUST-38741,OCCASIONAL,BRONZE,1099.0,0.346,2025-09-25,232.92,COMPLETED
ORD-003245,CUST-40490,CHURNED,SILVER,171.0,0.879,2025-09-27,249.01,COMPLETED
ORD-003246,CUST-46069,CHURNED,SILVER,166.0,0.923,2025-03-21,473.57,COMPLETED
ORD-003248,CUST-39807,OCCASIONAL,SILVER,1566.0,0.591,2025-06-20,144.56,COMPLETED
ORD-003249,CUST-34215,OCCASIONAL,SILVER,258.0,0.472,2025-11-24,276.22,COMPLETED
ORD-003250,CUST-20988,REGULAR,GOLD,1845.0,0.402,2025-08-30,269.89,COMPLETED
ORD-003251,CUST-11248,CHURNED,BRONZE,576.0,0.851,2025-07-29,285.31,COMPLETED
ORD-003252,CUST-03833,REGULAR,BRONZE,1919.0,0.369,2025-02-27,636.89,COMPLETED
ORD-003253,CUST-20787,REGULAR,SILVER,1975.0,0.33,2025-08-22,359.46,COMPLETED
ORD-003254,CUST-33996,OCCASIONAL,SILVER,1719.0,0.59,2025-02-28,342.5,PENDING
ORD-003255,CUST-05591,OCCASIONAL,BRONZE,1998.0,0.45,2025-05-26,422.79,COMPLETED
ORD-003256,CUST-20160,REGULAR,BRONZE,1626.0,0.44,2025-03-09,264.08,COMPLETED
ORD-003257,CUST-08858,OCCASIONAL,BRONZE,2388.0,0.328,2025-09-22,239.01,COMPLETED
ORD-003258,CUST-16301,OCCASIONAL,SILVER,1121.0,0.484,2025-04-04,335.82,COMPLETED
ORD-003259,CUST-GUEST,,,,,2025-06-14,216.46,COMPLETED
ORD-003260,CUST-02110,REGULAR,GOLD,2174.0,0.387,2025-12-01,185.52,COMPLETED
ORD-003261,CUST-37893,OCCASIONAL,BRONZE,1142.0,0.235,2025-04-04,224.64,COMPLETED
ORD-003262,CUST-09969,CHURNED,BRONZE,420.0,0.868,2025-07-21,386.4,PENDING
ORD-003265,CUST-24731,CHURNED,BRONZE,324.0,0.839,2025-11-01,190.9,COMPLETED
ORD-003266,CUST-45096,OCCASIONAL,BRONZE,1823.0,0.582,2025-02-03,502.51,COMPLETED
ORD-003267,CUST-18939,HIGH_VALUE,PLATINUM,9315.0,0.04,2025-07-11,129.08,COMPLETED
ORD-003268,CUST-09458,OCCASIONAL,GOLD,1030.0,0.31,2025-08-08,210.1,COMPLETED
ORD-003269,CUST-42916,OCCASIONAL,SILVER,1122.0,0.342,2025-08-29,246.77,COMPLETED
ORD-003270,CUST-00107,OCCASIONAL,BRONZE,2076.0,0.641,2025-09-21,312.34,COMPLETED
ORD-003271,CUST-00236,REGULAR,SILVER,798.0,0.436,2025-04-23,238.66,COMPLETED
ORD-003272,CUST-30002,OCCASIONAL,SILVER,1711.0,0.493,2025-01-05,182.44,COMPLETED
ORD-003273,CUST-06771,REGULAR,BRONZE,2061.0,0.248,2025-10-05,408.57,COMPLETED
ORD-003274,CUST-24931,NEW,BRONZE,14.0,0.136,2025-07-30,230.77,COMPLETED
ORD-003275,CUST-45699,CHURNED,BRONZE,99.0,0.977,2025-11-14,268.67,COMPLETED
ORD-003276,CUST-GUEST,,,,,2025-11-09,352.31,COMPLETED
ORD-003277,CUST-31519,REGULAR,SILVER,1756.0,0.245,2025-11-16,181.49,COMPLETED
ORD-003279,CUST-13275,OCCASIONAL,SILVER,565.0,0.231,2025-05-25,218.74,COMPLETED
ORD-003280,CUST-02891,HIGH_VALUE,PLATINUM,11648.0,0.083,2025-11-01,71.47,COMPLETED
ORD-003282,CUST-34626,REGULAR,BRONZE,2295.0,0.262,2025-03-26,149.8,COMPLETED
ORD-003283,CUST-33045,OCCASIONAL,BRONZE,2128.0,0.557,2025-11-20,166.43,COMPLETED
ORD-003284,CUST-10856,CHURNED,SILVER,436.0,0.813,2025-11-28,58.86,COMPLETED
ORD-003285,CUST-05796,OCCASIONAL,GOLD,874.0,0.596,2025-07-08,226.14,COMPLETED
ORD-003286,CUST-25397,HIGH_VALUE,PLATINUM,9991.0,0.132,2025-02-07,269.54,COMPLETED
ORD-003288,CUST-05269,REGULAR,BRONZE,1485.0,0.51,2025-11-05,256.41,COMPLETED
ORD-003289,CUST-15527,REGULAR,BRONZE,603.0,0.362,2025-12-03,145.02,COMPLETED
ORD-003290,CUST-49025,OCCASIONAL,BRONZE,1720.0,0.211,2025-04-03,395.94,COMPLETED
ORD-003291,CUST-29162,REGULAR,BRONZE,1351.0,0.298,2025-02-02,717.34,COMPLETED
ORD-003292,CUST-42615,HIGH_VALUE,PLATINUM,5053.0,0.03,2025-11-26,287.33,COMPLETED
ORD-003293,CUST-34061,REGULAR,SILVER,550.0,0.274,2025-06-13,365.41,COMPLETED
ORD-003294,CUST-37601,REGULAR,BRONZE,1227.0,0.28,2025-08-01,278.25,COMPLETED
ORD-003295,CUST-07867,CHURNED,SILVER,520.0,0.899,2025-12-22,427.09,COMPLETED
ORD-003296,CUST-47091,OCCASIONAL,SILVER,753.0,0.488,2025-02-02,208.36,COMPLETED
ORD-003298,CUST-19229,OCCASIONAL,BRONZE,1679.0,0.353,2025-02-06,130.66,COMPLETED
ORD-003299,CUST-22439,CHURNED,BRONZE,103.0,0.836,2025-06-08,185.62,COMPLETED
ORD-003300,CUST-39139,REGULAR,BRONZE,2385.0,0.431,2025-11-05,159.13,COMPLETED
ORD-003301,CUST-21115,REGULAR,BRONZE,2338.0,0.56,2025-06-27,317.92,COMPLETED
ORD-003302,CUST-10145,NEW,BRONZE,26.0,0.195,2025-12-30,251.66,COMPLETED
ORD-003303,CUST-25289,OCCASIONAL,BRONZE,370.0,0.21,2025-08-07,219.18,COMPLETED
ORD-003305,CUST-28475,OCCASIONAL,GOLD,2302.0,0.587,2025-04-10,446.2,COMPLETED
ORD-003306,CUST-13942,OCCASIONAL,GOLD,2243.0,0.431,2025-05-31,208.5,COMPLETED
ORD-003307,CUST-34053,HIGH_VALUE,GOLD,10239.0,0.135,2025-06-07,271.63,COMPLETED
ORD-003308,CUST-02432,NEW,BRONZE,213.0,0.241,2025-02-03,319.5,COMPLETED
ORD-003309,CUST-02692,CHURNED,BRONZE,574.0,0.821,2025-06-07,553.68,COMPLETED
ORD-003310,CUST-01576,CHURNED,BRONZE,125.0,0.862,2025-07-07,172.55,COMPLETED
ORD-003311,CUST-34748,REGULAR,GOLD,1861.0,0.627,2025-10-05,269.22,COMPLETED
ORD-003312,CUST-GUEST,,,,,2025-09-08,422.43,COMPLETED
ORD-003313,CUST-04420,REGULAR,SILVER,1968.0,0.204,2025-09-29,255.12,COMPLETED
ORD-003314,CUST-31629,CHURNED,BRONZE,538.0,0.845,2025-01-04,160.49,COMPLETED
ORD-003315,CUST-06894,OCCASIONAL,SILVER,1194.0,0.299,2025-04-08,647.68,COMPLETED
ORD-003316,CUST-29002,REGULAR,GOLD,2039.0,0.575,2025-09-11,157.55,COMPLETED
ORD-003317,CUST-19621,REGULAR,BRONZE,668.0,0.346,2025-07-13,200.4,COMPLETED
ORD-003318,CUST-39723,REGULAR,SILVER,1120.0,0.546,2025-01-03,378.58,COMPLETED
ORD-003319,CUST-44857,REGULAR,BRONZE,2118.0,0.609,2025-11-05,344.3,COMPLETED
ORD-003320,CUST-09841,REGULAR,SILVER,1612.0,0.415,2025-10-25,648.87,COMPLETED
ORD-003321,CUST-02374,REGULAR,SILVER,586.0,0.32,2025-08-03,420.45,COMPLETED
ORD-003322,CUST-29757,REGULAR,BRONZE,908.0,0.587,2025-02-02,92.54,PENDING
ORD-003323,CUST-18186,OCCASIONAL,BRONZE,1766.0,0.31,2025-10-23,155.34,COMPLETED
ORD-003324,CUST-49985,HIGH_VALUE,PLATINUM,13509.0,0.089,2025-08-15,263.72,COMPLETED
ORD-003325,CUST-47678,REGULAR,BRONZE,1524.0,0.529,2025-10-29,169.1,COMPLETED
ORD-003328,CUST-01004,REGULAR,BRONZE,663.0,0.559,2025-07-25,286.59,PENDING
ORD-003329,CUST-25810,REGULAR,SILVER,2089.0,0.617,2025-03-09,102.87,COMPLETED
ORD-003330,CUST-37115,HIGH_VALUE,GOLD,14290.0,0.072,2025-09-14,251.76,COMPLETED
ORD-003331,CUST-12332,OCCASIONAL,BRONZE,171.0,0.517,2025-08-26,197.11,COMPLETED
ORD-003332,CUST-28756,CHURNED,BRONZE,236.0,0.853,2025-10-12,518.15,COMPLETED
ORD-003333,CUST-45858,REGULAR,SILVER,1457.0,0.515,2025-03-21,152.59,COMPLETED
ORD-003334,CUST-05769,HIGH_VALUE,GOLD,8970.0,0.089,2025-03-30,94.42,COMPLETED
ORD-003335,CUST-35770,CHURNED,SILVER,322.0,0.954,2025-11-29,151.17,COMPLETED
ORD-003337,CUST-32971,OCCASIONAL,BRONZE,1037.0,0.465,2025-12-05,398.62,COMPLETED
ORD-003338,CUST-17156,OCCASIONAL,SILVER,2202.0,0.495,2025-10-19,108.58,COMPLETED
ORD-003339,CUST-10890,REGULAR,GOLD,1115.0,0.213,2025-08-19,318.77,COMPLETED
ORD-003340,CUST-30592,REGULAR,GOLD,1310.0,0.44,2025-09-07,229.06,COMPLETED
ORD-003341,CUST-GUEST,,,,,2025-11-29,278.47,COMPLETED
ORD-003342,CUST-00339,REGULAR,GOLD,1235.0,0.59,2025-08-13,196.89,COMPLETED
