inventory_id,location_id,item_id,snapshot_date,starting_stock,quantity_received,quantity_sold,quantity_wasted,ending_stock,reorder_point,stock_status
INV-0016051,LOC-003,ITEM-119,2025-08-13,150,16,136,7,23,39,REORDER_TRIGGERED
INV-0016052,LOC-003,ITEM-069,2025-08-13,132,42,34,7,133,28,OPTIMAL
INV-0016053,LOC-003,ITEM-115,2025-08-13,46,75,36,0,85,17,OPTIMAL
INV-0016054,LOC-003,ITEM-097,2025-08-13,99,14,52,0,61,30,OPTIMAL
INV-0016055,LOC-003,ITEM-034,2025-08-13,142,36,74,3,101,38,OPTIMAL
INV-0016056,LOC-003,ITEM-083,2025-08-13,96,23,104,2,13,26,REORDER_TRIGGERED
INV-0016057,LOC-003,ITEM-075,2025-08-13,119,38,129,0,28,37,REORDER_TRIGGERED
INV-0016058,LOC-003,ITEM-039,2025-08-13,95,45,89,4,47,15,OPTIMAL
INV-0016059,LOC-003,ITEM-104,2025-08-13,113,35,82,2,64,36,OPTIMAL
INV-0016060,LOC-003,ITEM-019,2025-08-13,139,63,16,1,185,36,OPTIMAL
INV-0016061,LOC-003,ITEM-088,2025-08-13,31,13,34,1,9,33,REORDER_TRIGGERED
INV-0016062,LOC-003,ITEM-126,2025-08-13,46,54,55,1,44,17,OPTIMAL
INV-0016063,LOC-003,ITEM-092,2025-08-13,91,31,120,2,0,17,CRITICAL_OUT_OF_STOCK
INV-0016064,LOC-003,ITEM-063,2025-08-13,145,38,76,1,106,22,OPTIMAL
INV-0016065,LOC-003,ITEM-006,2025-08-13,86,75,121,3,37,35,OPTIMAL
INV-0016066,LOC-003,ITEM-009,2025-08-13,78,69,20,1,126,39,OPTIMAL
INV-0016067,LOC-003,ITEM-131,2025-08-13,68,61,76,0,53,35,OPTIMAL
INV-0016068,LOC-003,ITEM-050,2025-08-13,109,49,45,2,111,27,OPTIMAL
INV-0016069,LOC-003,ITEM-110,2025-08-13,42,68,56,0,54,38,OPTIMAL
INV-0016070,LOC-003,ITEM-091,2025-08-13,125,52,122,2,53,31,OPTIMAL
INV-0016071,LOC-003,ITEM-138,2025-08-13,125,27,96,2,54,18,OPTIMAL
INV-0016072,LOC-003,ITEM-046,2025-08-13,90,69,29,0,130,21,OPTIMAL
INV-0016073,LOC-003,ITEM-145,2025-08-13,74,78,32,2,118,30,OPTIMAL
INV-0016074,LOC-003,ITEM-045,2025-08-13,103,22,97,5,23,38,REORDER_TRIGGERED
INV-0016075,LOC-003,ITEM-102,2025-08-13,143,47,62,2,126,24,OPTIMAL
INV-0016076,LOC-004,ITEM-081,2025-08-13,141,25,103,0,63,36,OPTIMAL
INV-0016077,LOC-004,ITEM-124,2025-08-13,107,65,27,2,143,17,OPTIMAL
INV-0016078,LOC-004,ITEM-042,2025-08-13,49,44,64,0,29,18,OPTIMAL
INV-0016079,LOC-004,ITEM-108,2025-08-13,89,34,118,2,3,22,REORDER_TRIGGERED
INV-0016080,LOC-004,ITEM-077,2025-08-13,54,24,73,2,3,36,REORDER_TRIGGERED
INV-0016081,LOC-004,ITEM-051,2025-08-13,79,66,126,1,18,32,REORDER_TRIGGERED
INV-0016082,LOC-004,ITEM-073,2025-08-13,66,20,52,1,33,16,OPTIMAL
INV-0016083,LOC-004,ITEM-013,2025-08-13,120,76,63,1,132,20,OPTIMAL
INV-0016084,LOC-004,ITEM-085,2025-08-13,126,18,123,1,20,23,REORDER_TRIGGERED
INV-0016085,LOC-004,ITEM-115,2025-08-13,53,16,47,0,22,16,OPTIMAL
INV-0016086,LOC-004,ITEM-075,2025-08-13,90,48,108,5,25,31,REORDER_TRIGGERED
INV-0016087,LOC-004,ITEM-107,2025-08-13,83,25,24,0,84,29,OPTIMAL
INV-0016088,LOC-004,ITEM-031,2025-08-13,121,80,62,0,139,40,OPTIMAL
INV-0016089,LOC-004,ITEM-121,2025-08-13,23,25,45,2,1,20,REORDER_TRIGGERED
INV-0016090,LOC-004,ITEM-066,2025-08-13,38,25,62,2,0,31,CRITICAL_OUT_OF_STOCK
INV-0016091,LOC-004,ITEM-125,2025-08-13,23,13,33,1,2,28,REORDER_TRIGGERED
INV-0016092,LOC-004,ITEM-100,2025-08-13,78,66,17,2,125,16,OPTIMAL
INV-0016093,LOC-004,ITEM-032,2025-08-13,37,46,42,0,41,18,OPTIMAL
INV-0016094,LOC-004,ITEM-005,2025-08-13,116,53,137,2,30,21,OPTIMAL
INV-0016095,LOC-004,ITEM-119,2025-08-13,71,67,121,5,12,25,REORDER_TRIGGERED
INV-0016096,LOC-004,ITEM-076,2025-08-13,130,21,124,2,25,40,REORDER_TRIGGERED
INV-0016097,LOC-004,ITEM-129,2025-08-13,124,54,71,2,105,22,OPTIMAL
INV-0016098,LOC-004,ITEM-102,2025-08-13,150,65,131,2,82,40,OPTIMAL
INV-0016099,LOC-004,ITEM-063,2025-08-13,144,65,36,1,172,22,OPTIMAL
INV-0016100,LOC-004,ITEM-052,2025-08-13,20,64,17,2,65,16,OPTIMAL
INV-0016101,LOC-005,ITEM-051,2025-08-13,36,63,95,1,3,23,REORDER_TRIGGERED
INV-0016102,LOC-005,ITEM-039,2025-08-13,124,41,18,5,142,35,OPTIMAL
INV-0016103,LOC-005,ITEM-144,2025-08-13,21,58,29,6,44,38,OPTIMAL
INV-0016104,LOC-005,ITEM-058,2025-08-13,105,79,49,2,133,19,OPTIMAL
INV-0016105,LOC-005,ITEM-040,2025-08-13,135,25,133,1,26,17,OPTIMAL
INV-0016106,LOC-005,ITEM-125,2025-08-13,90,19,29,2,78,20,OPTIMAL
INV-0016107,LOC-005,ITEM-062,2025-08-13,114,22,95,3,38,29,OPTIMAL
INV-0016108,LOC-005,ITEM-117,2025-08-13,131,43,61,2,111,39,OPTIMAL
INV-0016109,LOC-005,ITEM-140,2025-08-13,129,35,136,2,26,21,OPTIMAL
INV-0016110,LOC-005,ITEM-119,2025-08-13,39,54,70,6,17,24,REORDER_TRIGGERED
INV-0016111,LOC-005,ITEM-123,2025-08-13,55,32,81,2,4,15,REORDER_TRIGGERED
INV-0016112,LOC-005,ITEM-075,2025-08-13,21,28,38,8,3,21,REORDER_TRIGGERED
INV-0016113,LOC-005,ITEM-020,2025-08-13,34,57,67,0,24,28,REORDER_TRIGGERED
INV-0016114,LOC-005,ITEM-089,2025-08-13,141,67,54,2,152,16,OPTIMAL
INV-0016115,LOC-005,ITEM-090,2025-08-13,134,65,66,0,133,17,OPTIMAL
INV-0016116,LOC-005,ITEM-083,2025-08-13,65,80,50,1,94,36,OPTIMAL
INV-0016117,LOC-005,ITEM-110,2025-08-13,130,56,133,3,50,38,OPTIMAL
INV-0016118,LOC-005,ITEM-028,2025-08-13,68,56,89,1,34,15,OPTIMAL
INV-0016119,LOC-005,ITEM-103,2025-08-13,79,41,100,2,18,22,REORDER_TRIGGERED
INV-0016120,LOC-005,ITEM-142,2025-08-13,97,26,60,2,61,15,OPTIMAL
INV-0016121,LOC-005,ITEM-133,2025-08-13,29,70,83,1,15,17,REORDER_TRIGGERED
INV-0016122,LOC-005,ITEM-093,2025-08-13,31,64,21,1,73,24,OPTIMAL
INV-0016123,LOC-005,ITEM-049,2025-08-13,69,67,70,2,64,38,OPTIMAL
INV-0016124,LOC-005,ITEM-132,2025-08-13,76,38,16,2,96,31,OPTIMAL
INV-0016125,LOC-005,ITEM-128,2025-08-13,56,45,39,1,61,39,OPTIMAL
INV-0016126,LOC-006,ITEM-090,2025-08-13,75,69,79,1,64,15,OPTIMAL
INV-0016127,LOC-006,ITEM-003,2025-08-13,138,44,99,1,82,23,OPTIMAL
INV-0016128,LOC-006,ITEM-010,2025-08-13,64,63,108,2,17,24,REORDER_TRIGGERED
INV-0016129,LOC-006,ITEM-127,2025-08-13,84,58,29,2,111,17,OPTIMAL
INV-0016130,LOC-006,ITEM-016,2025-08-13,135,60,102,0,93,16,OPTIMAL
INV-0016131,LOC-006,ITEM-136,2025-08-13,136,33,80,2,87,15,OPTIMAL
INV-0016132,LOC-006,ITEM-099,2025-08-13,23,35,56,2,0,24,CRITICAL_OUT_OF_STOCK
INV-0016133,LOC-006,ITEM-108,2025-08-13,34,77,29,0,82,16,OPTIMAL
INV-0016134,LOC-006,ITEM-110,2025-08-13,37,61,34,6,58,32,OPTIMAL
INV-0016135,LOC-006,ITEM-019,2025-08-13,35,15,34,2,14,31,REORDER_TRIGGERED
INV-0016136,LOC-006,ITEM-081,2025-08-13,32,46,19,0,59,34,OPTIMAL
INV-0016137,LOC-006,ITEM-039,2025-08-13,62,35,97,0,0,23,CRITICAL_OUT_OF_STOCK
INV-0016138,LOC-006,ITEM-109,2025-08-13,143,34,110,2,65,32,OPTIMAL
INV-0016139,LOC-006,ITEM-060,2025-08-13,101,42,125,2,16,38,REORDER_TRIGGERED
INV-0016140,LOC-006,ITEM-078,2025-08-13,131,13,126,2,16,16,OPTIMAL
INV-0016141,LOC-006,ITEM-129,2025-08-13,69,75,23,0,121,15,OPTIMAL
INV-0016142,LOC-006,ITEM-012,2025-08-13,89,16,23,0,82,26,OPTIMAL
INV-0016143,LOC-006,ITEM-087,2025-08-13,136,69,98,0,107,30,OPTIMAL
INV-0016144,LOC-006,ITEM-079,2025-08-13,115,22,120,2,15,33,REORDER_TRIGGERED
INV-0016145,LOC-006,ITEM-076,2025-08-13,54,43,42,1,54,16,OPTIMAL
INV-0016146,LOC-006,ITEM-058,2025-08-13,70,12,68,2,12,15,REORDER_TRIGGERED
INV-0016147,LOC-006,ITEM-069,2025-08-13,25,28,28,5,20,20,OPTIMAL
INV-0016148,LOC-006,ITEM-146,2025-08-13,147,32,74,5,100,25,OPTIMAL
INV-0016149,LOC-006,ITEM-089,2025-08-13,58,53,46,1,64,27,OPTIMAL
INV-0016150,LOC-006,ITEM-102,2025-08-13,66,74,92,0,48,23,OPTIMAL
INV-0016151,LOC-007,ITEM-150,2025-08-13,96,72,67,2,99,36,OPTIMAL
INV-0016152,LOC-007,ITEM-106,2025-08-13,115,20,62,0,73,31,OPTIMAL
INV-0016153,LOC-007,ITEM-063,2025-08-13,61,70,112,0,19,22,REORDER_TRIGGERED
INV-0016154,LOC-007,ITEM-004,2025-08-13,40,15,24,0,31,32,REORDER_TRIGGERED
INV-0016155,LOC-007,ITEM-143,2025-08-13,75,12,34,1,52,29,OPTIMAL
INV-0016156,LOC-007,ITEM-098,2025-08-13,128,77,44,5,156,33,OPTIMAL
INV-0016157,LOC-007,ITEM-080,2025-08-13,139,67,120,2,84,28,OPTIMAL
INV-0016158,LOC-007,ITEM-040,2025-08-13,122,79,110,0,91,19,OPTIMAL
INV-0016159,LOC-007,ITEM-133,2025-08-13,39,76,47,1,67,19,OPTIMAL
INV-0016160,LOC-007,ITEM-058,2025-08-13,146,49,133,2,60,29,OPTIMAL
INV-0016161,LOC-007,ITEM-011,2025-08-13,57,47,72,0,32,32,OPTIMAL
INV-0016162,LOC-007,ITEM-020,2025-08-13,20,61,54,0,27,21,OPTIMAL
INV-0016163,LOC-007,ITEM-129,2025-08-13,108,22,121,1,8,36,REORDER_TRIGGERED
INV-0016164,LOC-007,ITEM-012,2025-08-13,147,56,118,2,83,22,OPTIMAL
INV-0016165,LOC-007,ITEM-014,2025-08-13,33,50,33,2,48,24,OPTIMAL
INV-0016166,LOC-007,ITEM-105,2025-08-13,34,53,76,0,11,35,REORDER_TRIGGERED
INV-0016167,LOC-007,ITEM-053,2025-08-13,110,50,134,1,25,38,REORDER_TRIGGERED
INV-0016168,LOC-007,ITEM-075,2025-08-13,103,77,100,3,77,30,OPTIMAL
INV-0016169,LOC-007,ITEM-009,2025-08-13,76,55,82,1,48,38,OPTIMAL
INV-0016170,LOC-007,ITEM-119,2025-08-13,101,70,104,8,59,17,OPTIMAL
INV-0016171,LOC-007,ITEM-103,2025-08-13,148,66,68,1,145,22,OPTIMAL
INV-0016172,LOC-007,ITEM-018,2025-08-13,135,25,24,2,134,38,OPTIMAL
INV-0016173,LOC-007,ITEM-110,2025-08-13,44,43,39,1,47,40,OPTIMAL
INV-0016174,LOC-007,ITEM-001,2025-08-13,55,51,75,0,31,29,OPTIMAL
INV-0016175,LOC-007,ITEM-078,2025-08-13,32,20,17,2,33,18,OPTIMAL
INV-0016176,LOC-008,ITEM-075,2025-08-13,89,27,103,3,10,15,REORDER_TRIGGERED
INV-0016177,LOC-008,ITEM-128,2025-08-13,117,23,133,2,5,39,REORDER_TRIGGERED
INV-0016178,LOC-008,ITEM-001,2025-08-13,108,24,123,2,7,18,REORDER_TRIGGERED
INV-0016179,LOC-008,ITEM-080,2025-08-13,109,64,17,1,155,32,OPTIMAL
INV-0016180,LOC-008,ITEM-108,2025-08-13,73,27,80,1,19,23,REORDER_TRIGGERED
INV-0016181,LOC-008,ITEM-004,2025-08-13,58,12,54,0,16,38,REORDER_TRIGGERED
INV-0016182,LOC-008,ITEM-140,2025-08-13,28,32,26,0,34,22,OPTIMAL
INV-0016183,LOC-008,ITEM-030,2025-08-13,86,60,66,2,78,25,OPTIMAL
INV-0016184,LOC-008,ITEM-005,2025-08-13,107,57,51,5,108,33,OPTIMAL
INV-0016185,LOC-008,ITEM-061,2025-08-13,119,37,90,0,66,29,OPTIMAL
INV-0016186,LOC-008,ITEM-090,2025-08-13,39,63,45,1,56,16,OPTIMAL
INV-0016187,LOC-008,ITEM-089,2025-08-13,83,27,63,1,46,22,OPTIMAL
INV-0016188,LOC-008,ITEM-099,2025-08-13,136,77,86,0,127,16,OPTIMAL
INV-0016189,LOC-008,ITEM-051,2025-08-13,127,24,123,1,27,28,REORDER_TRIGGERED
INV-0016190,LOC-008,ITEM-069,2025-08-13,34,61,49,6,40,15,OPTIMAL
INV-0016191,LOC-008,ITEM-023,2025-08-13,84,78,122,2,38,19,OPTIMAL
INV-0016192,LOC-008,ITEM-100,2025-08-13,36,30,20,0,46,29,OPTIMAL
INV-0016193,LOC-008,ITEM-148,2025-08-13,107,14,98,4,19,23,REORDER_TRIGGERED
INV-0016194,LOC-008,ITEM-085,2025-08-13,113,65,117,0,61,30,OPTIMAL
INV-0016195,LOC-008,ITEM-037,2025-08-13,139,68,48,0,159,23,OPTIMAL
INV-0016196,LOC-008,ITEM-086,2025-08-13,37,59,73,7,16,25,REORDER_TRIGGERED
INV-0016197,LOC-008,ITEM-096,2025-08-13,39,16,28,1,26,21,OPTIMAL
INV-0016198,LOC-008,ITEM-105,2025-08-13,134,44,39,1,138,34,OPTIMAL
INV-0016199,LOC-008,ITEM-047,2025-08-13,84,20,63,2,39,29,OPTIMAL
INV-0016200,LOC-008,ITEM-143,2025-08-13,24,22,35,0,11,25,REORDER_TRIGGERED
INV-0016201,LOC-009,ITEM-149,2025-08-13,128,41,113,2,54,27,OPTIMAL
INV-0016202,LOC-009,ITEM-137,2025-08-13,42,34,58,2,16,38,REORDER_TRIGGERED
INV-0016203,LOC-009,ITEM-073,2025-08-13,117,77,97,0,97,21,OPTIMAL
INV-0016204,LOC-009,ITEM-113,2025-08-13,140,67,36,0,171,24,OPTIMAL
INV-0016205,LOC-009,ITEM-100,2025-08-13,30,56,43,0,43,22,OPTIMAL
INV-0016206,LOC-009,ITEM-112,2025-08-13,73,72,56,0,89,24,OPTIMAL
INV-0016207,LOC-009,ITEM-091,2025-08-13,56,75,53,2,76,36,OPTIMAL
INV-0016208,LOC-009,ITEM-048,2025-08-13,66,57,67,2,54,35,OPTIMAL
INV-0016209,LOC-009,ITEM-037,2025-08-13,83,43,92,2,32,16,OPTIMAL
INV-0016210,LOC-009,ITEM-035,2025-08-13,50,56,69,1,36,26,OPTIMAL
INV-0016211,LOC-009,ITEM-101,2025-08-13,37,13,24,0,26,36,REORDER_TRIGGERED
INV-0016212,LOC-009,ITEM-058,2025-08-13,23,54,75,0,2,15,REORDER_TRIGGERED
INV-0016213,LOC-009,ITEM-031,2025-08-13,21,73,38,1,55,20,OPTIMAL
INV-0016214,LOC-009,ITEM-061,2025-08-13,148,56,27,2,175,15,OPTIMAL
INV-0016215,LOC-009,ITEM-056,2025-08-13,27,36,47,2,14,20,REORDER_TRIGGERED
INV-0016216,LOC-009,ITEM-089,2025-08-13,130,31,128,0,33,33,OPTIMAL
INV-0016217,LOC-009,ITEM-107,2025-08-13,130,80,22,0,188,24,OPTIMAL
INV-0016218,LOC-009,ITEM-147,2025-08-13,58,78,78,1,57,29,OPTIMAL
INV-0016219,LOC-009,ITEM-088,2025-08-13,60,43,77,2,24,40,REORDER_TRIGGERED
INV-0016220,LOC-009,ITEM-045,2025-08-13,133,77,106,7,97,26,OPTIMAL
INV-0016221,LOC-009,ITEM-020,2025-08-13,55,30,58,2,25,33,REORDER_TRIGGERED
INV-0016222,LOC-009,ITEM-040,2025-08-13,128,61,117,1,71,23,OPTIMAL
INV-0016223,LOC-009,ITEM-043,2025-08-13,34,74,82,4,22,19,OPTIMAL
INV-0016224,LOC-009,ITEM-046,2025-08-13,99,68,139,1,27,22,OPTIMAL
INV-0016225,LOC-009,ITEM-141,2025-08-13,90,12,36,0,66,38,OPTIMAL
INV-0016226,LOC-010,ITEM-047,2025-08-13,90,52,119,0,23,40,REORDER_TRIGGERED
INV-0016227,LOC-010,ITEM-081,2025-08-13,58,26,55,2,27,32,REORDER_TRIGGERED
INV-0016228,LOC-010,ITEM-030,2025-08-13,110,42,124,0,28,15,OPTIMAL
INV-0016229,LOC-010,ITEM-084,2025-08-13,87,64,129,2,20,40,REORDER_TRIGGERED
INV-0016230,LOC-010,ITEM-043,2025-08-13,113,74,140,3,44,20,OPTIMAL
INV-0016231,LOC-010,ITEM-078,2025-08-13,85,79,119,7,38,35,OPTIMAL
INV-0016232,LOC-010,ITEM-045,2025-08-13,101,52,27,2,124,23,OPTIMAL
INV-0016233,LOC-010,ITEM-044,2025-08-13,128,59,55,2,130,21,OPTIMAL
INV-0016234,LOC-010,ITEM-087,2025-08-13,116,48,117,1,46,40,OPTIMAL
INV-0016235,LOC-010,ITEM-048,2025-08-13,59,27,78,0,8,35,REORDER_TRIGGERED
INV-0016236,LOC-010,ITEM-025,2025-08-13,64,37,39,2,60,15,OPTIMAL
INV-0016237,LOC-010,ITEM-101,2025-08-13,116,31,77,1,69,16,OPTIMAL
INV-0016238,LOC-010,ITEM-099,2025-08-13,29,20,40,0,9,20,REORDER_TRIGGERED
INV-0016239,LOC-010,ITEM-070,2025-08-13,142,36,41,2,135,34,OPTIMAL
INV-0016240,LOC-010,ITEM-123,2025-08-13,150,23,51,2,120,26,OPTIMAL
INV-0016241,LOC-010,ITEM-017,2025-08-13,31,43,57,0,17,39,REORDER_TRIGGERED
INV-0016242,LOC-010,ITEM-069,2025-08-13,35,56,51,3,37,23,OPTIMAL
INV-0016243,LOC-010,ITEM-024,2025-08-13,48,69,89,0,28,23,OPTIMAL
INV-0016244,LOC-010,ITEM-083,2025-08-13,78,68,67,1,78,26,OPTIMAL
INV-0016245,LOC-010,ITEM-056,2025-08-13,53,42,44,2,49,21,OPTIMAL
INV-0016246,LOC-010,ITEM-035,2025-08-13,110,34,18,2,124,21,OPTIMAL
INV-0016247,LOC-010,ITEM-134,2025-08-13,115,44,49,1,109,32,OPTIMAL
INV-0016248,LOC-010,ITEM-036,2025-08-13,43,38,20,2,59,33,OPTIMAL
INV-0016249,LOC-010,ITEM-073,2025-08-13,65,79,131,1,12,39,REORDER_TRIGGERED
INV-0016250,LOC-010,ITEM-072,2025-08-13,23,15,25,1,12,33,REORDER_TRIGGERED
INV-0016251,LOC-011,ITEM-127,2025-08-13,149,27,104,1,71,34,OPTIMAL
INV-0016252,LOC-011,ITEM-115,2025-08-13,48,65,30,0,83,25,OPTIMAL
INV-0016253,LOC-011,ITEM-009,2025-08-13,55,75,15,0,115,16,OPTIMAL
INV-0016254,LOC-011,ITEM-032,2025-08-13,107,43,24,1,125,16,OPTIMAL
INV-0016255,LOC-011,ITEM-016,2025-08-13,146,36,35,0,147,16,OPTIMAL
INV-0016256,LOC-011,ITEM-002,2025-08-13,32,72,76,0,28,15,OPTIMAL
INV-0016257,LOC-011,ITEM-065,2025-08-13,116,16,46,5,81,17,OPTIMAL
INV-0016258,LOC-011,ITEM-098,2025-08-13,66,53,19,8,92,30,OPTIMAL
INV-0016259,LOC-011,ITEM-021,2025-08-13,135,68,56,4,143,26,OPTIMAL
INV-0016260,LOC-011,ITEM-105,2025-08-13,115,20,88,2,45,19,OPTIMAL
INV-0016261,LOC-011,ITEM-117,2025-08-13,62,35,47,2,48,33,OPTIMAL
INV-0016262,LOC-011,ITEM-093,2025-08-13,96,77,20,1,152,38,OPTIMAL
INV-0016263,LOC-011,ITEM-097,2025-08-13,136,75,136,2,73,24,OPTIMAL
INV-0016264,LOC-011,ITEM-076,2025-08-13,76,52,112,1,15,40,REORDER_TRIGGERED
INV-0016265,LOC-011,ITEM-059,2025-08-13,86,48,69,0,65,29,OPTIMAL
INV-0016266,LOC-011,ITEM-135,2025-08-13,118,34,104,2,46,33,OPTIMAL
INV-0016267,LOC-011,ITEM-088,2025-08-13,48,27,32,2,41,40,OPTIMAL
INV-0016268,LOC-011,ITEM-055,2025-08-13,126,30,69,2,85,27,OPTIMAL
INV-0016269,LOC-011,ITEM-023,2025-08-13,57,33,52,2,36,19,OPTIMAL
INV-0016270,LOC-011,ITEM-012,2025-08-13,130,69,41,2,156,31,OPTIMAL
INV-0016271,LOC-011,ITEM-078,2025-08-13,36,29,29,3,33,17,OPTIMAL
INV-0016272,LOC-011,ITEM-036,2025-08-13,65,39,43,2,59,25,OPTIMAL
INV-0016273,LOC-011,ITEM-081,2025-08-13,50,13,56,0,7,36,REORDER_TRIGGERED
INV-0016274,LOC-011,ITEM-145,2025-08-13,46,35,47,0,34,27,OPTIMAL
INV-0016275,LOC-011,ITEM-095,2025-08-13,66,77,29,0,114,16,OPTIMAL
INV-0016276,LOC-012,ITEM-073,2025-08-13,150,49,71,2,126,24,OPTIMAL
INV-0016277,LOC-012,ITEM-029,2025-08-13,134,35,18,1,150,39,OPTIMAL
INV-0016278,LOC-012,ITEM-150,2025-08-13,54,27,41,0,40,21,OPTIMAL
INV-0016279,LOC-012,ITEM-021,2025-08-13,111,18,46,2,81,23,OPTIMAL
INV-0016280,LOC-012,ITEM-097,2025-08-13,29,68,23,2,72,19,OPTIMAL
INV-0016281,LOC-012,ITEM-103,2025-08-13,140,32,133,2,37,17,OPTIMAL
INV-0016282,LOC-012,ITEM-025,2025-08-13,31,34,26,1,38,15,OPTIMAL
INV-0016283,LOC-012,ITEM-010,2025-08-13,53,67,109,2,9,38,REORDER_TRIGGERED
INV-0016284,LOC-012,ITEM-085,2025-08-13,127,43,130,2,38,33,OPTIMAL
INV-0016285,LOC-012,ITEM-126,2025-08-13,94,44,135,2,1,15,REORDER_TRIGGERED
INV-0016286,LOC-012,ITEM-018,2025-08-13,126,38,25,2,137,19,OPTIMAL
INV-0016287,LOC-012,ITEM-121,2025-08-13,84,64,28,1,119,37,OPTIMAL
INV-0016288,LOC-012,ITEM-015,2025-08-13,129,45,71,2,101,17,OPTIMAL
INV-0016289,LOC-012,ITEM-131,2025-08-13,33,53,20,2,64,23,OPTIMAL
INV-0016290,LOC-012,ITEM-087,2025-08-13,70,55,16,1,108,32,OPTIMAL
INV-0016291,LOC-012,ITEM-117,2025-08-13,91,37,49,0,79,18,OPTIMAL
INV-0016292,LOC-012,ITEM-034,2025-08-13,52,23,57,6,12,16,REORDER_TRIGGERED
INV-0016293,LOC-012,ITEM-060,2025-08-13,125,47,89,1,82,17,OPTIMAL
INV-0016294,LOC-012,ITEM-014,2025-08-13,91,73,116,1,47,28,OPTIMAL
INV-0016295,LOC-012,ITEM-031,2025-08-13,118,80,78,1,119,30,OPTIMAL
INV-0016296,LOC-012,ITEM-090,2025-08-13,130,49,76,0,103,26,OPTIMAL
INV-0016297,LOC-012,ITEM-110,2025-08-13,106,36,18,1,123,25,OPTIMAL
INV-0016298,LOC-012,ITEM-136,2025-08-13,125,71,136,0,60,39,OPTIMAL
INV-0016299,LOC-012,ITEM-064,2025-08-13,123,37,16,2,142,20,OPTIMAL
INV-0016300,LOC-012,ITEM-035,2025-08-13,111,80,76,0,115,40,OPTIMAL
INV-0016301,LOC-013,ITEM-109,2025-08-13,39,42,46,2,33,15,OPTIMAL
INV-0016302,LOC-013,ITEM-128,2025-08-13,62,49,58,1,52,25,OPTIMAL
INV-0016303,LOC-013,ITEM-044,2025-08-13,26,26,25,2,25,24,OPTIMAL
INV-0016304,LOC-013,ITEM-107,2025-08-13,140,70,46,0,164,16,OPTIMAL
INV-0016305,LOC-013,ITEM-029,2025-08-13,67,40,82,2,23,33,REORDER_TRIGGERED
INV-0016306,LOC-013,ITEM-130,2025-08-13,90,60,46,2,102,27,OPTIMAL
INV-0016307,LOC-013,ITEM-069,2025-08-13,21,19,37,5,0,15,CRITICAL_OUT_OF_STOCK
INV-0016308,LOC-013,ITEM-138,2025-08-13,39,11,48,1,1,15,REORDER_TRIGGERED
INV-0016309,LOC-013,ITEM-108,2025-08-13,89,40,60,0,69,40,OPTIMAL
INV-0016310,LOC-013,ITEM-124,2025-08-13,137,67,131,0,73,32,OPTIMAL
INV-0016311,LOC-013,ITEM-032,2025-08-13,112,31,22,1,120,16,OPTIMAL
INV-0016312,LOC-013,ITEM-141,2025-08-13,131,44,58,2,115,15,OPTIMAL
INV-0016313,LOC-013,ITEM-129,2025-08-13,62,35,69,1,27,27,OPTIMAL
INV-0016314,LOC-013,ITEM-085,2025-08-13,22,53,22,0,53,28,OPTIMAL
INV-0016315,LOC-013,ITEM-112,2025-08-13,27,11,21,1,16,23,REORDER_TRIGGERED
INV-0016316,LOC-013,ITEM-149,2025-08-13,49,49,51,2,45,39,OPTIMAL
INV-0016317,LOC-013,ITEM-080,2025-08-13,49,18,52,2,13,27,REORDER_TRIGGERED
INV-0016318,LOC-013,ITEM-071,2025-08-13,79,72,56,4,91,21,OPTIMAL
INV-0016319,LOC-013,ITEM-009,2025-08-13,117,17,89,0,45,29,OPTIMAL
INV-0016320,LOC-013,ITEM-014,2025-08-13,58,42,66,2,32,22,OPTIMAL
INV-0016321,LOC-013,ITEM-047,2025-08-13,31,16,23,0,24,36,REORDER_TRIGGERED
INV-0016322,LOC-013,ITEM-078,2025-08-13,28,31,52,3,4,20,REORDER_TRIGGERED
INV-0016323,LOC-013,ITEM-066,2025-08-13,44,60,69,4,31,23,OPTIMAL
INV-0016324,LOC-013,ITEM-081,2025-08-13,76,43,107,2,10,26,REORDER_TRIGGERED
INV-0016325,LOC-013,ITEM-121,2025-08-13,25,62,57,1,29,15,OPTIMAL
INV-0016326,LOC-014,ITEM-088,2025-08-13,56,59,80,1,34,29,OPTIMAL
INV-0016327,LOC-014,ITEM-074,2025-08-13,25,50,71,5,0,29,CRITICAL_OUT_OF_STOCK
INV-0016328,LOC-014,ITEM-009,2025-08-13,95,17,41,2,69,24,OPTIMAL
INV-0016329,LOC-014,ITEM-113,2025-08-13,49,80,47,1,81,26,OPTIMAL
INV-0016330,LOC-014,ITEM-035,2025-08-13,127,53,37,2,141,24,OPTIMAL
INV-0016331,LOC-014,ITEM-078,2025-08-13,39,63,98,3,1,19,REORDER_TRIGGERED
INV-0016332,LOC-014,ITEM-138,2025-08-13,66,73,20,0,119,23,OPTIMAL
INV-0016333,LOC-014,ITEM-003,2025-08-13,39,19,30,1,27,15,OPTIMAL
INV-0016334,LOC-014,ITEM-130,2025-08-13,20,15,18,0,17,24,REORDER_TRIGGERED
INV-0016335,LOC-014,ITEM-124,2025-08-13,148,66,57,1,156,29,OPTIMAL
INV-0016336,LOC-014,ITEM-094,2025-08-13,83,75,110,0,48,31,OPTIMAL
INV-0016337,LOC-014,ITEM-095,2025-08-13,127,21,22,1,125,20,OPTIMAL
