antecedent_id,antecedent_name,antecedent_category,consequent_id,consequent_name,consequent_category,support,confidence,lift,leverage,conviction,joint_orders_count
ITEM-032,Double Pepperoni Hot Honey Pizza,Wood-Fired Pizzas & Pastas,ITEM-139,Vanilla Bean Oat Milk Latte,Specialty Coffee & Beverages,0.0176,0.1321,1.0472,0.000792,1.0069,1590
ITEM-002,Classic Buffalo Chicken Wings,Appetizers & Small Plates,ITEM-091,Beyond Meat Gourmet Burger,Vegan & Plant-Based Creations,0.0104,0.0864,1.0471,0.000468,1.0043,941
ITEM-091,Beyond Meat Gourmet Burger,Vegan & Plant-Based Creations,ITEM-002,Classic Buffalo Chicken Wings,Appetizers & Small Plates,0.0104,0.1261,1.0471,0.000468,1.0065,941
ITEM-135,Red Sangria Pitcher (House Wine),Signature Cocktails & Mocktails,ITEM-089,Southwest Chipotle Chicken Bowl,Farm-Fresh Salads & Grain Bowls,0.0051,0.0887,1.047,0.00023,1.0044,463
ITEM-001,Crispy Parmesan Truffle Fries,Appetizers & Small Plates,ITEM-007,Crispy Calamari Fritti,Appetizers & Small Plates,0.0103,0.0805,1.047,0.000462,1.0039,931
ITEM-007,Crispy Calamari Fritti,Appetizers & Small Plates,ITEM-001,Crispy Parmesan Truffle Fries,Appetizers & Small Plates,0.0103,0.1339,1.047,0.000462,1.0069,931
ITEM-083,Classic Greek Village Salad,Farm-Fresh Salads & Grain Bowls,ITEM-013,Loaded Queso Nachos,Appetizers & Small Plates,0.0074,0.0943,1.0469,0.000331,1.0047,668
ITEM-013,Loaded Queso Nachos,Appetizers & Small Plates,ITEM-083,Classic Greek Village Salad,Farm-Fresh Salads & Grain Bowls,0.0074,0.082,1.0469,0.000331,1.004,668
ITEM-037,Spaghetti All'Amatriciana,Wood-Fired Pizzas & Pastas,ITEM-031,Margherita Sourdough Pizza,Wood-Fired Pizzas & Pastas,0.0126,0.1406,1.0469,0.000565,1.0073,1142
ITEM-031,Margherita Sourdough Pizza,Wood-Fired Pizzas & Pastas,ITEM-037,Spaghetti All'Amatriciana,Wood-Fired Pizzas & Pastas,0.0126,0.094,1.0469,0.000565,1.0046,1142
ITEM-007,Crispy Calamari Fritti,Appetizers & Small Plates,ITEM-132,Aperol Spritz Prosecco Orange,Signature Cocktails & Mocktails,0.0082,0.107,1.0468,0.000367,1.0054,744
ITEM-079,Strawberry Gorgonzola Pecan Salad,Farm-Fresh Salads & Grain Bowls,ITEM-111,Traditional Italian Tiramisu,Handcrafted Desserts & Pastries,0.0058,0.0942,1.0468,0.000259,1.0047,524
ITEM-132,Aperol Spritz Prosecco Orange,Signature Cocktails & Mocktails,ITEM-007,Crispy Calamari Fritti,Appetizers & Small Plates,0.0082,0.0805,1.0468,0.000367,1.0039,744
ITEM-042,Spicy Diavola Pizza,Wood-Fired Pizzas & Pastas,ITEM-137,Nitro Cold Brew Sweet Cream,Specialty Coffee & Beverages,0.0101,0.1171,1.0468,0.000453,1.0059,917
ITEM-137,Nitro Cold Brew Sweet Cream,Specialty Coffee & Beverages,ITEM-042,Spicy Diavola Pizza,Wood-Fired Pizzas & Pastas,0.0101,0.0906,1.0468,0.000453,1.0045,917
ITEM-147,Belgian Hot Chocolate Marshmallows,Specialty Coffee & Beverages,ITEM-037,Spaghetti All'Amatriciana,Wood-Fired Pizzas & Pastas,0.006,0.094,1.0467,0.000267,1.0046,541
ITEM-142,Spiced Masala Chai Latte,Specialty Coffee & Beverages,ITEM-106,Molten Chocolate Lava Cake,Handcrafted Desserts & Pastries,0.0099,0.1271,1.0467,0.000444,1.0065,900
ITEM-106,Molten Chocolate Lava Cake,Handcrafted Desserts & Pastries,ITEM-142,Spiced Masala Chai Latte,Specialty Coffee & Beverages,0.0099,0.082,1.0467,0.000444,1.004,900
ITEM-007,Crispy Calamari Fritti,Appetizers & Small Plates,ITEM-033,Quattro Formaggi Bianca,Wood-Fired Pizzas & Pastas,0.0067,0.087,1.0467,0.000299,1.0043,605
ITEM-033,Quattro Formaggi Bianca,Wood-Fired Pizzas & Pastas,ITEM-007,Crispy Calamari Fritti,Appetizers & Small Plates,0.0067,0.0805,1.0467,0.000299,1.0039,605
ITEM-095,Spicy Tofu Peanut Noodle Bowl,Vegan & Plant-Based Creations,ITEM-121,DineIQ House Draft Lager (Pint),Signature Cocktails & Mocktails,0.0089,0.1393,1.0467,0.000396,1.0072,803
ITEM-079,Strawberry Gorgonzola Pecan Salad,Farm-Fresh Salads & Grain Bowls,ITEM-108,New York Style Cheesecake,Handcrafted Desserts & Pastries,0.007,0.1138,1.0466,0.000311,1.0057,633
ITEM-124,Elderflower French 75 Champagne,Signature Cocktails & Mocktails,ITEM-120,Affogato al Caffe Espresso Scoop,Handcrafted Desserts & Pastries,0.0062,0.0899,1.0465,0.000274,1.0044,557
ITEM-082,Wild Rice & Avocado Harvest Bowl,Farm-Fresh Salads & Grain Bowls,ITEM-001,Crispy Parmesan Truffle Fries,Appetizers & Small Plates,0.0076,0.1338,1.0465,0.000339,1.0069,690
ITEM-104,Golden Turmeric Lentil Soup Bowl,Vegan & Plant-Based Creations,ITEM-022,Black Angus Bacon Cheddar,Artisanal Burgers & Handhelds,0.0078,0.1019,1.0464,0.000345,1.005,704
ITEM-063,Wild King Salmon Lemon Herb,Chef Specials & Seafood,ITEM-007,Crispy Calamari Fritti,Appetizers & Small Plates,0.0055,0.0804,1.0462,0.000243,1.0039,499
ITEM-098,Avocado Supergreen Toast Sourdough,Vegan & Plant-Based Creations,ITEM-088,Simple Garden House Salad,Farm-Fresh Salads & Grain Bowls,0.0073,0.1013,1.046,0.00032,1.005,659
ITEM-150,Artisanal Kombucha Peach Ginger,Specialty Coffee & Beverages,ITEM-037,Spaghetti All'Amatriciana,Wood-Fired Pizzas & Pastas,0.0054,0.0939,1.046,0.000238,1.0046,489
ITEM-024,Portobello Mushroom Swiss Burger,Artisanal Burgers & Handhelds,ITEM-016,DineIQ Smash Double Cheeseburger,Artisanal Burgers & Handhelds,0.0067,0.1472,1.0459,0.000294,1.0076,606
ITEM-101,Thai Coconut Green Curry Tofu,Vegan & Plant-Based Creations,ITEM-142,Spiced Masala Chai Latte,Specialty Coffee & Beverages,0.005,0.0819,1.0458,0.000221,1.0039,456
ITEM-101,Thai Coconut Green Curry Tofu,Vegan & Plant-Based Creations,ITEM-019,BBQ Pulled Pork Brioche,Artisanal Burgers & Handhelds,0.0052,0.0842,1.0458,0.000227,1.004,469
ITEM-021,California Turkey Avocado Club,Artisanal Burgers & Handhelds,ITEM-111,Traditional Italian Tiramisu,Handcrafted Desserts & Pastries,0.0058,0.0941,1.0455,0.000251,1.0045,522
ITEM-023,Smoked Brisket Panini,Artisanal Burgers & Handhelds,ITEM-106,Molten Chocolate Lava Cake,Handcrafted Desserts & Pastries,0.0072,0.1269,1.0453,0.000312,1.0063,652
ITEM-126,Espresso Martini Vanilla Foam,Signature Cocktails & Mocktails,ITEM-019,BBQ Pulled Pork Brioche,Artisanal Burgers & Handhelds,0.0082,0.0842,1.0453,0.000354,1.004,739
ITEM-019,BBQ Pulled Pork Brioche,Artisanal Burgers & Handhelds,ITEM-126,Espresso Martini Vanilla Foam,Signature Cocktails & Mocktails,0.0082,0.1014,1.0453,0.000354,1.0049,739
ITEM-055,Steakhouse Flat Iron Chimichurri,Prime Steaks & Butcher Cuts,ITEM-126,Espresso Martini Vanilla Foam,Signature Cocktails & Mocktails,0.0073,0.1014,1.0453,0.000317,1.0049,662
ITEM-058,BBQ Glazed St. Louis Ribs (Full),Prime Steaks & Butcher Cuts,ITEM-012,Heirloom Tomato Bruschetta,Appetizers & Small Plates,0.0055,0.0854,1.0452,0.000239,1.004,500
ITEM-140,Caramel Macchiato Sea Salt,Specialty Coffee & Beverages,ITEM-041,Calabrian Sausage Rigatoni,Wood-Fired Pizzas & Pastas,0.0093,0.0802,1.0452,0.000404,1.0038,845
ITEM-033,Quattro Formaggi Bianca,Wood-Fired Pizzas & Pastas,ITEM-132,Aperol Spritz Prosecco Orange,Signature Cocktails & Mocktails,0.0089,0.1068,1.0452,0.000384,1.0052,803
ITEM-041,Calabrian Sausage Rigatoni,Wood-Fired Pizzas & Pastas,ITEM-140,Caramel Macchiato Sea Salt,Specialty Coffee & Beverages,0.0093,0.1217,1.0452,0.000404,1.006,845
ITEM-132,Aperol Spritz Prosecco Orange,Signature Cocktails & Mocktails,ITEM-033,Quattro Formaggi Bianca,Wood-Fired Pizzas & Pastas,0.0089,0.0869,1.0452,0.000384,1.0041,803
ITEM-123,Spicy Passionfruit Mezcalita,Signature Cocktails & Mocktails,ITEM-007,Crispy Calamari Fritti,Appetizers & Small Plates,0.0067,0.0804,1.0451,0.000287,1.0038,602
ITEM-007,Crispy Calamari Fritti,Appetizers & Small Plates,ITEM-123,Spicy Passionfruit Mezcalita,Signature Cocktails & Mocktails,0.0067,0.0866,1.0451,0.000287,1.0041,602
ITEM-033,Quattro Formaggi Bianca,Wood-Fired Pizzas & Pastas,ITEM-120,Affogato al Caffe Espresso Scoop,Handcrafted Desserts & Pastries,0.0075,0.0898,1.0451,0.000322,1.0043,675
ITEM-120,Affogato al Caffe Espresso Scoop,Handcrafted Desserts & Pastries,ITEM-033,Quattro Formaggi Bianca,Wood-Fired Pizzas & Pastas,0.0075,0.0869,1.0451,0.000322,1.0041,675
ITEM-058,BBQ Glazed St. Louis Ribs (Full),Prime Steaks & Butcher Cuts,ITEM-017,Crispy Buttermilk Chicken Sandwich,Artisanal Burgers & Handhelds,0.0084,0.1292,1.0451,0.00036,1.0064,756
ITEM-021,California Turkey Avocado Club,Artisanal Burgers & Handhelds,ITEM-083,Classic Greek Village Salad,Farm-Fresh Salads & Grain Bowls,0.005,0.0818,1.045,0.000216,1.0038,454
ITEM-147,Belgian Hot Chocolate Marshmallows,Specialty Coffee & Beverages,ITEM-038,Creamy Fettuccine Alfredo,Wood-Fired Pizzas & Pastas,0.0069,0.1089,1.0449,0.000298,1.0053,627
ITEM-139,Vanilla Bean Oat Milk Latte,Specialty Coffee & Beverages,ITEM-019,BBQ Pulled Pork Brioche,Artisanal Burgers & Handhelds,0.0106,0.0841,1.0448,0.000455,1.0039,960
ITEM-019,BBQ Pulled Pork Brioche,Artisanal Burgers & Handhelds,ITEM-139,Vanilla Bean Oat Milk Latte,Specialty Coffee & Beverages,0.0106,0.1318,1.0448,0.000455,1.0065,960
ITEM-141,Ceremonial Iced Matcha Latte,Specialty Coffee & Beverages,ITEM-016,DineIQ Smash Double Cheeseburger,Artisanal Burgers & Handhelds,0.0121,0.147,1.0447,0.000517,1.0074,1093
ITEM-097,Jackfruit Smoky Carnitas Tacos,Vegan & Plant-Based Creations,ITEM-003,Golden Mozzarella Sticks,Appetizers & Small Plates,0.0068,0.111,1.0447,0.000291,1.0053,615
ITEM-016,DineIQ Smash Double Cheeseburger,Artisanal Burgers & Handhelds,ITEM-141,Ceremonial Iced Matcha Latte,Specialty Coffee & Beverages,0.0121,0.0859,1.0447,0.000517,1.004,1093
ITEM-087,Green Goddess Farro Bowl,Farm-Fresh Salads & Grain Bowls,ITEM-139,Vanilla Bean Oat Milk Latte,Specialty Coffee & Beverages,0.0061,0.1317,1.0446,0.000259,1.0065,549
ITEM-024,Portobello Mushroom Swiss Burger,Artisanal Burgers & Handhelds,ITEM-136,DineIQ House Drip Roast Coffee,Specialty Coffee & Beverages,0.0072,0.1578,1.0446,0.000307,1.008,650
ITEM-137,Nitro Cold Brew Sweet Cream,Specialty Coffee & Beverages,ITEM-013,Loaded Queso Nachos,Appetizers & Small Plates,0.0105,0.0941,1.0446,0.000449,1.0044,952
ITEM-013,Loaded Queso Nachos,Appetizers & Small Plates,ITEM-137,Nitro Cold Brew Sweet Cream,Specialty Coffee & Beverages,0.0105,0.1169,1.0446,0.000449,1.0056,952
ITEM-102,Mushroom & Walnut Bolognese,Vegan & Plant-Based Creations,ITEM-068,Classic Fish & Chips Tartar,Chef Specials & Seafood,0.0056,0.1137,1.0446,0.000241,1.0055,510
ITEM-084,Kale Tahini Caesar Roasted Chickpeas,Farm-Fresh Salads & Grain Bowls,ITEM-140,Caramel Macchiato Sea Salt,Specialty Coffee & Beverages,0.007,0.1216,1.0445,0.000299,1.0059,635
ITEM-144,Fresh Squeezed Orange Juice,Specialty Coffee & Beverages,ITEM-127,Zero-Proof Cucumber Mint Cooler,Signature Cocktails & Mocktails,0.0072,0.0831,1.0441,0.000303,1.0038,650
ITEM-127,Zero-Proof Cucumber Mint Cooler,Signature Cocktails & Mocktails,ITEM-144,Fresh Squeezed Orange Juice,Specialty Coffee & Beverages,0.0072,0.0903,1.0441,0.000303,1.0042,650
ITEM-114,Warm Churros with Spiced Dulce,Handcrafted Desserts & Pastries,ITEM-031,Margherita Sourdough Pizza,Wood-Fired Pizzas & Pastas,0.0118,0.1402,1.044,0.000497,1.0069,1066
ITEM-079,Strawberry Gorgonzola Pecan Salad,Farm-Fresh Salads & Grain Bowls,ITEM-144,Fresh Squeezed Orange Juice,Specialty Coffee & Beverages,0.0055,0.0903,1.044,0.000234,1.0042,502
ITEM-031,Margherita Sourdough Pizza,Wood-Fired Pizzas & Pastas,ITEM-114,Warm Churros with Spiced Dulce,Handcrafted Desserts & Pastries,0.0118,0.0878,1.044,0.000497,1.0041,1066
ITEM-109,Warm Apple Cinnamon Crisp,Handcrafted Desserts & Pastries,ITEM-130,Classic Moscow Mule Copper Mug,Signature Cocktails & Mocktails,0.0066,0.0953,1.0439,0.000275,1.0044,593
ITEM-123,Spicy Passionfruit Mezcalita,Signature Cocktails & Mocktails,ITEM-111,Traditional Italian Tiramisu,Handcrafted Desserts & Pastries,0.0078,0.094,1.0439,0.000327,1.0044,704
ITEM-111,Traditional Italian Tiramisu,Handcrafted Desserts & Pastries,ITEM-123,Spicy Passionfruit Mezcalita,Signature Cocktails & Mocktails,0.0078,0.0865,1.0439,0.000327,1.004,704
ITEM-097,Jackfruit Smoky Carnitas Tacos,Vegan & Plant-Based Creations,ITEM-120,Affogato al Caffe Espresso Scoop,Handcrafted Desserts & Pastries,0.0055,0.0897,1.0438,0.000231,1.0041,497
ITEM-103,Korean Gochujang Crispy Tofu,Vegan & Plant-Based Creations,ITEM-020,Spicy Nashville Hot Chicken Bun,Artisanal Burgers & Handhelds,0.0052,0.0977,1.0437,0.000218,1.0045,471
ITEM-120,Affogato al Caffe Espresso Scoop,Handcrafted Desserts & Pastries,ITEM-012,Heirloom Tomato Bruschetta,Appetizers & Small Plates,0.0073,0.0853,1.0437,0.000307,1.0039,663
ITEM-012,Heirloom Tomato Bruschetta,Appetizers & Small Plates,ITEM-120,Affogato al Caffe Espresso Scoop,Handcrafted Desserts & Pastries,0.0073,0.0897,1.0437,0.000307,1.0041,663
ITEM-135,Red Sangria Pitcher (House Wine),Signature Cocktails & Mocktails,ITEM-144,Fresh Squeezed Orange Juice,Specialty Coffee & Beverages,0.0052,0.0902,1.0435,0.000217,1.0041,471
ITEM-148,Cold Pressed Green Detox Juice,Specialty Coffee & Beverages,ITEM-017,Crispy Buttermilk Chicken Sandwich,Artisanal Burgers & Handhelds,0.0054,0.129,1.0435,0.000226,1.0062,491
ITEM-101,Thai Coconut Green Curry Tofu,Vegan & Plant-Based Creations,ITEM-001,Crispy Parmesan Truffle Fries,Appetizers & Small Plates,0.0082,0.1334,1.0435,0.000343,1.0064,743
ITEM-103,Korean Gochujang Crispy Tofu,Vegan & Plant-Based Creations,ITEM-001,Crispy Parmesan Truffle Fries,Appetizers & Small Plates,0.0071,0.1334,1.0434,0.000296,1.0064,643
ITEM-023,Smoked Brisket Panini,Artisanal Burgers & Handhelds,ITEM-088,Simple Garden House Salad,Farm-Fresh Salads & Grain Bowls,0.0057,0.101,1.0433,0.000238,1.0047,519
ITEM-100,Crispy Falafel Mezze Platter,Vegan & Plant-Based Creations,ITEM-140,Caramel Macchiato Sea Salt,Specialty Coffee & Beverages,0.0083,0.1215,1.0433,0.000346,1.0057,755
ITEM-016,DineIQ Smash Double Cheeseburger,Artisanal Burgers & Handhelds,ITEM-052,Steak Frites Garlic Herb Butter,Prime Steaks & Butcher Cuts,0.0148,0.1054,1.0431,0.000613,1.0049,1341
ITEM-052,Steak Frites Garlic Herb Butter,Prime Steaks & Butcher Cuts,ITEM-016,DineIQ Smash Double Cheeseburger,Artisanal Burgers & Handhelds,0.0148,0.1468,1.0431,0.000613,1.0071,1341
ITEM-068,Classic Fish & Chips Tartar,Chef Specials & Seafood,ITEM-041,Calabrian Sausage Rigatoni,Wood-Fired Pizzas & Pastas,0.0087,0.0801,1.043,0.000359,1.0036,788
ITEM-041,Calabrian Sausage Rigatoni,Wood-Fired Pizzas & Pastas,ITEM-068,Classic Fish & Chips Tartar,Chef Specials & Seafood,0.0087,0.1135,1.043,0.000359,1.0053,788
ITEM-070,Garlic Butter Tiger Prawns Skewer,Chef Specials & Seafood,ITEM-001,Crispy Parmesan Truffle Fries,Appetizers & Small Plates,0.0076,0.1333,1.0429,0.000314,1.0063,690
ITEM-046,USDA Prime Center-Cut Filet Mignon (8oz),Prime Steaks & Butcher Cuts,ITEM-107,Classic Madagascar Vanilla Bean Gelato,Handcrafted Desserts & Pastries,0.006,0.109,1.0429,0.000245,1.005,539
ITEM-021,California Turkey Avocado Club,Artisanal Burgers & Handhelds,ITEM-013,Loaded Queso Nachos,Appetizers & Small Plates,0.0058,0.0939,1.0429,0.000237,1.0043,521
ITEM-132,Aperol Spritz Prosecco Orange,Signature Cocktails & Mocktails,ITEM-041,Calabrian Sausage Rigatoni,Wood-Fired Pizzas & Pastas,0.0082,0.08,1.0428,0.000336,1.0036,740
ITEM-139,Vanilla Bean Oat Milk Latte,Specialty Coffee & Beverages,ITEM-020,Spicy Nashville Hot Chicken Bun,Artisanal Burgers & Handhelds,0.0123,0.0976,1.0428,0.000505,1.0044,1114
ITEM-020,Spicy Nashville Hot Chicken Bun,Artisanal Burgers & Handhelds,ITEM-139,Vanilla Bean Oat Milk Latte,Specialty Coffee & Beverages,0.0123,0.1315,1.0428,0.000505,1.0062,1114
ITEM-041,Calabrian Sausage Rigatoni,Wood-Fired Pizzas & Pastas,ITEM-132,Aperol Spritz Prosecco Orange,Signature Cocktails & Mocktails,0.0082,0.1066,1.0428,0.000336,1.0049,740
ITEM-128,Hibiscus Berry Botanical Fizz (Mocktail),Signature Cocktails & Mocktails,ITEM-007,Crispy Calamari Fritti,Appetizers & Small Plates,0.0057,0.0802,1.0427,0.000235,1.0036,519
ITEM-135,Red Sangria Pitcher (House Wine),Signature Cocktails & Mocktails,ITEM-107,Classic Madagascar Vanilla Bean Gelato,Handcrafted Desserts & Pastries,0.0063,0.109,1.0427,0.000258,1.005,569
ITEM-128,Hibiscus Berry Botanical Fizz (Mocktail),Signature Cocktails & Mocktails,ITEM-126,Espresso Martini Vanilla Foam,Signature Cocktails & Mocktails,0.0072,0.1012,1.0426,0.000296,1.0046,655
ITEM-119,Matcha Green Tea Crepe Cake,Handcrafted Desserts & Pastries,ITEM-136,DineIQ House Drip Roast Coffee,Specialty Coffee & Beverages,0.006,0.1575,1.0426,0.000246,1.0076,544
ITEM-044,Lasagna Bolognese Al Forno,Wood-Fired Pizzas & Pastas,ITEM-007,Crispy Calamari Fritti,Appetizers & Small Plates,0.0058,0.0802,1.0425,0.000239,1.0036,529
ITEM-112,Salted Caramel Creme Brulee,Handcrafted Desserts & Pastries,ITEM-142,Spiced Masala Chai Latte,Specialty Coffee & Beverages,0.0066,0.0816,1.0423,0.000266,1.0036,594
ITEM-086,Sesame Ahi Tuna Poke Bowl,Farm-Fresh Salads & Grain Bowls,ITEM-123,Spicy Passionfruit Mezcalita,Signature Cocktails & Mocktails,0.0059,0.0863,1.0423,0.00024,1.0038,535
ITEM-142,Spiced Masala Chai Latte,Specialty Coffee & Beverages,ITEM-112,Salted Caramel Creme Brulee,Handcrafted Desserts & Pastries,0.0066,0.0839,1.0423,0.000266,1.0037,594
ITEM-098,Avocado Supergreen Toast Sourdough,Vegan & Plant-Based Creations,ITEM-026,Classic BLT Sourdough,Artisanal Burgers & Handhelds,0.0061,0.0851,1.0422,0.000248,1.0038,554
ITEM-071,Steamed Blue Mussels White Wine,Chef Specials & Seafood,ITEM-139,Vanilla Bean Oat Milk Latte,Specialty Coffee & Beverages,0.0056,0.1314,1.042,0.000228,1.0061,511
ITEM-027,Chipotle Fish Tacos (3pcs),Artisanal Burgers & Handhelds,ITEM-032,Double Pepperoni Hot Honey Pizza,Wood-Fired Pizzas & Pastas,0.0073,0.1387,1.042,0.000294,1.0065,660
ITEM-116,Key Lime Tart Graham Crust,Handcrafted Desserts & Pastries,ITEM-144,Fresh Squeezed Orange Juice,Specialty Coffee & Beverages,0.0056,0.0901,1.042,0.000224,1.004,503
ITEM-137,Nitro Cold Brew Sweet Cream,Specialty Coffee & Beverages,ITEM-111,Traditional Italian Tiramisu,Handcrafted Desserts & Pastries,0.0105,0.0938,1.0418,0.000421,1.0042,949
ITEM-111,Traditional Italian Tiramisu,Handcrafted Desserts & Pastries,ITEM-137,Nitro Cold Brew Sweet Cream,Specialty Coffee & Beverages,0.0105,0.1165,1.0418,0.000421,1.0053,949
ITEM-131,Yuzu Lavender Gin Tonic,Signature Cocktails & Mocktails,ITEM-121,DineIQ House Draft Lager (Pint),Signature Cocktails & Mocktails,0.01,0.1386,1.0418,0.000401,1.0065,904
ITEM-003,Golden Mozzarella Sticks,Appetizers & Small Plates,ITEM-121,DineIQ House Draft Lager (Pint),Signature Cocktails & Mocktails,0.0147,0.1386,1.0417,0.00059,1.0064,1332
ITEM-023,Smoked Brisket Panini,Artisanal Burgers & Handhelds,ITEM-132,Aperol Spritz Prosecco Orange,Signature Cocktails & Mocktails,0.006,0.1065,1.0417,0.000242,1.0048,547
ITEM-121,DineIQ House Draft Lager (Pint),Signature Cocktails & Mocktails,ITEM-003,Golden Mozzarella Sticks,Appetizers & Small Plates,0.0147,0.1106,1.0417,0.00059,1.005,1332
ITEM-139,Vanilla Bean Oat Milk Latte,Specialty Coffee & Beverages,ITEM-120,Affogato al Caffe Espresso Scoop,Handcrafted Desserts & Pastries,0.0113,0.0895,1.0416,0.00045,1.0039,1021
ITEM-120,Affogato al Caffe Espresso Scoop,Handcrafted Desserts & Pastries,ITEM-139,Vanilla Bean Oat Milk Latte,Specialty Coffee & Beverages,0.0113,0.1314,1.0416,0.00045,1.006,1021
ITEM-077,Mediterranean Quinoa Crunch Bowl,Farm-Fresh Salads & Grain Bowls,ITEM-137,Nitro Cold Brew Sweet Cream,Specialty Coffee & Beverages,0.0097,0.1165,1.0415,0.000385,1.0052,876
ITEM-137,Nitro Cold Brew Sweet Cream,Specialty Coffee & Beverages,ITEM-077,Mediterranean Quinoa Crunch Bowl,Farm-Fresh Salads & Grain Bowls,0.0097,0.0866,1.0415,0.000385,1.0038,876
ITEM-025,Philly Ribeye Cheesesteak,Artisanal Burgers & Handhelds,ITEM-042,Spicy Diavola Pizza,Wood-Fired Pizzas & Pastas,0.0062,0.0902,1.0415,0.000246,1.004,559
ITEM-085,Blackened Salmon Cobb Salad,Farm-Fresh Salads & Grain Bowls,ITEM-140,Caramel Macchiato Sea Salt,Specialty Coffee & Beverages,0.0079,0.1212,1.0413,0.000313,1.0055,715
ITEM-100,Crispy Falafel Mezze Platter,Vegan & Plant-Based Creations,ITEM-076,DineIQ Signature Caesar Salad,Farm-Fresh Salads & Grain Bowls,0.0084,0.1227,1.0412,0.000334,1.0055,763
ITEM-147,Belgian Hot Chocolate Marshmallows,Specialty Coffee & Beverages,ITEM-016,DineIQ Smash Double Cheeseburger,Artisanal Burgers & Handhelds,0.0093,0.1465,1.0411,0.000368,1.0068,843
ITEM-023,Smoked Brisket Panini,Artisanal Burgers & Handhelds,ITEM-126,Espresso Martini Vanilla Foam,Signature Cocktails & Mocktails,0.0057,0.101,1.0409,0.000225,1.0044,519
ITEM-080,Roasted Beet & Goat Cheese Bowl,Farm-Fresh Salads & Grain Bowls,ITEM-126,Espresso Martini Vanilla Foam,Signature Cocktails & Mocktails,0.0053,0.101,1.0409,0.000207,1.0044,477
ITEM-009,Truffle Whipped Burrata,Appetizers & Small Plates,ITEM-089,Southwest Chipotle Chicken Bowl,Farm-Fresh Salads & Grain Bowls,0.006,0.0882,1.0409,0.000237,1.0038,545
ITEM-013,Loaded Queso Nachos,Appetizers & Small Plates,ITEM-042,Spicy Diavola Pizza,Wood-Fired Pizzas & Pastas,0.0081,0.0901,1.0408,0.000318,1.0039,734
ITEM-042,Spicy Diavola Pizza,Wood-Fired Pizzas & Pastas,ITEM-013,Loaded Queso Nachos,Appetizers & Small Plates,0.0081,0.0937,1.0408,0.000318,1.0041,734
ITEM-146,Acai Berry Superfood Smoothie,Specialty Coffee & Beverages,ITEM-130,Classic Moscow Mule Copper Mug,Signature Cocktails & Mocktails,0.0059,0.095,1.0407,0.00023,1.0041,531
ITEM-088,Simple Garden House Salad,Farm-Fresh Salads & Grain Bowls,ITEM-091,Beyond Meat Gourmet Burger,Vegan & Plant-Based Creations,0.0083,0.0859,1.0406,0.000324,1.0037,752
ITEM-091,Beyond Meat Gourmet Burger,Vegan & Plant-Based Creations,ITEM-088,Simple Garden House Salad,Farm-Fresh Salads & Grain Bowls,0.0083,0.1008,1.0406,0.000324,1.0044,752
ITEM-044,Lasagna Bolognese Al Forno,Wood-Fired Pizzas & Pastas,ITEM-019,BBQ Pulled Pork Brioche,Artisanal Burgers & Handhelds,0.0061,0.0838,1.0405,0.000238,1.0036,553
ITEM-077,Mediterranean Quinoa Crunch Bowl,Farm-Fresh Salads & Grain Bowls,ITEM-017,Crispy Buttermilk Chicken Sandwich,Artisanal Burgers & Handhelds,0.0107,0.1286,1.0405,0.000417,1.0058,967
ITEM-017,Crispy Buttermilk Chicken Sandwich,Artisanal Burgers & Handhelds,ITEM-077,Mediterranean Quinoa Crunch Bowl,Farm-Fresh Salads & Grain Bowls,0.0107,0.0865,1.0405,0.000417,1.0037,967
ITEM-129,Smoked Rosemary Paloma Tequila,Signature Cocktails & Mocktails,ITEM-077,Mediterranean Quinoa Crunch Bowl,Farm-Fresh Salads & Grain Bowls,0.0066,0.0865,1.0405,0.000255,1.0037,593
ITEM-041,Calabrian Sausage Rigatoni,Wood-Fired Pizzas & Pastas,ITEM-127,Zero-Proof Cucumber Mint Cooler,Signature Cocktails & Mocktails,0.0064,0.0828,1.0404,0.000247,1.0035,575
ITEM-082,Wild Rice & Avocado Harvest Bowl,Farm-Fresh Salads & Grain Bowls,ITEM-002,Classic Buffalo Chicken Wings,Appetizers & Small Plates,0.0071,0.1253,1.0404,0.000277,1.0056,646
ITEM-046,USDA Prime Center-Cut Filet Mignon (8oz),Prime Steaks & Butcher Cuts,ITEM-088,Simple Garden House Salad,Farm-Fresh Salads & Grain Bowls,0.0055,0.1007,1.0403,0.000213,1.0043,498
ITEM-034,Prosciutto e Rucola Pizza,Wood-Fired Pizzas & Pastas,ITEM-136,DineIQ House Drip Roast Coffee,Specialty Coffee & Beverages,0.0091,0.1572,1.0402,0.000351,1.0072,821
ITEM-091,Beyond Meat Gourmet Burger,Vegan & Plant-Based Creations,ITEM-120,Affogato al Caffe Espresso Scoop,Handcrafted Desserts & Pastries,0.0074,0.0894,1.0402,0.000285,1.0038,667
ITEM-120,Affogato al Caffe Espresso Scoop,Handcrafted Desserts & Pastries,ITEM-091,Beyond Meat Gourmet Burger,Vegan & Plant-Based Creations,0.0074,0.0858,1.0402,0.000285,1.0036,667
ITEM-116,Key Lime Tart Graham Crust,Handcrafted Desserts & Pastries,ITEM-013,Loaded Queso Nachos,Appetizers & Small Plates,0.0058,0.0937,1.0402,0.000223,1.004,523
