price_history_id,item_id,location_id,base_price,cost_price,effective_start_date,effective_end_date,change_reason,complexity_profile
PRH-000410,ITEM-057,LOC-010,65.17,30.18,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,PROFITABLE_LOW_SELLING
PRH-000411,ITEM-073,LOC-011,54.34,22.93,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,PROFITABLE_LOW_SELLING
PRH-000412,ITEM-042,LOC-011,23.46,8.79,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000413,ITEM-097,LOC-011,19.14,6.5,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000414,ITEM-123,LOC-011,19.14,3.95,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000415,ITEM-007,LOC-011,19.75,9.55,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000416,ITEM-048,LOC-011,69.16,33.12,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000417,ITEM-070,LOC-011,33.34,14.65,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000418,ITEM-115,LOC-011,12.35,3.82,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000419,ITEM-022,LOC-011,21.61,10.19,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000420,ITEM-081,LOC-011,19.76,7.9,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000421,ITEM-137,LOC-011,7.4,1.4,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000422,ITEM-059,LOC-011,34.58,17.2,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000423,ITEM-147,LOC-011,6.79,1.4,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000424,ITEM-109,LOC-011,11.73,3.57,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000425,ITEM-024,LOC-011,18.52,7.39,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000426,ITEM-013,LOC-011,16.04,7.01,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000427,ITEM-035,LOC-011,51.87,14.65,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,PROFITABLE_LOW_SELLING
PRH-000428,ITEM-050,LOC-011,44.46,18.47,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000429,ITEM-090,LOC-011,17.29,5.73,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000430,ITEM-113,LOC-011,29.64,7.01,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,PROFITABLE_LOW_SELLING
PRH-000431,ITEM-029,LOC-011,41.99,18.47,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,PROFITABLE_LOW_SELLING
PRH-000432,ITEM-116,LOC-011,11.73,3.44,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000433,ITEM-130,LOC-011,16.67,3.19,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000434,ITEM-053,LOC-011,41.99,17.58,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000435,ITEM-057,LOC-011,60.51,28.03,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,PROFITABLE_LOW_SELLING
PRH-000436,ITEM-073,LOC-012,57.68,24.34,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,PROFITABLE_LOW_SELLING
PRH-000437,ITEM-042,LOC-012,24.91,9.33,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000438,ITEM-097,LOC-012,20.32,6.9,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000439,ITEM-123,LOC-012,20.32,4.19,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000440,ITEM-007,LOC-012,20.96,10.14,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000441,ITEM-048,LOC-012,73.42,35.16,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000442,ITEM-070,LOC-012,35.4,15.55,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000443,ITEM-115,LOC-012,13.11,4.06,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000444,ITEM-022,LOC-012,22.94,10.82,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000445,ITEM-081,LOC-012,20.98,8.38,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000446,ITEM-137,LOC-012,7.85,1.49,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000447,ITEM-059,LOC-012,36.71,18.26,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000448,ITEM-147,LOC-012,7.21,1.49,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000449,ITEM-109,LOC-012,12.45,3.79,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000450,ITEM-024,LOC-012,19.66,7.84,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000451,ITEM-013,LOC-012,17.03,7.44,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000452,ITEM-035,LOC-012,55.06,15.55,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,PROFITABLE_LOW_SELLING
PRH-000453,ITEM-050,LOC-012,47.2,19.61,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000454,ITEM-090,LOC-012,18.35,6.09,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000455,ITEM-113,LOC-012,31.46,7.44,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,PROFITABLE_LOW_SELLING
PRH-000456,ITEM-029,LOC-012,44.57,19.61,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,PROFITABLE_LOW_SELLING
PRH-000457,ITEM-116,LOC-012,12.45,3.65,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000458,ITEM-130,LOC-012,17.7,3.38,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000459,ITEM-053,LOC-012,44.57,18.66,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000460,ITEM-057,LOC-012,64.24,29.75,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,PROFITABLE_LOW_SELLING
PRH-000461,ITEM-073,LOC-013,55.18,23.28,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,PROFITABLE_LOW_SELLING
PRH-000462,ITEM-042,LOC-013,23.83,8.93,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000463,ITEM-097,LOC-013,19.44,6.6,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000464,ITEM-123,LOC-013,19.44,4.01,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000465,ITEM-007,LOC-013,20.05,9.7,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000466,ITEM-048,LOC-013,70.22,33.63,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000467,ITEM-070,LOC-013,33.86,14.88,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000468,ITEM-115,LOC-013,12.54,3.88,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000469,ITEM-022,LOC-013,21.95,10.35,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000470,ITEM-081,LOC-013,20.06,8.02,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000471,ITEM-137,LOC-013,7.51,1.42,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000472,ITEM-059,LOC-013,35.11,17.46,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000473,ITEM-147,LOC-013,6.9,1.42,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000474,ITEM-109,LOC-013,11.91,3.62,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000475,ITEM-024,LOC-013,18.81,7.5,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000476,ITEM-013,LOC-013,16.29,7.11,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000477,ITEM-035,LOC-013,52.67,14.88,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,PROFITABLE_LOW_SELLING
PRH-000478,ITEM-050,LOC-013,45.14,18.76,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000479,ITEM-090,LOC-013,17.56,5.82,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000480,ITEM-113,LOC-013,30.1,7.11,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,PROFITABLE_LOW_SELLING
PRH-000481,ITEM-029,LOC-013,42.64,18.76,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,PROFITABLE_LOW_SELLING
PRH-000482,ITEM-116,LOC-013,11.91,3.49,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000483,ITEM-130,LOC-013,16.93,3.23,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000484,ITEM-053,LOC-013,42.64,17.85,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000485,ITEM-057,LOC-013,61.45,28.46,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,PROFITABLE_LOW_SELLING
PRH-000486,ITEM-073,LOC-016,53.5,22.58,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,PROFITABLE_LOW_SELLING
PRH-000487,ITEM-042,LOC-016,23.1,8.66,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000488,ITEM-097,LOC-016,18.85,6.4,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000489,ITEM-123,LOC-016,18.85,3.89,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000490,ITEM-007,LOC-016,19.44,9.41,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000491,ITEM-048,LOC-016,68.1,32.61,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000492,ITEM-070,LOC-016,32.83,14.43,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000493,ITEM-115,LOC-016,12.16,3.76,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000494,ITEM-022,LOC-016,21.28,10.04,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000495,ITEM-081,LOC-016,19.46,7.78,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000496,ITEM-137,LOC-016,7.28,1.38,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000497,ITEM-059,LOC-016,34.05,16.93,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000498,ITEM-147,LOC-016,6.69,1.38,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000499,ITEM-109,LOC-016,11.55,3.51,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000500,ITEM-024,LOC-016,18.24,7.28,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000501,ITEM-013,LOC-016,15.8,6.9,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000502,ITEM-035,LOC-016,51.07,14.43,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,PROFITABLE_LOW_SELLING
PRH-000503,ITEM-050,LOC-016,43.78,18.19,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000504,ITEM-090,LOC-016,17.02,5.64,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000505,ITEM-113,LOC-016,29.18,6.9,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,PROFITABLE_LOW_SELLING
PRH-000506,ITEM-029,LOC-016,41.34,18.19,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,PROFITABLE_LOW_SELLING
PRH-000507,ITEM-116,LOC-016,11.55,3.39,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000508,ITEM-130,LOC-016,16.42,3.14,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000509,ITEM-053,LOC-016,41.34,17.31,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000510,ITEM-057,LOC-016,59.58,27.6,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,PROFITABLE_LOW_SELLING
PRH-000511,ITEM-073,LOC-020,52.25,22.05,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,PROFITABLE_LOW_SELLING
PRH-000512,ITEM-042,LOC-020,22.56,8.45,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000513,ITEM-097,LOC-020,18.41,6.25,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000514,ITEM-123,LOC-020,18.41,3.8,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000515,ITEM-007,LOC-020,18.99,9.19,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000516,ITEM-048,LOC-020,66.5,31.85,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000517,ITEM-070,LOC-020,32.06,14.09,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000518,ITEM-115,LOC-020,11.88,3.68,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000519,ITEM-022,LOC-020,20.78,9.8,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000520,ITEM-081,LOC-020,19.0,7.6,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000521,ITEM-137,LOC-020,7.11,1.35,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000522,ITEM-059,LOC-020,33.25,16.54,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000523,ITEM-147,LOC-020,6.53,1.35,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000524,ITEM-109,LOC-020,11.28,3.43,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000525,ITEM-024,LOC-020,17.81,7.11,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000526,ITEM-013,LOC-020,15.43,6.74,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000527,ITEM-035,LOC-020,49.88,14.09,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,PROFITABLE_LOW_SELLING
PRH-000528,ITEM-050,LOC-020,42.75,17.76,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000529,ITEM-090,LOC-020,16.62,5.51,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000530,ITEM-113,LOC-020,28.5,6.74,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,PROFITABLE_LOW_SELLING
PRH-000531,ITEM-029,LOC-020,40.38,17.76,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,PROFITABLE_LOW_SELLING
PRH-000532,ITEM-116,LOC-020,11.28,3.31,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000533,ITEM-130,LOC-020,16.03,3.06,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000534,ITEM-053,LOC-020,40.38,16.91,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000535,ITEM-057,LOC-020,58.19,26.95,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,PROFITABLE_LOW_SELLING
