customer_id,recency,frequency,monetary_value,average_order_value,visit_frequency,favorite_menu_categories,promotion_sensitivity,ordering_channel,time_of_day_preference,repeat_behavior,r_score,f_score,m_score,rfm_cell,rfm_composite_index,customer_segment
CUST-29467,26,3,830.71,276.9,134.0,Signature Cocktails & Mocktails,0.3333,TAKEOUT,Dinner,0.1071,5,5,5,555,5.0,High-Value Loyal Customers
CUST-29468,61,1,167.22,167.22,180.0,Artisanal Burgers & Handhelds,0.0,TAKEOUT,Dinner,0.0,4,2,2,422,2.8,Occasional Customers
CUST-29469,37,2,686.19,343.1,240.0,Wood-Fired Pizzas & Pastas,1.0,TAKEOUT,Dinner,0.1176,5,4,4,544,4.4,New Customers
CUST-29470,212,2,689.85,344.93,125.0,Prime Steaks & Butcher Cuts,1.0,TAKEOUT,Lunch,0.0,2,4,4,244,3.2,At-Risk Customers
CUST-29471,292,1,327.18,327.18,180.0,Specialty Coffee & Beverages,0.0,DINE_IN,Dinner,0.0,2,2,3,223,2.3,Occasional Customers
CUST-29472,143,1,169.92,169.92,180.0,Artisanal Burgers & Handhelds,0.0,DELIVERY,Dinner,0.0,3,2,2,322,2.4,Occasional Customers
CUST-29473,69,4,868.3,217.08,94.3,Specialty Coffee & Beverages,0.75,TAKEOUT,Dinner,0.0833,4,5,5,455,4.6,Promotion-Driven Customers
CUST-29474,74,2,718.07,359.03,82.0,Farm-Fresh Salads & Grain Bowls,0.0,DINE_IN,Lunch,0.1176,4,4,4,444,4.0,Occasional Customers
CUST-29475,175,5,1382.51,276.5,22.8,Artisanal Burgers & Handhelds,0.0,DELIVERY,Dinner,0.2174,2,5,5,255,3.8,At-Risk Customers
CUST-29476,347,1,159.05,159.05,180.0,Artisanal Burgers & Handhelds,1.0,DINE_IN,Dinner,0.0,1,2,2,122,1.6,Occasional Customers
CUST-29477,178,2,497.31,248.66,70.0,Handcrafted Desserts & Pastries,0.0,DINE_IN,Lunch,0.0,2,4,3,243,2.9,At-Risk Customers
CUST-29478,295,1,240.33,240.33,180.0,Signature Cocktails & Mocktails,0.0,DINE_IN,Lunch,0.0,2,2,2,222,2.0,Occasional Customers
CUST-29479,34,5,1375.18,275.04,66.0,Artisanal Burgers & Handhelds,0.6,DELIVERY,Lunch,0.1351,5,5,5,555,5.0,Promotion-Driven Customers
CUST-29480,53,2,511.39,255.7,251.0,Handcrafted Desserts & Pastries,0.0,DINE_IN,Dinner,0.0556,4,4,4,444,4.0,New Customers
CUST-29481,5,4,1137.14,284.28,114.3,Signature Cocktails & Mocktails,0.5,DINE_IN,Lunch,0.1081,5,5,5,555,5.0,Promotion-Driven Customers
CUST-29482,37,2,744.46,372.23,105.0,Signature Cocktails & Mocktails,1.0,DELIVERY,Lunch,0.05,5,4,4,544,4.4,New Customers
CUST-29483,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-29484,19,3,758.06,252.69,105.5,Vegan & Plant-Based Creations,0.3333,TAKEOUT,Dinner,0.1111,5,5,4,554,4.7,High-Value Loyal Customers
CUST-29485,5,3,495.27,165.09,147.0,Handcrafted Desserts & Pastries,1.0,DINE_IN,Lunch,0.0833,5,5,3,553,4.4,Promotion-Driven Customers
CUST-29486,16,3,666.56,222.19,83.0,Specialty Coffee & Beverages,0.3333,TAKEOUT,Lunch,0.0833,5,5,4,554,4.7,High-Value Loyal Customers
CUST-29487,157,2,277.57,138.79,169.0,Farm-Fresh Salads & Grain Bowls,0.5,DRIVE_THRU,Dinner,0.0769,3,4,2,342,3.0,At-Risk Customers
CUST-29488,53,5,1134.61,226.92,37.8,Vegan & Plant-Based Creations,0.6,DRIVE_THRU,Dinner,0.175,4,5,5,455,4.6,Promotion-Driven Customers
CUST-29489,146,1,212.49,212.49,180.0,Handcrafted Desserts & Pastries,1.0,DINE_IN,Lunch,0.0,3,2,2,322,2.4,Occasional Customers
CUST-29490,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-29491,257,3,783.35,261.12,49.0,Appetizers & Small Plates,0.0,DINE_IN,Dinner,0.0667,2,5,5,255,3.8,At-Risk Customers
CUST-29492,26,3,650.96,216.99,152.5,Wood-Fired Pizzas & Pastas,0.6667,DINE_IN,Dinner,0.0833,5,5,4,554,4.7,Promotion-Driven Customers
CUST-29493,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-29494,74,2,567.34,283.67,246.0,Specialty Coffee & Beverages,0.0,DELIVERY,Dinner,0.0455,4,4,4,444,4.0,Occasional Customers
CUST-29495,72,1,200.25,200.25,180.0,Specialty Coffee & Beverages,0.0,DINE_IN,Dinner,0.0,4,2,2,422,2.8,Occasional Customers
CUST-29496,82,2,434.47,217.24,78.0,Artisanal Burgers & Handhelds,0.5,DINE_IN,Dinner,0.0,4,4,3,443,3.7,Promotion-Driven Customers
CUST-29497,118,2,779.82,389.91,188.0,Farm-Fresh Salads & Grain Bowls,0.0,DELIVERY,Dinner,0.0,3,4,5,345,3.9,Occasional Customers
CUST-29498,47,2,801.2,400.6,88.0,Signature Cocktails & Mocktails,0.5,DINE_IN,Lunch,0.0435,4,4,5,445,4.3,New Customers
CUST-29499,208,1,117.69,117.69,180.0,Artisanal Burgers & Handhelds,0.0,DINE_IN,Lunch,0.0,2,2,1,221,1.7,Occasional Customers
CUST-29500,119,2,525.72,262.86,100.0,Handcrafted Desserts & Pastries,0.0,DINE_IN,Dinner,0.0526,3,4,4,344,3.6,Occasional Customers
CUST-29501,80,2,382.66,191.33,199.0,Specialty Coffee & Beverages,0.0,DINE_IN,Lunch,0.0,4,4,3,443,3.7,Occasional Customers
CUST-29502,22,2,537.72,268.86,312.0,Artisanal Burgers & Handhelds,0.0,DINE_IN,Dinner,0.0909,5,4,4,544,4.4,New Customers
CUST-29503,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-29504,157,2,557.53,278.77,33.0,Artisanal Burgers & Handhelds,1.0,DINE_IN,Dinner,0.0,3,4,4,344,3.6,At-Risk Customers
CUST-29505,3,4,1216.62,304.16,77.0,Handcrafted Desserts & Pastries,0.25,DINE_IN,Dinner,0.1471,5,5,5,555,5.0,High-Value Loyal Customers
CUST-29506,105,2,333.94,166.97,247.0,Artisanal Burgers & Handhelds,0.0,DRIVE_THRU,Lunch,0.0833,3,4,3,343,3.3,Occasional Customers
CUST-29507,363,1,223.72,223.72,180.0,Signature Cocktails & Mocktails,0.0,DELIVERY,Dinner,0.0,1,2,2,122,1.6,Occasional Customers
CUST-29508,89,2,324.12,162.06,194.0,Artisanal Burgers & Handhelds,0.5,DRIVE_THRU,Lunch,0.0,4,4,3,443,3.7,Promotion-Driven Customers
CUST-29509,173,1,105.97,105.97,180.0,Vegan & Plant-Based Creations,0.0,DINE_IN,Lunch,0.0,3,2,1,321,2.1,Occasional Customers
CUST-29510,44,1,315.46,315.46,180.0,Artisanal Burgers & Handhelds,0.0,DRIVE_THRU,Dinner,0.0,4,2,3,423,3.1,New Customers
CUST-29511,155,2,481.71,240.86,67.0,Artisanal Burgers & Handhelds,0.0,DRIVE_THRU,Dinner,0.0625,3,4,3,343,3.3,At-Risk Customers
CUST-29512,262,1,281.7,281.7,180.0,Specialty Coffee & Beverages,0.0,DRIVE_THRU,Lunch,0.0,2,2,2,222,2.0,Occasional Customers
CUST-29513,24,1,149.3,149.3,180.0,Artisanal Burgers & Handhelds,0.0,DINE_IN,Dinner,0.0,5,2,2,522,3.2,New Customers
CUST-29514,43,2,394.21,197.11,207.0,Farm-Fresh Salads & Grain Bowls,0.5,TAKEOUT,Dinner,0.0588,4,4,3,443,3.7,New Customers
CUST-29515,179,2,646.69,323.35,163.0,Farm-Fresh Salads & Grain Bowls,0.5,DELIVERY,Dinner,0.0526,2,4,4,244,3.2,At-Risk Customers
CUST-29516,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-29517,119,4,750.09,187.52,60.3,Specialty Coffee & Beverages,0.0,DINE_IN,Dinner,0.0741,3,5,4,354,3.9,High-Value Loyal Customers
CUST-29518,240,1,291.58,291.58,180.0,Wood-Fired Pizzas & Pastas,1.0,DINE_IN,Dinner,0.0,2,2,2,222,2.0,Occasional Customers
CUST-29519,272,1,442.73,442.73,180.0,Signature Cocktails & Mocktails,0.0,DRIVE_THRU,Lunch,0.0,2,2,3,223,2.3,Occasional Customers
CUST-29520,93,1,105.78,105.78,180.0,Farm-Fresh Salads & Grain Bowls,1.0,TAKEOUT,Dinner,0.0,4,2,1,421,2.5,Occasional Customers
CUST-29521,65,2,617.93,308.97,112.0,Signature Cocktails & Mocktails,0.5,DELIVERY,Dinner,0.1111,4,4,4,444,4.0,Promotion-Driven Customers
CUST-29522,48,1,287.08,287.08,180.0,Chef Specials & Seafood,1.0,DINE_IN,Lunch,0.0,4,2,2,422,2.8,New Customers
CUST-29523,232,1,221.22,221.22,180.0,Appetizers & Small Plates,1.0,DINE_IN,Lunch,0.0,2,2,2,222,2.0,Occasional Customers
CUST-29524,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-29525,21,5,1219.35,243.87,84.8,Artisanal Burgers & Handhelds,0.2,DELIVERY,Lunch,0.0952,5,5,5,555,5.0,High-Value Loyal Customers
CUST-29526,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-29527,129,1,304.65,304.65,180.0,Signature Cocktails & Mocktails,0.0,TAKEOUT,Dinner,0.0,3,2,2,322,2.4,Occasional Customers
CUST-29528,1,3,1220.25,406.75,179.0,Wood-Fired Pizzas & Pastas,0.6667,DELIVERY,Lunch,0.0667,5,5,5,555,5.0,Promotion-Driven Customers
CUST-29529,163,3,936.01,312.0,38.5,Wood-Fired Pizzas & Pastas,0.3333,DINE_IN,Dinner,0.0769,3,5,5,355,4.2,At-Risk Customers
CUST-29530,145,3,893.18,297.73,75.0,Specialty Coffee & Beverages,0.6667,DINE_IN,Lunch,0.0313,3,5,5,355,4.2,Promotion-Driven Customers
CUST-29531,192,4,1527.61,381.9,45.7,Signature Cocktails & Mocktails,1.0,DELIVERY,Dinner,0.0811,2,5,5,255,3.8,At-Risk Customers
CUST-29532,207,2,386.56,193.28,106.0,Wood-Fired Pizzas & Pastas,0.0,DELIVERY,Dinner,0.0,2,4,3,243,2.9,At-Risk Customers
CUST-29533,313,1,509.73,509.73,180.0,Wood-Fired Pizzas & Pastas,1.0,TAKEOUT,Lunch,0.0,2,2,4,224,2.6,Occasional Customers
CUST-29534,231,2,442.99,221.5,60.0,Artisanal Burgers & Handhelds,0.5,DELIVERY,Lunch,0.0,2,4,3,243,2.9,At-Risk Customers
CUST-29535,134,1,78.74,78.74,180.0,Specialty Coffee & Beverages,1.0,TAKEOUT,Lunch,0.0,3,2,1,321,2.1,Occasional Customers
CUST-29536,286,1,188.82,188.82,180.0,Appetizers & Small Plates,0.0,TAKEOUT,Lunch,0.0,2,2,2,222,2.0,Occasional Customers
CUST-29537,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-29538,46,2,478.67,239.33,45.0,Farm-Fresh Salads & Grain Bowls,0.5,TAKEOUT,Lunch,0.0556,4,4,3,443,3.7,New Customers
CUST-29539,94,3,1002.01,334.0,105.0,Specialty Coffee & Beverages,0.3333,DINE_IN,Dinner,0.1563,4,5,5,455,4.6,High-Value Loyal Customers
CUST-29540,21,3,802.8,267.6,83.5,Specialty Coffee & Beverages,0.6667,DINE_IN,Lunch,0.1034,5,5,5,555,5.0,Promotion-Driven Customers
CUST-29541,86,3,1370.46,456.82,42.0,Handcrafted Desserts & Pastries,0.3333,DINE_IN,Lunch,0.0625,4,5,5,455,4.6,High-Value Loyal Customers
CUST-29542,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-29543,341,1,197.53,197.53,180.0,Artisanal Burgers & Handhelds,0.0,TAKEOUT,Lunch,0.0,1,2,2,122,1.6,Occasional Customers
CUST-29544,201,1,301.44,301.44,180.0,Prime Steaks & Butcher Cuts,1.0,DRIVE_THRU,Lunch,0.0,2,2,2,222,2.0,Occasional Customers
CUST-29545,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-29546,56,2,659.2,329.6,120.0,Artisanal Burgers & Handhelds,0.5,DINE_IN,Dinner,0.0435,4,4,4,444,4.0,New Customers
CUST-29547,39,2,546.86,273.43,261.0,Artisanal Burgers & Handhelds,0.0,TAKEOUT,Lunch,0.0,4,4,4,444,4.0,New Customers
CUST-29548,77,3,757.31,252.44,11.0,Signature Cocktails & Mocktails,0.6667,TAKEOUT,Dinner,0.0333,4,5,4,454,4.3,Promotion-Driven Customers
CUST-29549,297,1,459.59,459.59,180.0,Specialty Coffee & Beverages,0.0,DELIVERY,Dinner,0.0,2,2,3,223,2.3,Occasional Customers
CUST-29550,13,2,357.58,178.79,37.0,Artisanal Burgers & Handhelds,0.5,DELIVERY,Lunch,0.1333,5,4,3,543,4.1,New Customers
CUST-29551,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-29552,0,3,1041.62,347.21,140.0,Signature Cocktails & Mocktails,0.6667,DELIVERY,Lunch,0.0857,5,5,5,555,5.0,Promotion-Driven Customers
CUST-29553,190,1,394.59,394.59,180.0,Wood-Fired Pizzas & Pastas,0.0,DINE_IN,Lunch,0.0,2,2,3,223,2.3,Occasional Customers
CUST-29554,4,1,251.11,251.11,180.0,Specialty Coffee & Beverages,0.0,DELIVERY,Dinner,0.0,5,2,2,522,3.2,New Customers
CUST-29555,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-29556,64,4,868.44,217.11,70.3,Vegan & Plant-Based Creations,0.25,TAKEOUT,Dinner,0.0667,4,5,5,455,4.6,High-Value Loyal Customers
CUST-29557,44,2,636.23,318.12,59.0,Handcrafted Desserts & Pastries,0.0,DELIVERY,Dinner,0.12,4,4,4,444,4.0,New Customers
CUST-29558,24,2,658.2,329.1,24.0,Vegan & Plant-Based Creations,0.5,TAKEOUT,Lunch,0.0,5,4,4,544,4.4,New Customers
CUST-29559,169,3,1233.13,411.04,40.0,Vegan & Plant-Based Creations,0.6667,DELIVERY,Dinner,0.2,3,5,5,355,4.2,At-Risk Customers
CUST-29560,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-29561,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-29562,124,3,833.88,277.96,34.0,Appetizers & Small Plates,0.3333,DINE_IN,Lunch,0.0769,3,5,5,355,4.2,Occasional Customers
CUST-29563,23,3,743.49,247.83,82.5,Signature Cocktails & Mocktails,0.3333,DINE_IN,Dinner,0.0,5,5,4,554,4.7,High-Value Loyal Customers
CUST-29564,59,2,353.49,176.75,140.0,Signature Cocktails & Mocktails,1.0,DINE_IN,Dinner,0.0,4,4,3,443,3.7,New Customers
CUST-29565,295,1,313.35,313.35,180.0,Prime Steaks & Butcher Cuts,0.0,DINE_IN,Lunch,0.0,2,2,3,223,2.3,Occasional Customers
CUST-29566,11,1,114.88,114.88,180.0,Signature Cocktails & Mocktails,0.0,DINE_IN,Dinner,0.0,5,2,1,521,2.9,New Customers
CUST-29567,119,2,803.16,401.58,221.0,Appetizers & Small Plates,1.0,TAKEOUT,Lunch,0.05,3,4,5,345,3.9,Promotion-Driven Customers
CUST-29568,117,1,322.5,322.5,180.0,Vegan & Plant-Based Creations,0.0,DINE_IN,Lunch,0.0,3,2,3,323,2.7,Occasional Customers
CUST-29569,45,2,494.32,247.16,67.0,Signature Cocktails & Mocktails,1.0,DELIVERY,Lunch,0.0526,4,4,3,443,3.7,New Customers
CUST-29570,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-29571,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-29572,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-29573,261,1,513.01,513.01,180.0,Wood-Fired Pizzas & Pastas,0.0,DRIVE_THRU,Lunch,0.0,2,2,4,224,2.6,Occasional Customers
CUST-29574,65,3,996.11,332.04,120.0,Wood-Fired Pizzas & Pastas,0.0,DRIVE_THRU,Dinner,0.1538,4,5,5,455,4.6,High-Value Loyal Customers
CUST-29575,54,2,685.88,342.94,263.0,Vegan & Plant-Based Creations,0.5,DINE_IN,Dinner,0.0909,4,4,4,444,4.0,New Customers
CUST-29576,137,1,216.99,216.99,180.0,Farm-Fresh Salads & Grain Bowls,0.0,TAKEOUT,Dinner,0.0,3,2,2,322,2.4,Occasional Customers
CUST-29577,206,2,532.42,266.21,142.0,Vegan & Plant-Based Creations,0.5,DINE_IN,Lunch,0.0,2,4,4,244,3.2,At-Risk Customers
CUST-29578,335,1,282.59,282.59,180.0,Handcrafted Desserts & Pastries,0.0,DINE_IN,Lunch,0.0,1,2,2,122,1.6,Occasional Customers
CUST-29579,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-29580,115,2,315.45,157.73,192.0,Vegan & Plant-Based Creations,0.0,DRIVE_THRU,Dinner,0.1538,3,4,3,343,3.3,Occasional Customers
CUST-29581,58,2,466.51,233.26,111.0,Specialty Coffee & Beverages,0.0,DELIVERY,Lunch,0.0,4,4,3,443,3.7,New Customers
CUST-29582,143,2,400.74,200.37,192.0,Prime Steaks & Butcher Cuts,0.0,DINE_IN,Dinner,0.0714,3,4,3,343,3.3,Occasional Customers
CUST-29583,72,2,613.39,306.7,160.0,Specialty Coffee & Beverages,0.0,DINE_IN,Dinner,0.0,4,4,4,444,4.0,Occasional Customers
CUST-29584,110,2,421.36,210.68,121.0,Appetizers & Small Plates,0.5,DRIVE_THRU,Dinner,0.0,3,4,3,343,3.3,Promotion-Driven Customers
CUST-29585,74,2,551.0,275.5,106.0,Handcrafted Desserts & Pastries,0.0,DINE_IN,Lunch,0.0556,4,4,4,444,4.0,Occasional Customers
CUST-29586,2,2,808.76,404.38,209.0,Appetizers & Small Plates,0.0,DELIVERY,Dinner,0.1111,5,4,5,545,4.7,New Customers
CUST-29587,110,4,1199.49,299.87,59.7,Wood-Fired Pizzas & Pastas,0.5,DELIVERY,Dinner,0.1026,3,5,5,355,4.2,Promotion-Driven Customers
CUST-29588,193,2,859.25,429.63,41.0,Vegan & Plant-Based Creations,0.5,TAKEOUT,Lunch,0.0909,2,4,5,245,3.5,At-Risk Customers
CUST-29589,17,2,645.66,322.83,211.0,Appetizers & Small Plates,0.0,DELIVERY,Dinner,0.0476,5,4,4,544,4.4,New Customers
CUST-29590,181,2,533.75,266.88,11.0,Farm-Fresh Salads & Grain Bowls,0.5,TAKEOUT,Dinner,0.0,2,4,4,244,3.2,At-Risk Customers
CUST-29591,111,2,581.27,290.64,251.0,Artisanal Burgers & Handhelds,0.0,TAKEOUT,Dinner,0.0,3,4,4,344,3.6,Occasional Customers
CUST-29592,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-29593,69,3,865.27,288.42,121.5,Appetizers & Small Plates,0.0,TAKEOUT,Dinner,0.069,4,5,5,455,4.6,High-Value Loyal Customers
CUST-29594,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-29595,28,2,417.88,208.94,31.0,Vegan & Plant-Based Creations,0.5,DINE_IN,Lunch,0.0,5,4,3,543,4.1,New Customers
CUST-29596,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-29597,30,6,1867.68,311.28,38.6,Appetizers & Small Plates,0.1667,DINE_IN,Lunch,0.2632,5,5,5,555,5.0,High-Value Loyal Customers
CUST-29598,88,2,584.53,292.27,202.0,Farm-Fresh Salads & Grain Bowls,0.0,DRIVE_THRU,Dinner,0.0,4,4,4,444,4.0,Occasional Customers
CUST-29599,352,1,260.61,260.61,180.0,Specialty Coffee & Beverages,1.0,DINE_IN,Lunch,0.0,1,2,2,122,1.6,Occasional Customers
CUST-29600,222,1,368.71,368.71,180.0,Signature Cocktails & Mocktails,0.0,DINE_IN,Lunch,0.0,2,2,3,223,2.3,Occasional Customers
CUST-29601,270,3,1182.05,394.02,35.5,Artisanal Burgers & Handhelds,0.3333,DELIVERY,Dinner,0.0625,2,5,5,255,3.8,At-Risk Customers
CUST-29602,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-29603,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-29604,18,4,918.85,229.71,80.0,Appetizers & Small Plates,0.25,TAKEOUT,Dinner,0.0811,5,5,5,555,5.0,High-Value Loyal Customers
CUST-29605,52,1,564.24,564.24,180.0,Chef Specials & Seafood,0.0,DINE_IN,Dinner,0.0,4,2,4,424,3.4,New Customers
CUST-29606,135,2,741.38,370.69,64.0,Artisanal Burgers & Handhelds,0.0,DINE_IN,Dinner,0.0741,3,4,4,344,3.6,Occasional Customers
CUST-29607,48,3,713.11,237.7,37.0,Specialty Coffee & Beverages,0.6667,DINE_IN,Lunch,0.1111,4,5,4,454,4.3,Promotion-Driven Customers
CUST-29608,157,4,980.65,245.16,45.7,Prime Steaks & Butcher Cuts,0.5,DRIVE_THRU,Lunch,0.1538,3,5,5,355,4.2,At-Risk Customers
CUST-29609,236,1,122.87,122.87,180.0,Appetizers & Small Plates,1.0,DINE_IN,Dinner,0.0,2,2,1,221,1.7,Occasional Customers
CUST-29610,226,3,758.96,252.99,33.5,Specialty Coffee & Beverages,0.0,DINE_IN,Dinner,0.1429,2,5,4,254,3.5,At-Risk Customers
CUST-29611,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-29612,21,2,473.8,236.9,36.0,Farm-Fresh Salads & Grain Bowls,0.0,TAKEOUT,Dinner,0.0588,5,4,3,543,4.1,New Customers
CUST-29613,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-29614,154,1,133.89,133.89,180.0,Farm-Fresh Salads & Grain Bowls,0.0,DINE_IN,Dinner,0.0,3,2,2,322,2.4,Occasional Customers
CUST-29615,81,1,203.35,203.35,180.0,Prime Steaks & Butcher Cuts,0.0,DINE_IN,Dinner,0.0,4,2,2,422,2.8,Occasional Customers
CUST-29616,75,2,322.0,161.0,153.0,Handcrafted Desserts & Pastries,1.0,TAKEOUT,Dinner,0.0714,4,4,3,443,3.7,Promotion-Driven Customers
CUST-29617,92,2,586.65,293.33,147.0,Vegan & Plant-Based Creations,0.5,DINE_IN,Dinner,0.0625,4,4,4,444,4.0,Promotion-Driven Customers
CUST-29618,304,3,910.65,303.55,15.0,Farm-Fresh Salads & Grain Bowls,0.3333,TAKEOUT,Dinner,0.1111,2,5,5,255,3.8,At-Risk Customers
CUST-29619,256,2,284.97,142.49,108.0,Vegan & Plant-Based Creations,0.5,DINE_IN,Dinner,0.0,2,4,2,242,2.6,At-Risk Customers
CUST-29620,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-29621,284,1,120.49,120.49,180.0,Signature Cocktails & Mocktails,0.0,DELIVERY,Lunch,0.0,2,2,1,221,1.7,Occasional Customers
CUST-29622,135,1,468.93,468.93,180.0,Handcrafted Desserts & Pastries,0.0,DINE_IN,Lunch,0.0,3,2,3,323,2.7,Occasional Customers
CUST-29623,221,2,715.86,357.93,99.0,Prime Steaks & Butcher Cuts,0.0,DINE_IN,Lunch,0.1176,2,4,4,244,3.2,At-Risk Customers
CUST-29624,137,1,435.03,435.03,180.0,Artisanal Burgers & Handhelds,0.0,DELIVERY,Dinner,0.0,3,2,3,323,2.7,Occasional Customers
CUST-29625,1,3,439.2,146.4,180.0,Specialty Coffee & Beverages,0.3333,DELIVERY,Lunch,0.0,5,5,3,553,4.4,Frequent Customers
CUST-29626,11,2,554.99,277.5,238.0,Appetizers & Small Plates,0.0,TAKEOUT,Lunch,0.0556,5,4,4,544,4.4,New Customers
CUST-29627,45,1,183.99,183.99,180.0,Artisanal Burgers & Handhelds,0.0,DRIVE_THRU,Lunch,0.0,4,2,2,422,2.8,New Customers
CUST-29628,44,5,1641.76,328.35,65.5,Wood-Fired Pizzas & Pastas,0.2,DINE_IN,Dinner,0.0952,4,5,5,455,4.6,High-Value Loyal Customers
CUST-29629,33,4,1116.85,279.21,96.3,Specialty Coffee & Beverages,0.25,TAKEOUT,Lunch,0.0556,5,5,5,555,5.0,High-Value Loyal Customers
CUST-29630,316,1,131.51,131.51,180.0,Handcrafted Desserts & Pastries,0.0,DRIVE_THRU,Lunch,0.0,2,2,2,222,2.0,Occasional Customers
CUST-29631,37,2,863.76,431.88,168.0,Vegan & Plant-Based Creations,0.5,DELIVERY,Dinner,0.0,5,4,5,545,4.7,New Customers
CUST-29632,35,3,629.61,209.87,107.5,Wood-Fired Pizzas & Pastas,0.3333,DINE_IN,Lunch,0.0455,5,5,4,554,4.7,High-Value Loyal Customers
CUST-29633,79,4,1101.53,275.38,79.7,Farm-Fresh Salads & Grain Bowls,0.75,TAKEOUT,Dinner,0.1667,4,5,5,455,4.6,Promotion-Driven Customers
CUST-29634,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-29635,47,2,336.75,168.38,5.0,Appetizers & Small Plates,0.0,DRIVE_THRU,Dinner,0.0625,4,4,3,443,3.7,New Customers
CUST-29636,291,1,310.58,310.58,180.0,Signature Cocktails & Mocktails,1.0,DINE_IN,Lunch,0.0,2,2,3,223,2.3,Occasional Customers
CUST-29637,4,3,858.38,286.13,168.5,Vegan & Plant-Based Creations,0.0,DINE_IN,Dinner,0.069,5,5,5,555,5.0,High-Value Loyal Customers
CUST-29638,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-29639,98,3,570.65,190.22,29.0,Artisanal Burgers & Handhelds,0.0,TAKEOUT,Lunch,0.15,3,5,4,354,3.9,Frequent Customers
CUST-29640,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-29641,225,1,0.0,0.0,180.0,Handcrafted Desserts & Pastries,1.0,DRIVE_THRU,Lunch,0.0,2,2,1,221,1.7,Occasional Customers
