customer_id,customer_recency,customer_frequency,customer_monetary_value,average_order_value,promotion_sensitivity,first_order_date,last_order_date,lunch_orders,dinner_orders,late_night_orders,r_score,f_score,m_score,rfm_cell,rfm_composite_index
CUST-30542,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-30543,167,1,474.46,474.46,0.0,2025-07-17,2025-07-17,0,1,0,3,2,3,323,2.7
CUST-30544,83,2,735.85,367.92,1.0,2025-05-04,2025-10-09,0,1,0,4,4,4,444,4.0
CUST-30545,14,2,620.55,310.28,0.0,2025-11-29,2025-12-17,0,2,0,5,4,4,544,4.4
CUST-30546,156,3,1469.16,489.72,0.0,2025-04-14,2025-07-28,1,2,0,3,5,5,355,4.2
CUST-30547,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-30548,300,1,267.22,267.22,1.0,2025-03-06,2025-03-06,1,0,0,2,2,2,222,2.0
CUST-30549,22,5,1239.15,247.83,0.2,2025-02-08,2025-12-09,1,3,0,5,5,5,555,5.0
CUST-30550,279,1,315.79,315.79,0.0,2025-03-27,2025-03-27,0,1,0,2,2,3,223,2.3
CUST-30551,31,4,880.18,220.05,0.5,2025-01-24,2025-11-30,1,3,0,5,5,5,555,5.0
CUST-30552,3,6,1695.07,282.51,0.3333,2025-03-26,2025-12-28,3,3,1,5,5,5,555,5.0
CUST-30553,223,1,148.33,148.33,0.0,2025-05-22,2025-05-22,1,0,0,2,2,2,222,2.0
CUST-30554,20,2,815.09,407.54,0.0,2025-05-12,2025-12-11,1,0,0,5,4,5,545,4.7
CUST-30555,226,3,1110.39,370.13,1.0,2025-03-15,2025-05-19,3,0,0,2,5,5,255,3.8
CUST-30556,322,1,201.05,201.05,1.0,2025-02-12,2025-02-12,1,0,0,2,2,2,222,2.0
CUST-30557,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-30558,180,1,326.52,326.52,0.0,2025-07-04,2025-07-04,0,0,0,2,2,3,223,2.3
CUST-30559,3,2,419.58,209.79,0.0,2025-12-11,2025-12-28,1,0,0,5,4,3,543,4.1
CUST-30560,1,2,621.0,310.5,0.5,2025-04-07,2025-12-30,0,2,0,5,4,4,544,4.4
CUST-30561,12,2,497.66,248.83,0.0,2025-04-27,2025-12-19,2,0,0,5,4,3,543,4.1
CUST-30562,145,1,254.89,254.89,0.0,2025-08-08,2025-08-08,0,0,0,3,2,2,322,2.4
CUST-30563,67,1,480.3,480.3,0.0,2025-10-25,2025-10-25,0,1,0,4,2,3,423,3.1
CUST-30564,52,3,890.81,296.94,0.3333,2025-06-07,2025-11-09,2,1,0,4,5,5,455,4.6
CUST-30565,107,2,446.71,223.36,0.5,2025-01-15,2025-09-15,1,1,0,3,4,3,343,3.3
CUST-30566,10,1,261.91,261.91,1.0,2025-12-21,2025-12-21,0,0,0,5,2,2,522,3.2
CUST-30567,200,1,300.72,300.72,0.0,2025-06-14,2025-06-14,0,1,0,2,2,2,222,2.0
CUST-30568,207,3,1050.22,350.07,0.3333,2025-04-06,2025-06-07,2,1,0,2,5,5,255,3.8
CUST-30569,31,2,647.42,323.71,0.0,2025-11-25,2025-11-30,1,1,0,5,4,4,544,4.4
CUST-30570,136,3,701.6,233.87,0.3333,2025-08-01,2025-08-17,1,1,0,3,5,4,354,3.9
CUST-30571,11,4,912.77,228.19,0.25,2025-07-20,2025-12-20,2,2,0,5,5,5,555,5.0
CUST-30572,189,1,241.4,241.4,0.0,2025-06-25,2025-06-25,1,0,0,2,2,2,222,2.0
CUST-30573,23,1,292.36,292.36,1.0,2025-12-08,2025-12-08,1,0,0,5,2,2,522,3.2
CUST-30574,143,1,481.19,481.19,0.0,2025-08-10,2025-08-10,1,0,0,3,2,3,323,2.7
CUST-30575,130,1,181.42,181.42,0.0,2025-08-23,2025-08-23,1,0,0,3,2,2,322,2.4
CUST-30576,28,2,585.7,292.85,0.5,2025-01-31,2025-12-03,1,1,0,5,4,4,544,4.4
CUST-30577,23,5,1624.39,324.88,0.2,2025-05-31,2025-12-08,0,2,0,5,5,5,555,5.0
CUST-30578,140,1,137.06,137.06,0.0,2025-08-13,2025-08-13,0,1,0,3,2,2,322,2.4
CUST-30579,215,1,238.51,238.51,0.0,2025-05-30,2025-05-30,0,0,0,2,2,2,222,2.0
CUST-30580,129,2,684.98,342.49,0.0,2025-07-05,2025-08-24,0,2,0,3,4,4,344,3.6
CUST-30581,339,1,71.95,71.95,1.0,2025-01-26,2025-01-26,1,0,0,1,2,1,121,1.3
CUST-30582,61,1,178.58,178.58,1.0,2025-10-31,2025-10-31,0,1,0,4,2,2,422,2.8
CUST-30583,340,1,161.27,161.27,0.0,2025-01-25,2025-01-25,0,0,1,1,2,2,122,1.6
CUST-30584,211,2,629.81,314.91,0.0,2025-03-05,2025-06-03,2,0,0,2,4,4,244,3.2
CUST-30585,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-30586,254,3,863.89,287.96,0.6667,2025-01-24,2025-04-21,0,2,0,2,5,5,255,3.8
CUST-30587,150,1,225.06,225.06,1.0,2025-08-03,2025-08-03,1,0,0,3,2,2,322,2.4
CUST-30588,40,3,1263.56,421.19,0.0,2025-08-02,2025-11-21,1,1,0,4,5,5,455,4.6
CUST-30589,5,4,839.94,209.99,0.5,2025-02-02,2025-12-26,2,1,0,5,5,5,555,5.0
CUST-30590,70,5,1734.58,346.92,0.6,2025-03-02,2025-10-22,4,1,0,4,5,5,455,4.6
CUST-30591,40,2,511.02,255.51,0.0,2025-03-15,2025-11-21,1,1,0,4,4,4,444,4.0
CUST-30592,115,4,1099.15,274.79,0.25,2025-02-21,2025-09-07,1,3,1,3,5,5,355,4.2
CUST-30593,160,3,1128.59,376.2,0.3333,2025-03-11,2025-07-24,2,1,0,3,5,5,355,4.2
CUST-30594,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-30595,30,2,545.72,272.86,0.5,2025-03-04,2025-12-01,2,0,0,5,4,4,544,4.4
CUST-30596,87,3,938.79,312.93,0.3333,2025-01-19,2025-10-05,2,1,0,4,5,5,455,4.6
CUST-30597,3,4,789.31,197.33,0.0,2025-05-25,2025-12-28,0,3,0,5,5,5,555,5.0
CUST-30598,156,2,568.16,284.08,1.0,2025-04-17,2025-07-28,1,1,0,3,4,4,344,3.6
CUST-30599,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-30600,364,1,182.98,182.98,0.0,2025-01-01,2025-01-01,0,0,0,1,2,2,122,1.6
CUST-30601,5,4,889.59,222.4,0.25,2025-08-31,2025-12-26,1,2,0,5,5,5,555,5.0
CUST-30602,117,3,1083.16,361.05,0.3333,2025-03-16,2025-09-05,1,0,0,3,5,5,355,4.2
CUST-30603,60,1,215.04,215.04,0.0,2025-11-01,2025-11-01,1,0,0,4,2,2,422,2.8
CUST-30604,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-30605,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-30606,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-30607,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-30608,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-30609,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-30610,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-30611,82,4,1029.43,257.36,0.25,2025-02-07,2025-10-10,3,1,0,4,5,5,455,4.6
CUST-30612,136,2,654.96,327.48,0.0,2025-03-08,2025-08-17,2,0,0,3,4,4,344,3.6
CUST-30613,33,2,511.02,255.51,0.5,2025-06-04,2025-11-28,1,1,0,5,4,4,544,4.4
CUST-30614,123,2,694.75,347.38,0.5,2025-08-02,2025-08-30,2,0,0,3,4,4,344,3.6
CUST-30615,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-30616,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-30617,204,2,414.17,207.08,0.5,2025-03-10,2025-06-10,1,1,0,2,4,3,243,2.9
CUST-30618,7,5,2005.3,401.06,0.4,2025-05-26,2025-12-24,2,1,0,5,5,5,555,5.0
CUST-30619,229,2,682.65,341.33,0.0,2025-05-09,2025-05-16,2,0,0,2,4,4,244,3.2
CUST-30620,6,2,462.14,231.07,0.5,2025-11-23,2025-12-25,0,2,0,5,4,3,543,4.1
CUST-30621,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-30622,283,1,221.84,221.84,0.0,2025-03-23,2025-03-23,0,1,0,2,2,2,222,2.0
CUST-30623,191,2,706.13,353.07,0.5,2025-04-18,2025-06-23,2,0,0,2,4,4,244,3.2
CUST-30624,33,3,922.89,307.63,0.6667,2025-07-27,2025-11-28,2,0,0,5,5,5,555,5.0
CUST-30625,303,1,295.81,295.81,0.0,2025-03-03,2025-03-03,1,0,0,2,2,2,222,2.0
CUST-30626,12,1,187.78,187.78,0.0,2025-12-19,2025-12-19,0,0,0,5,2,2,522,3.2
CUST-30627,61,3,625.66,208.55,0.3333,2025-03-14,2025-10-31,1,2,1,4,5,4,454,4.3
CUST-30628,173,2,357.82,178.91,0.5,2025-03-17,2025-07-11,1,0,0,3,4,3,343,3.3
CUST-30629,181,1,215.94,215.94,1.0,2025-07-03,2025-07-03,1,0,0,2,2,2,222,2.0
CUST-30630,343,1,179.41,179.41,0.0,2025-01-22,2025-01-22,1,0,0,1,2,2,122,1.6
CUST-30631,10,2,567.15,283.58,0.0,2025-12-11,2025-12-21,1,1,1,5,4,4,544,4.4
CUST-30632,23,3,889.64,296.55,0.6667,2025-05-20,2025-12-08,0,0,0,5,5,5,555,5.0
CUST-30633,91,4,1008.33,252.08,0.75,2025-04-26,2025-10-01,1,1,0,4,5,5,455,4.6
CUST-30634,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-30635,291,2,525.46,262.73,0.5,2025-01-27,2025-03-15,0,1,0,2,4,4,244,3.2
CUST-30636,125,2,526.1,263.05,0.0,2025-08-16,2025-08-28,1,1,0,3,4,4,344,3.6
CUST-30637,80,1,268.97,268.97,1.0,2025-10-12,2025-10-12,1,0,0,4,2,2,422,2.8
CUST-30638,9,3,586.48,195.49,0.6667,2025-07-17,2025-12-22,2,1,1,5,5,4,554,4.7
CUST-30639,52,3,769.35,256.45,0.3333,2025-04-09,2025-11-09,1,1,0,4,5,4,454,4.3
CUST-30640,314,1,382.59,382.59,1.0,2025-02-20,2025-02-20,1,0,0,2,2,3,223,2.3
CUST-30641,67,4,1058.83,264.71,0.5,2025-01-26,2025-10-25,2,1,0,4,5,5,455,4.6
CUST-30642,108,1,174.86,174.86,0.0,2025-09-14,2025-09-14,0,0,0,3,2,2,322,2.4
CUST-30643,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-30644,215,1,317.34,317.34,1.0,2025-05-30,2025-05-30,0,0,0,2,2,3,223,2.3
CUST-30645,34,3,762.44,254.15,0.6667,2025-07-12,2025-11-27,2,0,0,5,5,4,554,4.7
CUST-30646,167,2,399.25,199.63,1.0,2025-01-14,2025-07-17,1,1,0,3,4,3,343,3.3
CUST-30647,364,1,422.15,422.15,0.0,2025-01-01,2025-01-01,0,1,0,1,2,3,123,1.9
CUST-30648,95,1,401.48,401.48,0.0,2025-09-27,2025-09-27,1,0,0,4,2,3,423,3.1
CUST-30649,201,3,716.85,238.95,0.0,2025-01-12,2025-06-13,2,1,0,2,5,4,254,3.5
CUST-30650,37,2,728.96,364.48,0.5,2025-06-16,2025-11-24,1,1,1,5,4,4,544,4.4
CUST-30651,212,1,362.64,362.64,0.0,2025-06-02,2025-06-02,0,1,0,2,2,3,223,2.3
CUST-30652,89,2,759.23,379.62,0.5,2025-06-14,2025-10-03,1,0,1,4,4,4,444,4.0
CUST-30653,189,2,330.71,165.36,0.0,2025-06-06,2025-06-25,1,0,0,2,4,3,243,2.9
CUST-30654,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-30655,91,1,317.67,317.67,0.0,2025-10-01,2025-10-01,0,0,0,4,2,3,423,3.1
CUST-30656,215,1,207.27,207.27,0.0,2025-05-30,2025-05-30,0,0,0,2,2,2,222,2.0
CUST-30657,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-30658,158,1,240.81,240.81,0.0,2025-07-26,2025-07-26,1,0,0,3,2,2,322,2.4
CUST-30659,308,1,238.66,238.66,0.0,2025-02-26,2025-02-26,1,0,0,2,2,2,222,2.0
CUST-30660,29,2,998.01,499.01,0.0,2025-04-07,2025-12-02,1,1,0,5,4,5,545,4.7
CUST-30661,45,1,144.17,144.17,1.0,2025-11-16,2025-11-16,1,0,0,4,2,2,422,2.8
CUST-30662,305,1,276.89,276.89,0.0,2025-03-01,2025-03-01,0,0,0,2,2,2,222,2.0
CUST-30663,125,3,955.48,318.49,0.3333,2025-04-24,2025-08-28,2,1,0,3,5,5,355,4.2
CUST-30664,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-30665,222,1,412.34,412.34,1.0,2025-05-23,2025-05-23,0,1,0,2,2,3,223,2.3
CUST-30666,109,2,412.36,206.18,0.0,2025-06-03,2025-09-13,0,2,0,3,4,3,343,3.3
CUST-30667,21,3,622.34,207.45,0.3333,2025-03-21,2025-12-10,2,0,0,5,5,4,554,4.7
CUST-30668,66,1,285.69,285.69,0.0,2025-10-26,2025-10-26,0,1,0,4,2,2,422,2.8
CUST-30669,136,4,680.05,170.01,0.75,2025-04-18,2025-08-17,2,2,0,3,5,4,354,3.9
CUST-30670,209,1,445.21,445.21,1.0,2025-06-05,2025-06-05,0,1,0,2,2,3,223,2.3
CUST-30671,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-30672,342,1,223.49,223.49,0.0,2025-01-23,2025-01-23,0,1,0,1,2,2,122,1.6
CUST-30673,59,2,433.55,216.77,0.0,2025-04-11,2025-11-02,0,1,0,4,4,3,443,3.7
CUST-30674,66,2,792.45,396.23,0.0,2025-03-20,2025-10-26,0,0,0,4,4,5,445,4.3
CUST-30675,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-30676,348,1,472.53,472.53,0.0,2025-01-17,2025-01-17,1,0,0,1,2,3,123,1.9
CUST-30677,48,7,1539.31,219.9,0.5714,2025-04-30,2025-11-13,4,1,0,4,5,5,455,4.6
CUST-30678,270,2,536.74,268.37,0.5,2025-01-30,2025-04-05,0,2,0,2,4,4,244,3.2
CUST-30679,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-30680,43,3,814.31,271.44,0.0,2025-04-04,2025-11-18,1,1,0,4,5,5,455,4.6
CUST-30681,195,2,365.26,182.63,0.0,2025-01-21,2025-06-19,2,0,0,2,4,3,243,2.9
CUST-30682,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-30683,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-30684,115,2,444.2,222.1,0.5,2025-03-24,2025-09-07,1,0,0,3,4,3,343,3.3
CUST-30685,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-30686,208,1,415.17,415.17,0.0,2025-06-06,2025-06-06,1,0,0,2,2,3,223,2.3
CUST-30687,193,2,480.56,240.28,0.5,2025-03-22,2025-06-21,0,2,0,2,4,3,243,2.9
CUST-30688,45,2,715.12,357.56,0.5,2025-06-07,2025-11-16,1,1,0,4,4,4,444,4.0
CUST-30689,25,2,273.76,136.88,0.5,2025-06-28,2025-12-06,2,0,0,5,4,2,542,3.8
CUST-30690,31,1,194.16,194.16,1.0,2025-11-30,2025-11-30,1,0,0,5,2,2,522,3.2
CUST-30691,253,1,118.45,118.45,1.0,2025-04-22,2025-04-22,0,1,0,2,2,1,221,1.7
CUST-30692,193,3,690.13,230.04,0.6667,2025-01-28,2025-06-21,1,2,0,2,5,4,254,3.5
CUST-30693,52,3,1170.57,390.19,0.0,2025-02-09,2025-11-09,2,0,0,4,5,5,455,4.6
CUST-30694,146,2,387.23,193.62,0.5,2025-04-05,2025-08-07,0,2,0,3,4,3,343,3.3
CUST-30695,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-30696,219,1,270.96,270.96,0.0,2025-05-26,2025-05-26,0,1,0,2,2,2,222,2.0
CUST-30697,198,1,152.21,152.21,0.0,2025-06-16,2025-06-16,0,1,0,2,2,2,222,2.0
CUST-30698,62,4,1330.63,332.66,0.5,2025-03-15,2025-10-30,1,2,0,4,5,5,455,4.6
CUST-30699,326,1,357.17,357.17,0.0,2025-02-08,2025-02-08,0,1,0,2,2,3,223,2.3
CUST-30700,142,2,787.47,393.74,0.0,2025-07-19,2025-08-11,0,1,0,3,4,5,345,3.9
CUST-30701,38,3,618.46,206.15,0.0,2025-07-14,2025-11-23,2,1,0,5,5,4,554,4.7
CUST-30702,64,1,339.54,339.54,1.0,2025-10-28,2025-10-28,0,1,0,4,2,3,423,3.1
CUST-30703,3,4,1177.79,294.45,0.5,2025-05-25,2025-12-28,1,2,1,5,5,5,555,5.0
CUST-30704,250,1,397.53,397.53,0.0,2025-04-25,2025-04-25,1,0,0,2,2,3,223,2.3
CUST-30705,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-30706,103,3,935.14,311.71,0.0,2025-01-12,2025-09-19,2,1,0,3,5,5,355,4.2
CUST-30707,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-30708,2,3,693.43,231.14,0.6667,2025-06-17,2025-12-29,1,0,0,5,5,4,554,4.7
CUST-30709,124,1,164.0,164.0,0.0,2025-08-29,2025-08-29,0,1,0,3,2,2,322,2.4
CUST-30710,14,3,1130.13,376.71,0.0,2025-11-08,2025-12-17,1,1,0,5,5,5,555,5.0
CUST-30711,115,2,583.47,291.74,0.0,2025-08-22,2025-09-07,1,1,0,3,4,4,344,3.6
CUST-30712,328,2,706.64,353.32,0.0,2025-01-19,2025-02-06,1,1,0,2,4,4,244,3.2
CUST-30713,93,1,139.63,139.63,1.0,2025-09-29,2025-09-29,1,0,0,4,2,2,422,2.8
CUST-30714,43,2,453.92,226.96,0.0,2025-03-07,2025-11-18,2,0,0,4,4,3,443,3.7
CUST-30715,43,4,1328.81,332.2,0.0,2025-03-02,2025-11-18,1,2,1,4,5,5,455,4.6
CUST-30716,73,3,745.03,248.34,0.3333,2025-03-16,2025-10-19,1,0,0,4,5,4,454,4.3
CUST-30717,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-30718,136,3,621.69,207.23,0.0,2025-03-12,2025-08-17,2,0,0,3,5,4,354,3.9
CUST-30719,253,1,195.91,195.91,1.0,2025-04-22,2025-04-22,1,0,0,2,2,2,222,2.0
CUST-30720,89,5,986.87,197.37,0.2,2025-06-13,2025-10-03,1,1,1,4,5,5,455,4.6
CUST-30721,36,1,422.07,422.07,0.0,2025-11-25,2025-11-25,1,0,0,5,2,3,523,3.5
CUST-30722,116,4,1073.81,268.45,0.25,2025-04-15,2025-09-06,2,1,0,3,5,5,355,4.2
CUST-30723,10,4,1216.89,304.22,0.0,2025-03-17,2025-12-21,1,2,0,5,5,5,555,5.0
CUST-30724,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-30725,343,1,166.07,166.07,1.0,2025-01-22,2025-01-22,1,0,0,1,2,2,122,1.6
CUST-30726,15,1,205.26,205.26,0.0,2025-12-16,2025-12-16,0,1,0,5,2,2,522,3.2
CUST-30727,59,2,452.75,226.38,0.0,2025-11-01,2025-11-02,1,0,0,4,4,3,443,3.7
CUST-30728,123,2,457.84,228.92,0.5,2025-08-17,2025-08-30,0,2,0,3,4,3,343,3.3
CUST-30729,319,2,206.27,103.13,0.5,2025-02-12,2025-02-15,1,1,0,2,4,2,242,2.6
CUST-30730,67,3,710.51,236.84,0.3333,2025-07-02,2025-10-25,2,0,0,4,5,4,454,4.3
CUST-30731,68,1,311.2,311.2,0.0,2025-10-24,2025-10-24,1,0,0,4,2,3,423,3.1
CUST-30732,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-30733,27,3,945.03,315.01,0.0,2025-09-07,2025-12-04,1,2,0,5,5,5,555,5.0
CUST-30734,31,1,327.94,327.94,0.0,2025-11-30,2025-11-30,0,0,0,5,2,3,523,3.5
CUST-30735,11,3,819.14,273.05,0.0,2025-05-09,2025-12-20,0,2,1,5,5,5,555,5.0
CUST-30736,7,2,589.36,294.68,0.5,2025-07-10,2025-12-24,2,0,0,5,4,4,544,4.4
CUST-30737,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-30738,59,4,958.85,239.71,0.0,2025-02-27,2025-11-02,1,2,0,4,5,5,455,4.6
CUST-30739,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-30740,269,1,426.51,426.51,0.0,2025-04-06,2025-04-06,0,0,0,2,2,3,223,2.3
CUST-30741,136,1,240.29,240.29,0.0,2025-08-17,2025-08-17,1,0,0,3,2,2,322,2.4
CUST-30742,98,2,435.1,217.55,0.0,2025-05-19,2025-09-24,1,1,0,3,4,3,343,3.3
CUST-30743,13,3,869.84,289.95,0.6667,2025-03-29,2025-12-18,1,1,0,5,5,5,555,5.0
CUST-30744,65,2,622.9,311.45,0.0,2025-03-13,2025-10-27,0,2,0,4,4,4,444,4.0
CUST-30745,9,2,533.37,266.68,0.0,2025-12-03,2025-12-22,1,1,0,5,4,4,544,4.4
CUST-30746,261,1,327.57,327.57,0.0,2025-04-14,2025-04-14,1,0,0,2,2,3,223,2.3
CUST-30747,66,3,803.07,267.69,0.6667,2025-06-25,2025-10-26,2,1,1,4,5,5,455,4.6
CUST-30748,211,2,499.16,249.58,0.5,2025-05-01,2025-06-03,0,1,0,2,4,3,243,2.9
CUST-30749,45,1,271.07,271.07,0.0,2025-11-16,2025-11-16,1,0,0,4,2,2,422,2.8
CUST-30750,177,2,396.93,198.47,0.5,2025-01-24,2025-07-07,1,1,0,2,4,3,243,2.9
CUST-30751,15,3,767.03,255.68,0.3333,2025-04-19,2025-12-16,0,2,0,5,5,4,554,4.7
CUST-30752,43,2,505.14,252.57,1.0,2025-05-30,2025-11-18,0,2,0,4,4,3,443,3.7
CUST-30753,44,2,478.41,239.2,0.5,2025-11-14,2025-11-17,0,2,0,4,4,3,443,3.7
CUST-30754,143,1,356.62,356.62,1.0,2025-08-10,2025-08-10,0,1,0,3,2,3,323,2.7
CUST-30755,18,4,1111.79,277.95,0.5,2025-05-01,2025-12-13,2,0,1,5,5,5,555,5.0
CUST-30756,27,4,721.03,180.26,0.5,2025-05-20,2025-12-04,1,2,0,5,5,4,554,4.7
CUST-30757,31,2,580.19,290.1,0.5,2025-11-27,2025-11-30,1,1,0,5,4,4,544,4.4
CUST-30758,48,3,679.21,226.4,0.3333,2025-03-16,2025-11-13,2,1,0,4,5,4,454,4.3
CUST-30759,9,1,219.16,219.16,1.0,2025-12-22,2025-12-22,1,0,0,5,2,2,522,3.2
CUST-30760,86,1,316.72,316.72,0.0,2025-10-06,2025-10-06,1,0,0,4,2,3,423,3.1
CUST-30761,139,2,402.67,201.34,0.5,2025-06-28,2025-08-14,2,0,0,3,4,3,343,3.3
CUST-30762,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-30763,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-30764,145,2,384.62,192.31,0.0,2025-02-13,2025-08-08,1,1,0,3,4,3,343,3.3
CUST-30765,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-30766,125,2,376.41,188.2,0.5,2025-04-27,2025-08-28,0,2,0,3,4,3,343,3.3
CUST-30767,170,2,547.18,273.59,0.0,2025-07-05,2025-07-14,2,0,0,3,4,4,344,3.6
CUST-30768,192,1,137.91,137.91,0.0,2025-06-22,2025-06-22,0,0,0,2,2,2,222,2.0
CUST-30769,346,1,174.22,174.22,0.0,2025-01-19,2025-01-19,0,1,0,1,2,2,122,1.6
CUST-30770,26,5,1729.68,345.94,0.4,2025-04-27,2025-12-05,1,4,0,5,5,5,555,5.0
CUST-30771,10,3,540.98,180.33,0.0,2025-04-24,2025-12-21,2,1,1,5,5,4,554,4.7
CUST-30772,271,3,765.33,255.11,0.0,2025-01-07,2025-04-04,1,2,0,2,5,4,254,3.5
CUST-30773,187,2,210.75,105.38,0.0,2025-04-18,2025-06-27,2,0,0,2,4,2,242,2.6
CUST-30774,162,2,820.98,410.49,0.5,2025-05-01,2025-07-22,0,1,0,3,4,5,345,3.9
CUST-30775,162,2,390.76,195.38,0.5,2025-05-05,2025-07-22,0,1,0,3,4,3,343,3.3
CUST-30776,156,2,755.86,377.93,0.5,2025-05-14,2025-07-28,1,1,0,3,4,4,344,3.6
CUST-30777,222,2,913.47,456.74,1.0,2025-05-09,2025-05-23,1,1,0,2,4,5,245,3.5
CUST-30778,167,1,242.79,242.79,0.0,2025-07-17,2025-07-17,1,0,0,3,2,2,322,2.4
CUST-30779,182,2,781.65,390.83,0.0,2025-05-16,2025-07-02,1,1,0,2,4,5,245,3.5
CUST-30780,33,1,94.78,94.78,1.0,2025-11-28,2025-11-28,1,0,0,5,2,1,521,2.9
CUST-30781,0,2,330.68,165.34,0.5,2025-12-07,2025-12-31,1,0,0,5,4,3,543,4.1
CUST-30782,45,1,333.73,333.73,1.0,2025-11-16,2025-11-16,0,0,0,4,2,3,423,3.1
CUST-30783,310,1,280.16,280.16,0.0,2025-02-24,2025-02-24,0,0,0,2,2,2,222,2.0
CUST-30784,314,1,392.78,392.78,0.0,2025-02-20,2025-02-20,0,0,0,2,2,3,223,2.3
CUST-30785,24,5,1567.48,313.5,0.8,2025-01-21,2025-12-07,2,1,0,5,5,5,555,5.0
CUST-30786,6,2,531.03,265.52,0.5,2025-10-12,2025-12-25,2,0,0,5,4,4,544,4.4
CUST-30787,103,4,1359.47,339.87,0.25,2025-04-16,2025-09-19,3,0,0,3,5,5,355,4.2
CUST-30788,205,1,371.83,371.83,0.0,2025-06-09,2025-06-09,1,0,0,2,2,3,223,2.3
CUST-30789,294,1,209.43,209.43,0.0,2025-03-12,2025-03-12,0,1,0,2,2,2,222,2.0
CUST-30790,290,2,503.4,251.7,0.0,2025-03-09,2025-03-16,2,0,0,2,4,3,243,2.9
CUST-30791,49,2,466.01,233.01,0.5,2025-08-24,2025-11-12,2,0,0,4,4,3,443,3.7
CUST-30792,297,2,601.65,300.83,0.0,2025-01-27,2025-03-09,0,2,0,2,4,4,244,3.2
CUST-30793,66,2,389.27,194.64,0.0,2025-03-13,2025-10-26,1,0,0,4,4,3,443,3.7
CUST-30794,61,2,352.86,176.43,0.0,2025-10-31,2025-10-31,1,1,0,4,4,3,443,3.7
CUST-30795,150,2,567.35,283.68,1.0,2025-06-22,2025-08-03,2,0,0,3,4,4,344,3.6
CUST-30796,194,2,501.73,250.87,0.5,2025-05-20,2025-06-20,0,2,0,2,4,3,243,2.9
CUST-30797,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-30798,254,2,549.3,274.65,0.5,2025-03-21,2025-04-21,0,2,0,2,4,4,244,3.2
CUST-30799,41,2,415.67,207.83,0.0,2025-05-11,2025-11-20,2,0,0,4,4,3,443,3.7
CUST-30800,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-30801,38,1,300.88,300.88,0.0,2025-11-23,2025-11-23,0,1,0,5,2,2,522,3.2
